"model","lambda_rule","term","n_folds","n_selected","selection_freq","mean_coef","sd_coef","mean_coef_when_selected","sign_consistency"
"pooled_lasso","min","state_rental_vacancy_rate",8,0,0,0,0,NA,NA
"pooled_lasso","min","state_serious_mental_illness_rate",8,0,0,0,0,NA,NA
"pooled_lasso","min","state_ssi_state_supplement",8,0,0,0,0,NA,NA
"pooled_lasso","min","state_substance_use_disorder_rate",8,0,0,0,0,NA,NA
"pooled_lasso","min","state_tanf_max_benefit_3person",8,0,0,0,0,NA,NA
"pooled_lasso","min","state_uninsured_rate",8,0,0,0,0,NA,NA
"pooled_lasso_state_interactions","1se","coc_hic_psh_beds_per_10k",8,8,1,10.2769304553963,3.76613050898929,10.2769304553963,1
"pooled_lasso_state_interactions","1se","coc_log_estimated_population",8,8,1,-7.15258205864019,1.33499559823071,-7.15258205864019,1
"pooled_lasso_state_interactions","1se","coc_hic_temporary_beds_per_10k",8,8,1,5.77649868974123,1.03088925143592,5.77649868974123,1
"pooled_lasso_state_interactions","1se","control_state_florida",8,8,1,-4.52273521524386,5.11071017550316,-4.52273521524386,0.875
"pooled_lasso_state_interactions","1se","control_time_index",8,8,1,-0.953116116574752,0.498633388604318,-0.953116116574752,1
"pooled_lasso_state_interactions","1se","coc_group_quarters_per_1000_residents",8,8,1,0.95073344100811,0.473850737944912,0.95073344100811,1
"pooled_lasso_state_interactions","1se","coc_population_growth_rate_pct",8,8,1,-0.896642217262528,0.280186077980873,-0.896642217262528,1
"pooled_lasso_state_interactions","1se","coc_population_density_per_sq_mile",8,5,0.625,-2.39495305135982,2.04551582212299,-3.83192488217572,1
"pooled_lasso_state_interactions","1se","coc_housing_cost_burdened_households_pct",8,5,0.625,1.89710027920506,1.6834234359245,3.03536044672809,1
"pooled_lasso_state_interactions","1se","coc_international_migration_rate_per_1000",8,5,0.625,-0.978180235538344,0.903499208218298,-1.56508837686135,1
"pooled_lasso_state_interactions","1se","coc_income_inequality_ratio:FL",8,5,0.625,-0.685694266699414,0.693925691358224,-1.09711082671906,1
