"sample_id","model","lambda_rule","fold","validation_year","term","coefficient","lambda"
"S2_stable_cocs","pooled_lasso","min",2,2018,"coc_relative_home_price_index_2000_base",0.0962156561892558,0.805359743635164
"S2_stable_cocs","pooled_lasso","min",2,2018,"coc_unemployment_rate_pct",-0.0185941517015383,0.805359743635164
"S2_stable_cocs","pooled_lasso","min",3,2019,"(Intercept)",35.0467284635243,0.631963491290734
"S2_stable_cocs","pooled_lasso","min",3,2019,"coc_hic_temporary_beds_per_10k",8.84270522146045,0.631963491290734
"S2_stable_cocs","pooled_lasso","min",3,2019,"coc_hic_psh_beds_per_10k",4.67610603816921,0.631963491290734
"S2_stable_cocs","pooled_lasso","min",3,2019,"coc_log_estimated_population",-4.15355738699992,0.631963491290734
"S2_stable_cocs","pooled_lasso","min",3,2019,"control_state_florida",-2.12932751639761,0.631963491290734
"S2_stable_cocs","pooled_lasso","min",3,2019,"coc_international_migration_rate_per_1000",-2.01815351221659,0.631963491290734
"S2_stable_cocs","pooled_lasso","min",3,2019,"coc_poverty_child_pct",-1.35167479189032,0.631963491290734
"S2_stable_cocs","pooled_lasso","min",3,2019,"coc_housing_cost_burdened_households_pct",1.09430946979477,0.631963491290734
"S2_stable_cocs","pooled_lasso","min",3,2019,"coc_group_quarters_per_1000_residents",1.04388997564877,0.631963491290734
"S2_stable_cocs","pooled_lasso","min",3,2019,"coc_contributing_counties",-0.879547464597553,0.631963491290734
"S2_stable_cocs","pooled_lasso","min",3,2019,"control_time_index",-0.793020752613623,0.631963491290734
"S2_stable_cocs","pooled_lasso","min",3,2019,"coc_annual_hpi_change_pct",-0.659885281158994,0.631963491290734
"S2_stable_cocs","pooled_lasso","min",3,2019,"state_rental_vacancy_rate",0.451784619990342,0.631963491290734
"S2_stable_cocs","pooled_lasso","min",3,2019,"coc_population_growth_rate_pct",-0.279334096436342,0.631963491290734
"S2_stable_cocs","pooled_lasso","min",3,2019,"coc_real_gdp_quantity_index",0.272949393173398,0.631963491290734
"S2_stable_cocs","pooled_lasso","min",4,2020,"(Intercept)",36.1481666834046,0.597791528907039
"S2_stable_cocs","pooled_lasso","min",4,2020,"coc_hic_temporary_beds_per_10k",7.92787772921034,0.597791528907039
"S2_stable_cocs","pooled_lasso","min",4,2020,"control_state_florida",-5.96744950853928,0.597791528907039
"S2_stable_cocs","pooled_lasso","min",4,2020,"coc_hic_psh_beds_per_10k",5.17281080444164,0.597791528907039
"S2_stable_cocs","pooled_lasso","min",4,2020,"coc_log_estimated_population",-4.24397489079264,0.597791528907039
"S2_stable_cocs","pooled_lasso","min",4,2020,"state_rental_vacancy_rate",1.96992059687544,0.597791528907039
"S2_stable_cocs","pooled_lasso","min",4,2020,"coc_group_quarters_per_1000_residents",1.78694242654243,0.597791528907039
"S2_stable_cocs","pooled_lasso","min",4,2020,"coc_international_migration_rate_per_1000",-1.67415416690189,0.597791528907039
"S2_stable_cocs","pooled_lasso","min",4,2020,"coc_housing_cost_burdened_households_pct",1.45285657140816,0.597791528907039
"S2_stable_cocs","pooled_lasso","min",4,2020,"state_real_minimum_wage_2025_usd",1.27521209071063,0.597791528907039
"S2_stable_cocs","pooled_lasso","min",4,2020,"coc_contributing_counties",-0.943356526221758,0.597791528907039
"S2_stable_cocs","pooled_lasso","min",4,2020,"coc_birth_rate_per_1000",-0.806120595004608,0.597791528907039
"S2_stable_cocs","pooled_lasso","min",4,2020,"coc_poverty_child_pct",-0.65072173860288,0.597791528907039
"S2_stable_cocs","pooled_lasso","min",4,2020,"control_time_index",-0.642147527890358,0.597791528907039
"S2_stable_cocs","pooled_lasso","min",4,2020,"coc_annual_hpi_change_pct",-0.525295137912196,0.597791528907039
"S2_stable_cocs","pooled_lasso","min",5,2022,"(Intercept)",37.5324283304078,0.603954981730279
"S2_stable_cocs","pooled_lasso","min",5,2022,"coc_hic_temporary_beds_per_10k",8.50009214184885,0.603954981730279
"S2_stable_cocs","pooled_lasso","min",5,2022,"control_state_florida",-6.63003090221344,0.603954981730279
"S2_stable_cocs","pooled_lasso","min",5,2022,"coc_hic_psh_beds_per_10k",4.50784552603505,0.603954981730279
"S2_stable_cocs","pooled_lasso","min",5,2022,"coc_log_estimated_population",-3.60472345291462,0.603954981730279
"S2_stable_cocs","pooled_lasso","min",5,2022,"state_real_minimum_wage_2025_usd",2.48476551628765,0.603954981730279
"S2_stable_cocs","pooled_lasso","min",5,2022,"coc_group_quarters_per_1000_residents",2.136746237484,0.603954981730279
"S2_stable_cocs","pooled_lasso","min",5,2022,"state_rental_vacancy_rate",1.59296051385665,0.603954981730279
"S2_stable_cocs","pooled_lasso","min",5,2022,"coc_birth_rate_per_1000",-1.39157244858319,0.603954981730279
"S2_stable_cocs","pooled_lasso","min",5,2022,"coc_contributing_counties",-1.15885201982197,0.603954981730279
"S2_stable_cocs","pooled_lasso","min",5,2022,"coc_international_migration_rate_per_1000",-1.10528166933868,0.603954981730279
"S2_stable_cocs","pooled_lasso","min",5,2022,"coc_housing_cost_burdened_households_pct",0.950079316730824,0.603954981730279
"S2_stable_cocs","pooled_lasso","min",5,2022,"control_time_index",-0.810482206033095,0.603954981730279
"S2_stable_cocs","pooled_lasso","min",5,2022,"coc_annual_hpi_change_pct",-0.618960544104359,0.603954981730279
"S2_stable_cocs","pooled_lasso","min",5,2022,"state_anticamping_strictness",-0.408906254121949,0.603954981730279
"S2_stable_cocs","pooled_lasso","min",6,2023,"(Intercept)",38.0612596830177,0.565677698394916
"S2_stable_cocs","pooled_lasso","min",6,2023,"control_state_florida",-8.98664599009242,0.565677698394916
"S2_stable_cocs","pooled_lasso","min",6,2023,"coc_hic_temporary_beds_per_10k",8.84779218013929,0.565677698394916
"S2_stable_cocs","pooled_lasso","min",6,2023,"coc_hic_psh_beds_per_10k",4.4947810499038,0.565677698394916
"S2_stable_cocs","pooled_lasso","min",6,2023,"coc_log_estimated_population",-3.29933836950384,0.565677698394916
"S2_stable_cocs","pooled_lasso","min",6,2023,"state_rental_vacancy_rate",2.31062664469352,0.565677698394916
"S2_stable_cocs","pooled_lasso","min",6,2023,"coc_group_quarters_per_1000_residents",2.12280049443192,0.565677698394916
"S2_stable_cocs","pooled_lasso","min",6,2023,"state_real_minimum_wage_2025_usd",2.09433730059297,0.565677698394916
"S2_stable_cocs","pooled_lasso","min",6,2023,"coc_birth_rate_per_1000",-1.544679458467,0.565677698394916
"S2_stable_cocs","pooled_lasso","min",6,2023,"coc_contributing_counties",-1.26809101440093,0.565677698394916
"S2_stable_cocs","pooled_lasso","min",6,2023,"coc_international_migration_rate_per_1000",-0.999518111078138,0.565677698394916
"S2_stable_cocs","pooled_lasso","min",6,2023,"coc_population_growth_rate_pct",-0.733005401244813,0.565677698394916
"S2_stable_cocs","pooled_lasso","min",6,2023,"state_anticamping_strictness",-0.655968611627717,0.565677698394916
"S2_stable_cocs","pooled_lasso","min",6,2023,"control_time_index",-0.63562559668853,0.565677698394916
"S2_stable_cocs","pooled_lasso","min",6,2023,"coc_housing_cost_burdened_households_pct",0.560899665433787,0.565677698394916
"S2_stable_cocs","pooled_lasso","min",6,2023,"coc_annual_hpi_change_pct",-0.501327478902482,0.565677698394916
"S2_stable_cocs","pooled_lasso","min",7,2024,"(Intercept)",38.193606633087,0.57992083334757
"S2_stable_cocs","pooled_lasso","min",7,2024,"control_state_florida",-14.8626934504763,0.57992083334757
"S2_stable_cocs","pooled_lasso","min",7,2024,"coc_hic_temporary_beds_per_10k",9.42227829655214,0.57992083334757
"S2_stable_cocs","pooled_lasso","min",7,2024,"coc_hic_psh_beds_per_10k",4.10327203992161,0.57992083334757
"S2_stable_cocs","pooled_lasso","min",7,2024,"state_rental_vacancy_rate",3.81373023296144,0.57992083334757
"S2_stable_cocs","pooled_lasso","min",7,2024,"coc_log_estimated_population",-3.16934111690262,0.57992083334757
"S2_stable_cocs","pooled_lasso","min",7,2024,"coc_group_quarters_per_1000_residents",2.30941643845458,0.57992083334757
"S2_stable_cocs","pooled_lasso","min",7,2024,"coc_birth_rate_per_1000",-1.58456205857596,0.57992083334757
"S2_stable_cocs","pooled_lasso","min",7,2024,"coc_contributing_counties",-0.991371820798099,0.57992083334757
"S2_stable_cocs","pooled_lasso","min",7,2024,"state_real_minimum_wage_2025_usd",0.859089233417904,0.57992083334757
"S2_stable_cocs","pooled_lasso","min",7,2024,"state_anticamping_strictness",-0.793054494278754,0.57992083334757
"S2_stable_cocs","pooled_lasso","min",7,2024,"coc_population_growth_rate_pct",-0.594222459754096,0.57992083334757
"S2_stable_cocs","pooled_lasso","min",7,2024,"control_time_index",-0.180673164751638,0.57992083334757
"S2_stable_cocs","pooled_lasso","min",7,2024,"coc_international_migration_rate_per_1000",-0.128719742982342,0.57992083334757
"S2_stable_cocs","pooled_lasso","min",7,2024,"coc_annual_hpi_change_pct",-0.0369099605297197,0.57992083334757
"S2_stable_cocs","pooled_lasso","min",8,2025,"(Intercept)",38.7674966652629,0.590704808383901
"S2_stable_cocs","pooled_lasso","min",8,2025,"control_state_florida",-15.0702852129171,0.590704808383901
"S2_stable_cocs","pooled_lasso","min",8,2025,"coc_hic_temporary_beds_per_10k",9.81534476587272,0.590704808383901
"S2_stable_cocs","pooled_lasso","min",8,2025,"coc_hic_psh_beds_per_10k",3.95245908678316,0.590704808383901
"S2_stable_cocs","pooled_lasso","min",8,2025,"state_rental_vacancy_rate",3.47446400437916,0.590704808383901
"S2_stable_cocs","pooled_lasso","min",8,2025,"coc_log_estimated_population",-2.89338967097314,0.590704808383901
"S2_stable_cocs","pooled_lasso","min",8,2025,"coc_group_quarters_per_1000_residents",2.46241987305934,0.590704808383901
"S2_stable_cocs","pooled_lasso","min",8,2025,"coc_birth_rate_per_1000",-1.49712458562467,0.590704808383901
"S2_stable_cocs","pooled_lasso","min",8,2025,"state_anticamping_strictness",-1.05616236146738,0.590704808383901
"S2_stable_cocs","pooled_lasso","min",8,2025,"coc_contributing_counties",-0.906186662122827,0.590704808383901
"S2_stable_cocs","pooled_lasso","min",8,2025,"state_real_minimum_wage_2025_usd",0.683444259765543,0.590704808383901
"S2_stable_cocs","pooled_lasso","min",8,2025,"coc_population_growth_rate_pct",-0.420216413044425,0.590704808383901
"S2_stable_cocs","pooled_lasso","min",8,2025,"control_time_index",-0.206947923360025,0.590704808383901
"S2_stable_cocs","pooled_lasso","min",8,2025,"coc_annual_hpi_change_pct",-0.00472812128959983,0.590704808383901
"S2_stable_cocs","pooled_lasso_state_interactions","1se",1,2017,"(Intercept)",40.5660234444406,1.0061758823555
"S2_stable_cocs","pooled_lasso_state_interactions","1se",1,2017,"coc_hic_temporary_beds_per_10k",9.23172208204061,1.0061758823555
"S2_stable_cocs","pooled_lasso_state_interactions","1se",1,2017,"control_state_florida",-5.66475919198285,1.0061758823555
"S2_stable_cocs","pooled_lasso_state_interactions","1se",1,2017,"coc_log_estimated_population",-3.79332673123133,1.0061758823555
"S2_stable_cocs","pooled_lasso_state_interactions","1se",1,2017,"coc_hic_psh_beds_per_10k",3.40285335025989,1.0061758823555
"S2_stable_cocs","pooled_lasso_state_interactions","1se",1,2017,"coc_homeownership_rate_pct:FL",3.05428005331584,1.0061758823555
"S2_stable_cocs","pooled_lasso_state_interactions","1se",1,2017,"coc_log_estimated_population:FL",-2.64837884118797,1.0061758823555
"S2_stable_cocs","pooled_lasso_state_interactions","1se",1,2017,"control_time_index",-2.34070758265002,1.0061758823555
"S2_stable_cocs","pooled_lasso_state_interactions","1se",1,2017,"coc_unemployment_rate_pct",-1.85364719601265,1.0061758823555
"S2_stable_cocs","pooled_lasso_state_interactions","1se",1,2017,"coc_group_quarters_per_1000_residents",0.832701004035417,1.0061758823555
"S2_stable_cocs","pooled_lasso_state_interactions","1se",1,2017,"coc_hic_temporary_beds_per_10k:FL",-0.724364816838898,1.0061758823555
"S2_stable_cocs","pooled_lasso_state_interactions","1se",1,2017,"coc_international_migration_rate_per_1000",-0.644782463598902,1.0061758823555
"S2_stable_cocs","pooled_lasso_state_interactions","1se",1,2017,"coc_housing_cost_burdened_households_pct",0.416449817926812,1.0061758823555
"S2_stable_cocs","pooled_lasso_state_interactions","1se",1,2017,"coc_group_quarters_per_1000_residents:FL",-0.341934044106511,1.0061758823555
"S2_stable_cocs","pooled_lasso_state_interactions","1se",1,2017,"coc_annual_hpi_change_pct:FL",-0.281613336999633,1.0061758823555
"S2_stable_cocs","pooled_lasso_state_interactions","1se",1,2017,"coc_real_gdp_quantity_index",0.133036959610197,1.0061758823555
"S2_stable_cocs","pooled_lasso_state_interactions","1se",1,2017,"coc_permits_value_per_1000_housing_units_2025_usd:FL",0.0426509991705511,1.0061758823555
"S2_stable_cocs","pooled_lasso_state_interactions","1se",2,2018,"(Intercept)",37.379358292345,0.994931961426113
"S2_stable_cocs","pooled_lasso_state_interactions","1se",2,2018,"coc_hic_temporary_beds_per_10k",8.91870447774444,0.994931961426113
"S2_stable_cocs","pooled_lasso_state_interactions","1se",2,2018,"control_state_florida",-5.89564567652906,0.994931961426113
"S2_stable_cocs","pooled_lasso_state_interactions","1se",2,2018,"coc_hic_psh_beds_per_10k",3.70634973589603,0.994931961426113
"S2_stable_cocs","pooled_lasso_state_interactions","1se",2,2018,"coc_log_estimated_population",-3.49891422742736,0.994931961426113
"S2_stable_cocs","pooled_lasso_state_interactions","1se",2,2018,"coc_homeownership_rate_pct:FL",3.13162077435257,0.994931961426113
"S2_stable_cocs","pooled_lasso_state_interactions","1se",2,2018,"coc_log_estimated_population:FL",-1.77779395171047,0.994931961426113
"S2_stable_cocs","pooled_lasso_state_interactions","1se",2,2018,"control_time_index",-1.29851437021886,0.994931961426113
"S2_stable_cocs","pooled_lasso_state_interactions","1se",2,2018,"coc_annual_hpi_change_pct:FL",-0.886208168470697,0.994931961426113
"S2_stable_cocs","pooled_lasso_state_interactions","1se",2,2018,"coc_poverty_child_pct",-0.770042841512585,0.994931961426113
"S2_stable_cocs","pooled_lasso_state_interactions","1se",2,2018,"coc_group_quarters_per_1000_residents",0.68966076716411,0.994931961426113
"S2_stable_cocs","pooled_lasso_state_interactions","1se",2,2018,"coc_housing_cost_burdened_households_pct",0.417338347235082,0.994931961426113
"S2_stable_cocs","pooled_lasso_state_interactions","1se",2,2018,"coc_international_migration_rate_per_1000",-0.285919844530291,0.994931961426113
"S2_stable_cocs","pooled_lasso_state_interactions","1se",2,2018,"coc_real_gdp_quantity_index",0.151405259437819,0.994931961426113
"S2_stable_cocs","pooled_lasso_state_interactions","1se",3,2019,"(Intercept)",34.9452617898896,0.856839531759461
"S2_stable_cocs","pooled_lasso_state_interactions","1se",3,2019,"coc_hic_temporary_beds_per_10k",9.23327029978417,0.856839531759461
"S2_stable_cocs","pooled_lasso_state_interactions","1se",3,2019,"control_state_florida",-4.813209963757,0.856839531759461
"S2_stable_cocs","pooled_lasso_state_interactions","1se",3,2019,"coc_hic_psh_beds_per_10k",3.90132470425948,0.856839531759461
"S2_stable_cocs","pooled_lasso_state_interactions","1se",3,2019,"coc_log_estimated_population",-3.38741289321647,0.856839531759461
"S2_stable_cocs","pooled_lasso_state_interactions","1se",3,2019,"coc_log_estimated_population:FL",-2.82922946069521,0.856839531759461
"S2_stable_cocs","pooled_lasso_state_interactions","1se",3,2019,"coc_annual_hpi_change_pct:FL",-2.26909875661811,0.856839531759461
"S2_stable_cocs","pooled_lasso_state_interactions","1se",3,2019,"coc_homeownership_rate_pct:FL",1.60816943761726,0.856839531759461
"S2_stable_cocs","pooled_lasso_state_interactions","1se",3,2019,"coc_group_quarters_per_1000_residents:FL",-1.28412381232888,0.856839531759461
"S2_stable_cocs","pooled_lasso_state_interactions","1se",3,2019,"coc_group_quarters_per_1000_residents",1.18856873425845,0.856839531759461
"S2_stable_cocs","pooled_lasso_state_interactions","1se",3,2019,"coc_housing_cost_burdened_households_pct",0.919798229915828,0.856839531759461
"S2_stable_cocs","pooled_lasso_state_interactions","1se",3,2019,"coc_poverty_child_pct",-0.852884752671847,0.856839531759461
"S2_stable_cocs","pooled_lasso_state_interactions","1se",3,2019,"control_time_index",-0.629891026955442,0.856839531759461
"S2_stable_cocs","pooled_lasso_state_interactions","1se",3,2019,"coc_international_migration_rate_per_1000",-0.624553359972876,0.856839531759461
"S2_stable_cocs","pooled_lasso_state_interactions","1se",3,2019,"coc_contains_split_county_flag:FL",-0.190626696249064,0.856839531759461
"S2_stable_cocs","pooled_lasso_state_interactions","1se",3,2019,"coc_hic_temporary_beds_per_10k:FL",-0.161015337453103,0.856839531759461
"S2_stable_cocs","pooled_lasso_state_interactions","1se",3,2019,"coc_real_gdp_quantity_index",0.0118826117940176,0.856839531759461
"S2_stable_cocs","pooled_lasso_state_interactions","1se",3,2019,"coc_population_growth_rate_pct",-0.00170816245338617,0.856839531759461
"S2_stable_cocs","pooled_lasso_state_interactions","1se",4,2020,"(Intercept)",33.362511354338,0.810507918222189
"S2_stable_cocs","pooled_lasso_state_interactions","1se",4,2020,"coc_hic_temporary_beds_per_10k",10.049506821229,0.810507918222189
"S2_stable_cocs","pooled_lasso_state_interactions","1se",4,2020,"control_state_florida",-5.2465167848185,0.810507918222189
"S2_stable_cocs","pooled_lasso_state_interactions","1se",4,2020,"coc_hic_psh_beds_per_10k",4.28235975515419,0.810507918222189
"S2_stable_cocs","pooled_lasso_state_interactions","1se",4,2020,"coc_log_estimated_population:FL",-3.64282761787688,0.810507918222189
"S2_stable_cocs","pooled_lasso_state_interactions","1se",4,2020,"coc_hic_temporary_beds_per_10k:FL",-3.34439874534943,0.810507918222189
"S2_stable_cocs","pooled_lasso_state_interactions","1se",4,2020,"coc_log_estimated_population",-3.2883974479829,0.810507918222189
"S2_stable_cocs","pooled_lasso_state_interactions","1se",4,2020,"coc_annual_hpi_change_pct:FL",-2.30971126686472,0.810507918222189
"S2_stable_cocs","pooled_lasso_state_interactions","1se",4,2020,"coc_group_quarters_per_1000_residents",1.87091491082954,0.810507918222189
"S2_stable_cocs","pooled_lasso_state_interactions","1se",4,2020,"coc_group_quarters_per_1000_residents:FL",-1.68030013671724,0.810507918222189
"S2_stable_cocs","pooled_lasso_state_interactions","1se",4,2020,"coc_housing_cost_burdened_households_pct",1.68026651790536,0.810507918222189
"S2_stable_cocs","pooled_lasso_state_interactions","1se",4,2020,"coc_real_gdp_quantity_index:FL",-1.63579980056122,0.810507918222189
"S2_stable_cocs","pooled_lasso_state_interactions","1se",4,2020,"coc_international_migration_rate_per_1000",-0.80799736166587,0.810507918222189
"S2_stable_cocs","pooled_lasso_state_interactions","1se",4,2020,"coc_poverty_child_pct",-0.599695587535738,0.810507918222189
"S2_stable_cocs","pooled_lasso_state_interactions","1se",4,2020,"coc_birth_rate_per_1000",-0.43512804391112,0.810507918222189
"S2_stable_cocs","pooled_lasso_state_interactions","1se",4,2020,"coc_annual_hpi_change_pct",-0.220303676738069,0.810507918222189
"S2_stable_cocs","pooled_lasso_state_interactions","1se",4,2020,"control_time_index",-0.103343097735333,0.810507918222189
"S2_stable_cocs","pooled_lasso_state_interactions","1se",4,2020,"coc_contains_split_county_flag:FL",-0.0852286308271606,0.810507918222189
"S2_stable_cocs","pooled_lasso_state_interactions","1se",4,2020,"coc_population_growth_rate_pct",-0.0152175692621548,0.810507918222189
"S2_stable_cocs","pooled_lasso_state_interactions","1se",5,2022,"(Intercept)",32.3952061008324,0.746118885795949
"S2_stable_cocs","pooled_lasso_state_interactions","1se",5,2022,"coc_hic_temporary_beds_per_10k",11.3978252487608,0.746118885795949
"S2_stable_cocs","pooled_lasso_state_interactions","1se",5,2022,"control_state_florida",-7.43755218906766,0.746118885795949
"S2_stable_cocs","pooled_lasso_state_interactions","1se",5,2022,"coc_hic_temporary_beds_per_10k:FL",-4.49024285180779,0.746118885795949
"S2_stable_cocs","pooled_lasso_state_interactions","1se",5,2022,"coc_hic_psh_beds_per_10k",3.57351270264855,0.746118885795949
"S2_stable_cocs","pooled_lasso_state_interactions","1se",5,2022,"coc_log_estimated_population:FL",-3.25530989594384,0.746118885795949
"S2_stable_cocs","pooled_lasso_state_interactions","1se",5,2022,"coc_real_gdp_quantity_index:FL",-2.93354354752947,0.746118885795949
"S2_stable_cocs","pooled_lasso_state_interactions","1se",5,2022,"coc_log_estimated_population",-2.69269181324135,0.746118885795949
"S2_stable_cocs","pooled_lasso_state_interactions","1se",5,2022,"coc_group_quarters_per_1000_residents",2.31585060897973,0.746118885795949
"S2_stable_cocs","pooled_lasso_state_interactions","1se",5,2022,"coc_annual_hpi_change_pct:FL",-2.06826802304481,0.746118885795949
"S2_stable_cocs","pooled_lasso_state_interactions","1se",5,2022,"coc_group_quarters_per_1000_residents:FL",-1.63582373142162,0.746118885795949
"S2_stable_cocs","pooled_lasso_state_interactions","1se",5,2022,"coc_housing_cost_burdened_households_pct",1.58705891602473,0.746118885795949
"S2_stable_cocs","pooled_lasso_state_interactions","1se",5,2022,"coc_birth_rate_per_1000",-0.950998777436483,0.746118885795949
"S2_stable_cocs","pooled_lasso_state_interactions","1se",5,2022,"coc_annual_hpi_change_pct",-0.535049747372103,0.746118885795949
"S2_stable_cocs","pooled_lasso_state_interactions","1se",5,2022,"coc_international_migration_rate_per_1000",-0.499950255468894,0.746118885795949
"S2_stable_cocs","pooled_lasso_state_interactions","1se",5,2022,"state_anticamping_strictness",-0.446318844419907,0.746118885795949
"S2_stable_cocs","pooled_lasso_state_interactions","1se",5,2022,"coc_multifamily_permit_share_pct:FL",-0.289245067141767,0.746118885795949
"S2_stable_cocs","pooled_lasso_state_interactions","1se",5,2022,"coc_contributing_counties",-0.286542251884199,0.746118885795949
"S2_stable_cocs","pooled_lasso_state_interactions","1se",5,2022,"control_time_index",0.256437641712091,0.746118885795949
"S2_stable_cocs","pooled_lasso_state_interactions","1se",5,2022,"coc_population_growth_rate_pct",-0.107630265299468,0.746118885795949
"S2_stable_cocs","pooled_lasso_state_interactions","1se",5,2022,"coc_poverty_child_pct",-0.0790822659713885,0.746118885795949
"S2_stable_cocs","pooled_lasso_state_interactions","1se",6,2023,"(Intercept)",33.3320074209046,0.766966796182354
"S2_stable_cocs","pooled_lasso_state_interactions","1se",6,2023,"coc_hic_temporary_beds_per_10k",11.2916067842058,0.766966796182354
"S2_stable_cocs","pooled_lasso_state_interactions","1se",6,2023,"control_state_florida",-9.93492208309744,0.766966796182354
"S2_stable_cocs","pooled_lasso_state_interactions","1se",6,2023,"coc_hic_temporary_beds_per_10k:FL",-4.00762431442225,0.766966796182354
"S2_stable_cocs","pooled_lasso_state_interactions","1se",6,2023,"coc_hic_psh_beds_per_10k",3.68873336184565,0.766966796182354
"S2_stable_cocs","pooled_lasso_state_interactions","1se",6,2023,"coc_log_estimated_population",-2.5970371577353,0.766966796182354
"S2_stable_cocs","pooled_lasso_state_interactions","1se",6,2023,"coc_log_estimated_population:FL",-2.21320532192508,0.766966796182354
"S2_stable_cocs","pooled_lasso_state_interactions","1se",6,2023,"coc_group_quarters_per_1000_residents",1.99554870006693,0.766966796182354
"S2_stable_cocs","pooled_lasso_state_interactions","1se",6,2023,"state_rental_vacancy_rate:FL",1.83906285947873,0.766966796182354
"S2_stable_cocs","pooled_lasso_state_interactions","1se",6,2023,"coc_real_gdp_quantity_index:FL",-1.56113673282464,0.766966796182354
"S2_stable_cocs","pooled_lasso_state_interactions","1se",6,2023,"coc_birth_rate_per_1000",-1.12415919333617,0.766966796182354
"S2_stable_cocs","pooled_lasso_state_interactions","1se",6,2023,"coc_housing_cost_burdened_households_pct",1.1006765631503,0.766966796182354
"S2_stable_cocs","pooled_lasso_state_interactions","1se",6,2023,"coc_group_quarters_per_1000_residents:FL",-1.07095270298184,0.766966796182354
"S2_stable_cocs","pooled_lasso_state_interactions","1se",6,2023,"coc_population_growth_rate_pct",-0.979404658280406,0.766966796182354
"S2_stable_cocs","pooled_lasso_state_interactions","1se",6,2023,"coc_multifamily_permit_share_pct:FL",-0.728800002321707,0.766966796182354
"S2_stable_cocs","pooled_lasso_state_interactions","1se",6,2023,"coc_annual_hpi_change_pct",-0.595821338254579,0.766966796182354
"S2_stable_cocs","pooled_lasso_state_interactions","1se",6,2023,"coc_contributing_counties",-0.521117050384565,0.766966796182354
"S2_stable_cocs","pooled_lasso_state_interactions","1se",6,2023,"coc_annual_hpi_change_pct:FL",-0.476761250881736,0.766966796182354
"S2_stable_cocs","pooled_lasso_state_interactions","1se",6,2023,"coc_international_migration_rate_per_1000",-0.444952803398961,0.766966796182354
"S2_stable_cocs","pooled_lasso_state_interactions","1se",6,2023,"state_anticamping_strictness",-0.411233655745578,0.766966796182354
"S2_stable_cocs","pooled_lasso_state_interactions","1se",6,2023,"control_time_index",0.111902345079424,0.766966796182354
"S2_stable_cocs","pooled_lasso_state_interactions","1se",6,2023,"state_real_minimum_wage_2025_usd",0.00159832784821095,0.766966796182354
"S2_stable_cocs","pooled_lasso_state_interactions","1se",7,2024,"(Intercept)",34.6242246214659,0.786278166620372
"S2_stable_cocs","pooled_lasso_state_interactions","1se",7,2024,"control_state_florida",-13.1232975864575,0.786278166620372
"S2_stable_cocs","pooled_lasso_state_interactions","1se",7,2024,"coc_hic_temporary_beds_per_10k",11.9461102636623,0.786278166620372
"S2_stable_cocs","pooled_lasso_state_interactions","1se",7,2024,"coc_hic_temporary_beds_per_10k:FL",-4.18395587632566,0.786278166620372
"S2_stable_cocs","pooled_lasso_state_interactions","1se",7,2024,"state_rental_vacancy_rate:FL",3.64403572561235,0.786278166620372
"S2_stable_cocs","pooled_lasso_state_interactions","1se",7,2024,"coc_hic_psh_beds_per_10k",3.41345418598787,0.786278166620372
"S2_stable_cocs","pooled_lasso_state_interactions","1se",7,2024,"coc_log_estimated_population",-2.50214932955205,0.786278166620372
"S2_stable_cocs","pooled_lasso_state_interactions","1se",7,2024,"coc_group_quarters_per_1000_residents",2.01780455085789,0.786278166620372
"S2_stable_cocs","pooled_lasso_state_interactions","1se",7,2024,"coc_log_estimated_population:FL",-1.5928159590134,0.786278166620372
"S2_stable_cocs","pooled_lasso_state_interactions","1se",7,2024,"coc_birth_rate_per_1000",-1.16333921943359,0.786278166620372
"S2_stable_cocs","pooled_lasso_state_interactions","1se",7,2024,"coc_population_growth_rate_pct",-0.941074518148912,0.786278166620372
"S2_stable_cocs","pooled_lasso_state_interactions","1se",7,2024,"coc_multifamily_permit_share_pct:FL",-0.795691771249819,0.786278166620372
"S2_stable_cocs","pooled_lasso_state_interactions","1se",7,2024,"coc_group_quarters_per_1000_residents:FL",-0.703355566555808,0.786278166620372
"S2_stable_cocs","pooled_lasso_state_interactions","1se",7,2024,"coc_housing_cost_burdened_households_pct",0.573329341769719,0.786278166620372
"S2_stable_cocs","pooled_lasso_state_interactions","1se",7,2024,"state_anticamping_strictness",-0.49648889156468,0.786278166620372
"S2_stable_cocs","pooled_lasso_state_interactions","1se",7,2024,"coc_contributing_counties",-0.46219882507906,0.786278166620372
"S2_stable_cocs","pooled_lasso_state_interactions","1se",7,2024,"coc_annual_hpi_change_pct",-0.109863663271928,0.786278166620372
"S2_stable_cocs","pooled_lasso_state_interactions","1se",7,2024,"control_time_index",-0.000792621585435297,0.786278166620372
"S2_stable_cocs","pooled_lasso_state_interactions","1se",8,2025,"(Intercept)",35.7800967524501,0.800899479794276
"S2_stable_cocs","pooled_lasso_state_interactions","1se",8,2025,"control_state_florida",-13.8298632954629,0.800899479794276
"S2_stable_cocs","pooled_lasso_state_interactions","1se",8,2025,"coc_hic_temporary_beds_per_10k",12.2839370956303,0.800899479794276
"S2_stable_cocs","pooled_lasso_state_interactions","1se",8,2025,"coc_hic_temporary_beds_per_10k:FL",-3.91717462156595,0.800899479794276
"S2_stable_cocs","pooled_lasso_state_interactions","1se",8,2025,"state_rental_vacancy_rate:FL",3.43097601276285,0.800899479794276
