"sample_id","model","lambda_rule","fold","validation_year","term","coefficient","lambda"
"S4_persistence","pooled_lasso_plus_prior","min",2,2018,"prior_homeless_rate_per_10k",0.845983486097524,1.49940310383508
"S4_persistence","pooled_lasso_plus_prior","min",2,2018,"control_time_index",-0.170554166510741,1.49940310383508
"S4_persistence","pooled_lasso_plus_prior","min",3,2019,"(Intercept)",4.354267388817,1.56441221322619
"S4_persistence","pooled_lasso_plus_prior","min",3,2019,"control_state_florida",-3.45737912775245,1.56441221322619
"S4_persistence","pooled_lasso_plus_prior","min",3,2019,"prior_homeless_rate_per_10k",0.859365430185928,1.56441221322619
"S4_persistence","pooled_lasso_plus_prior","min",3,2019,"control_time_index",0.118653488928655,1.56441221322619
"S4_persistence","pooled_lasso_plus_prior","min",4,2020,"(Intercept)",4.93202607239197,1.2414255754033
"S4_persistence","pooled_lasso_plus_prior","min",4,2020,"control_state_florida",-4.57087003756037,1.2414255754033
"S4_persistence","pooled_lasso_plus_prior","min",4,2020,"prior_homeless_rate_per_10k",0.846791997382382,1.2414255754033
"S4_persistence","pooled_lasso_plus_prior","min",4,2020,"control_time_index",0.222338342111064,1.2414255754033
"S4_persistence","pooled_lasso_plus_prior","min",6,2023,"(Intercept)",4.73427075963055,1.07970224461464
"S4_persistence","pooled_lasso_plus_prior","min",6,2023,"control_state_florida",-4.6161599500752,1.07970224461464
"S4_persistence","pooled_lasso_plus_prior","min",6,2023,"prior_homeless_rate_per_10k",0.853023651971501,1.07970224461464
"S4_persistence","pooled_lasso_plus_prior","min",6,2023,"control_time_index",0.220334991537458,1.07970224461464
"S4_persistence","pooled_lasso_plus_prior","min",7,2024,"control_state_florida",-4.35453689652443,1.00854777109389
"S4_persistence","pooled_lasso_plus_prior","min",7,2024,"(Intercept)",4.20254049504086,1.00854777109389
"S4_persistence","pooled_lasso_plus_prior","min",7,2024,"prior_homeless_rate_per_10k",0.858947566031074,1.00854777109389
"S4_persistence","pooled_lasso_plus_prior","min",7,2024,"control_time_index",0.275194314770142,1.00854777109389
"S4_persistence","pooled_lasso_plus_prior","min",8,2025,"control_state_florida",-4.51816869107474,1.03775570928143
"S4_persistence","pooled_lasso_plus_prior","min",8,2025,"(Intercept)",4.08275964325295,1.03775570928143
"S4_persistence","pooled_lasso_plus_prior","min",8,2025,"prior_homeless_rate_per_10k",0.865555731810831,1.03775570928143
"S4_persistence","pooled_lasso_plus_prior","min",8,2025,"control_time_index",0.264744667998598,1.03775570928143
"S4_persistence","pooled_lasso_state_interactions","1se",1,2017,"(Intercept)",44.3061393433205,1.40647423436272
"S4_persistence","pooled_lasso_state_interactions","1se",1,2017,"coc_hic_psh_beds_per_10k",11.4290758105415,1.40647423436272
"S4_persistence","pooled_lasso_state_interactions","1se",1,2017,"coc_log_estimated_population",-7.56635354929218,1.40647423436272
"S4_persistence","pooled_lasso_state_interactions","1se",1,2017,"coc_hic_temporary_beds_per_10k",4.88383409884642,1.40647423436272
"S4_persistence","pooled_lasso_state_interactions","1se",1,2017,"control_time_index",-3.1669340407815,1.40647423436272
"S4_persistence","pooled_lasso_state_interactions","1se",1,2017,"coc_international_migration_rate_per_1000",-2.49861304552478,1.40647423436272
"S4_persistence","pooled_lasso_state_interactions","1se",1,2017,"control_state_florida",-2.0394318362705,1.40647423436272
"S4_persistence","pooled_lasso_state_interactions","1se",1,2017,"coc_population_density_per_sq_mile",-1.74170046323929,1.40647423436272
"S4_persistence","pooled_lasso_state_interactions","1se",1,2017,"coc_real_gdp_quantity_index",1.46219562483837,1.40647423436272
"S4_persistence","pooled_lasso_state_interactions","1se",1,2017,"coc_unemployment_rate_pct",-1.28279833519265,1.40647423436272
"S4_persistence","pooled_lasso_state_interactions","1se",1,2017,"coc_housing_cost_burdened_households_pct",0.911693638540816,1.40647423436272
"S4_persistence","pooled_lasso_state_interactions","1se",1,2017,"coc_contains_split_county_flag:FL",-0.685960987748434,1.40647423436272
"S4_persistence","pooled_lasso_state_interactions","1se",1,2017,"coc_income_inequality_ratio",-0.286828408825295,1.40647423436272
"S4_persistence","pooled_lasso_state_interactions","1se",1,2017,"coc_permits_value_per_1000_housing_units_2025_usd:FL",0.097372967395004,1.40647423436272
"S4_persistence","pooled_lasso_state_interactions","1se",2,2018,"(Intercept)",42.2911739154083,1.14981931807692
"S4_persistence","pooled_lasso_state_interactions","1se",2,2018,"coc_hic_psh_beds_per_10k",13.0847267859055,1.14981931807692
"S4_persistence","pooled_lasso_state_interactions","1se",2,2018,"coc_log_estimated_population",-7.59346124925624,1.14981931807692
"S4_persistence","pooled_lasso_state_interactions","1se",2,2018,"coc_hic_temporary_beds_per_10k",4.67895057172563,1.14981931807692
"S4_persistence","pooled_lasso_state_interactions","1se",2,2018,"coc_population_density_per_sq_mile",-3.54751618007088,1.14981931807692
"S4_persistence","pooled_lasso_state_interactions","1se",2,2018,"control_state_florida",-2.47953308863622,1.14981931807692
"S4_persistence","pooled_lasso_state_interactions","1se",2,2018,"control_time_index",-2.34712333165552,1.14981931807692
"S4_persistence","pooled_lasso_state_interactions","1se",2,2018,"coc_international_migration_rate_per_1000",-2.17327467729861,1.14981931807692
"S4_persistence","pooled_lasso_state_interactions","1se",2,2018,"coc_housing_cost_burdened_households_pct",1.74528812564441,1.14981931807692
"S4_persistence","pooled_lasso_state_interactions","1se",2,2018,"coc_real_gdp_quantity_index",1.69580036205853,1.14981931807692
"S4_persistence","pooled_lasso_state_interactions","1se",2,2018,"coc_contains_split_county_flag:FL",-0.872589592181273,1.14981931807692
"S4_persistence","pooled_lasso_state_interactions","1se",2,2018,"coc_homeownership_rate_pct:FL",0.596792376991777,1.14981931807692
"S4_persistence","pooled_lasso_state_interactions","1se",2,2018,"coc_unemployment_rate_pct",-0.329623493788548,1.14981931807692
"S4_persistence","pooled_lasso_state_interactions","1se",2,2018,"coc_income_inequality_ratio:FL",-0.284172999420338,1.14981931807692
"S4_persistence","pooled_lasso_state_interactions","1se",2,2018,"coc_group_quarters_per_1000_residents:FL",-0.211897674925818,1.14981931807692
"S4_persistence","pooled_lasso_state_interactions","1se",2,2018,"coc_income_inequality_ratio",-0.123773463025318,1.14981931807692
"S4_persistence","pooled_lasso_state_interactions","1se",3,2019,"(Intercept)",39.2592781067803,1.06365066348858
"S4_persistence","pooled_lasso_state_interactions","1se",3,2019,"coc_hic_psh_beds_per_10k",12.7503704340717,1.06365066348858
"S4_persistence","pooled_lasso_state_interactions","1se",3,2019,"coc_log_estimated_population",-7.68222049556424,1.06365066348858
"S4_persistence","pooled_lasso_state_interactions","1se",3,2019,"coc_hic_temporary_beds_per_10k",5.27182188745617,1.06365066348858
"S4_persistence","pooled_lasso_state_interactions","1se",3,2019,"coc_population_density_per_sq_mile",-3.94712303360454,1.06365066348858
"S4_persistence","pooled_lasso_state_interactions","1se",3,2019,"coc_international_migration_rate_per_1000",-2.17950492229942,1.06365066348858
"S4_persistence","pooled_lasso_state_interactions","1se",3,2019,"control_state_florida",-2.17099213653008,1.06365066348858
"S4_persistence","pooled_lasso_state_interactions","1se",3,2019,"coc_housing_cost_burdened_households_pct",1.92151514926807,1.06365066348858
"S4_persistence","pooled_lasso_state_interactions","1se",3,2019,"control_time_index",-1.37828951244628,1.06365066348858
"S4_persistence","pooled_lasso_state_interactions","1se",3,2019,"coc_contains_split_county_flag:FL",-1.14034363893407,1.06365066348858
"S4_persistence","pooled_lasso_state_interactions","1se",3,2019,"coc_real_gdp_quantity_index",0.992392515322449,1.06365066348858
"S4_persistence","pooled_lasso_state_interactions","1se",3,2019,"coc_group_quarters_per_1000_residents:FL",-0.551014652197126,1.06365066348858
"S4_persistence","pooled_lasso_state_interactions","1se",3,2019,"coc_population_growth_rate_pct",-0.401829974930971,1.06365066348858
"S4_persistence","pooled_lasso_state_interactions","1se",3,2019,"coc_annual_hpi_change_pct:FL",-0.373067525096848,1.06365066348858
"S4_persistence","pooled_lasso_state_interactions","1se",3,2019,"coc_annual_hpi_change_pct",-0.309207921776541,1.06365066348858
"S4_persistence","pooled_lasso_state_interactions","1se",3,2019,"coc_income_inequality_ratio:FL",-0.015749354109704,1.06365066348858
"S4_persistence","pooled_lasso_state_interactions","1se",4,2020,"(Intercept)",37.8825160612115,1.09433389902649
"S4_persistence","pooled_lasso_state_interactions","1se",4,2020,"coc_hic_psh_beds_per_10k",11.9533989278166,1.09433389902649
"S4_persistence","pooled_lasso_state_interactions","1se",4,2020,"coc_log_estimated_population",-7.62259817342616,1.09433389902649
"S4_persistence","pooled_lasso_state_interactions","1se",4,2020,"control_state_florida",-5.26837578237656,1.09433389902649
"S4_persistence","pooled_lasso_state_interactions","1se",4,2020,"coc_hic_temporary_beds_per_10k",4.62689809101476,1.09433389902649
"S4_persistence","pooled_lasso_state_interactions","1se",4,2020,"coc_population_density_per_sq_mile",-3.54634705755856,1.09433389902649
"S4_persistence","pooled_lasso_state_interactions","1se",4,2020,"coc_housing_cost_burdened_households_pct",2.21524524525892,1.09433389902649
"S4_persistence","pooled_lasso_state_interactions","1se",4,2020,"coc_international_migration_rate_per_1000",-1.78215524397458,1.09433389902649
"S4_persistence","pooled_lasso_state_interactions","1se",4,2020,"coc_housing_units_per_1000_residents",0.823891801965326,1.09433389902649
"S4_persistence","pooled_lasso_state_interactions","1se",4,2020,"coc_annual_hpi_change_pct",-0.785182579173109,1.09433389902649
"S4_persistence","pooled_lasso_state_interactions","1se",4,2020,"control_time_index",-0.684763451184659,1.09433389902649
"S4_persistence","pooled_lasso_state_interactions","1se",4,2020,"coc_contains_split_county_flag:FL",-0.491551824938798,1.09433389902649
"S4_persistence","pooled_lasso_state_interactions","1se",4,2020,"coc_population_growth_rate_pct",-0.382218754455824,1.09433389902649
"S4_persistence","pooled_lasso_state_interactions","1se",4,2020,"coc_annual_hpi_change_pct:FL",-0.156542058280812,1.09433389902649
"S4_persistence","pooled_lasso_state_interactions","1se",4,2020,"coc_real_gdp_quantity_index:FL",-0.128574201284123,1.09433389902649
"S4_persistence","pooled_lasso_state_interactions","1se",6,2023,"(Intercept)",37.17754148479,1.00791796650894
"S4_persistence","pooled_lasso_state_interactions","1se",6,2023,"coc_hic_psh_beds_per_10k",10.8225802086097,1.00791796650894
"S4_persistence","pooled_lasso_state_interactions","1se",6,2023,"control_state_florida",-7.71743119038267,1.00791796650894
"S4_persistence","pooled_lasso_state_interactions","1se",6,2023,"coc_log_estimated_population",-7.04168271629071,1.00791796650894
"S4_persistence","pooled_lasso_state_interactions","1se",6,2023,"coc_hic_temporary_beds_per_10k",5.61108818960859,1.00791796650894
"S4_persistence","pooled_lasso_state_interactions","1se",6,2023,"coc_population_density_per_sq_mile",-3.30737462338424,1.00791796650894
"S4_persistence","pooled_lasso_state_interactions","1se",6,2023,"coc_housing_cost_burdened_households_pct",2.07361090401762,1.00791796650894
"S4_persistence","pooled_lasso_state_interactions","1se",6,2023,"coc_international_migration_rate_per_1000",-1.46842702171504,1.00791796650894
"S4_persistence","pooled_lasso_state_interactions","1se",6,2023,"coc_real_gdp_quantity_index:FL",-1.26804405889707,1.00791796650894
"S4_persistence","pooled_lasso_state_interactions","1se",6,2023,"coc_annual_hpi_change_pct",-1.20753888748041,1.00791796650894
"S4_persistence","pooled_lasso_state_interactions","1se",6,2023,"coc_housing_units_per_1000_residents",1.19426087604431,1.00791796650894
"S4_persistence","pooled_lasso_state_interactions","1se",6,2023,"coc_hic_temporary_beds_per_10k:FL",-0.534692094049907,1.00791796650894
"S4_persistence","pooled_lasso_state_interactions","1se",6,2023,"coc_population_growth_rate_pct",-0.475922054861937,1.00791796650894
"S4_persistence","pooled_lasso_state_interactions","1se",6,2023,"control_time_index",-0.306128363364896,1.00791796650894
"S4_persistence","pooled_lasso_state_interactions","1se",6,2023,"coc_contains_split_county_flag:FL",-0.239025668546117,1.00791796650894
"S4_persistence","pooled_lasso_state_interactions","1se",7,2024,"(Intercept)",37.0272943361401,0.946578048485834
"S4_persistence","pooled_lasso_state_interactions","1se",7,2024,"control_state_florida",-11.6011210076046,0.946578048485834
"S4_persistence","pooled_lasso_state_interactions","1se",7,2024,"coc_hic_psh_beds_per_10k",9.84445942101252,0.946578048485834
"S4_persistence","pooled_lasso_state_interactions","1se",7,2024,"coc_hic_temporary_beds_per_10k",7.73159946266008,0.946578048485834
"S4_persistence","pooled_lasso_state_interactions","1se",7,2024,"coc_log_estimated_population",-6.54708037510187,0.946578048485834
"S4_persistence","pooled_lasso_state_interactions","1se",7,2024,"coc_population_density_per_sq_mile",-3.27080188410695,0.946578048485834
"S4_persistence","pooled_lasso_state_interactions","1se",7,2024,"coc_hic_temporary_beds_per_10k:FL",-2.21070023690284,0.946578048485834
"S4_persistence","pooled_lasso_state_interactions","1se",7,2024,"coc_housing_cost_burdened_households_pct",1.78832979162014,0.946578048485834
"S4_persistence","pooled_lasso_state_interactions","1se",7,2024,"state_rental_vacancy_rate:FL",1.40765383472501,0.946578048485834
"S4_persistence","pooled_lasso_state_interactions","1se",7,2024,"coc_housing_units_per_1000_residents",1.31424809189998,0.946578048485834
"S4_persistence","pooled_lasso_state_interactions","1se",7,2024,"coc_homeownership_rate_pct:FL",1.03852866352718,0.946578048485834
"S4_persistence","pooled_lasso_state_interactions","1se",7,2024,"coc_annual_hpi_change_pct",-0.655285281247266,0.946578048485834
"S4_persistence","pooled_lasso_state_interactions","1se",7,2024,"coc_population_growth_rate_pct",-0.517690001099948,0.946578048485834
"S4_persistence","pooled_lasso_state_interactions","1se",7,2024,"coc_international_migration_rate_per_1000",-0.382303947163434,0.946578048485834
"S4_persistence","pooled_lasso_state_interactions","1se",7,2024,"control_time_index",-0.126216008972705,0.946578048485834
"S4_persistence","pooled_lasso_state_interactions","1se",7,2024,"state_anticamping_strictness",-0.115191092691967,0.946578048485834
"S4_persistence","pooled_lasso_state_interactions","1se",7,2024,"coc_income_inequality_ratio:FL",-0.0271655530378469,0.946578048485834
"S4_persistence","pooled_lasso_state_interactions","1se",7,2024,"coc_group_quarters_per_1000_residents",0.00998073154206871,0.946578048485834
"S4_persistence","pooled_lasso_state_interactions","1se",8,2025,"(Intercept)",38.5036450116694,0.974519458719222
"S4_persistence","pooled_lasso_state_interactions","1se",8,2025,"control_state_florida",-13.4869267913659,0.974519458719222
"S4_persistence","pooled_lasso_state_interactions","1se",8,2025,"coc_hic_psh_beds_per_10k",8.7141947724995,0.974519458719222
"S4_persistence","pooled_lasso_state_interactions","1se",8,2025,"coc_hic_temporary_beds_per_10k",8.62678844713715,0.974519458719222
"S4_persistence","pooled_lasso_state_interactions","1se",8,2025,"coc_log_estimated_population",-5.97780354685072,0.974519458719222
"S4_persistence","pooled_lasso_state_interactions","1se",8,2025,"coc_population_density_per_sq_mile",-2.41395062227385,0.974519458719222
"S4_persistence","pooled_lasso_state_interactions","1se",8,2025,"coc_hic_temporary_beds_per_10k:FL",-2.22509585205808,0.974519458719222
"S4_persistence","pooled_lasso_state_interactions","1se",8,2025,"state_rental_vacancy_rate:FL",1.69177812699166,0.974519458719222
"S4_persistence","pooled_lasso_state_interactions","1se",8,2025,"coc_housing_units_per_1000_residents",0.968273939147062,0.974519458719222
"S4_persistence","pooled_lasso_state_interactions","1se",8,2025,"coc_housing_cost_burdened_households_pct",0.812180780471417,0.974519458719222
"S4_persistence","pooled_lasso_state_interactions","1se",8,2025,"coc_annual_hpi_change_pct",-0.771233501176838,0.974519458719222
"S4_persistence","pooled_lasso_state_interactions","1se",8,2025,"coc_death_rate_per_1000",0.444095894966454,0.974519458719222
"S4_persistence","pooled_lasso_state_interactions","1se",8,2025,"coc_population_growth_rate_pct",-0.187577063529574,0.974519458719222
"S4_persistence","pooled_lasso_state_interactions","1se",8,2025,"control_time_index",-0.168624645783608,0.974519458719222
"S4_persistence","pooled_lasso_state_interactions","1se",8,2025,"coc_group_quarters_per_1000_residents",0.159131000530064,0.974519458719222
"S4_persistence","pooled_lasso_state_interactions","1se",8,2025,"coc_real_median_household_income_2025_usd",-0.130972484299441,0.974519458719222
"S4_persistence","pooled_lasso_state_interactions","1se",8,2025,"coc_permits_value_per_1000_housing_units_2025_usd",-0.0687105098332057,0.974519458719222
"S4_persistence","pooled_lasso_state_interactions","1se",8,2025,"state_anticamping_strictness",-0.0573705565794417,0.974519458719222
"S4_persistence","pooled_lasso_state_interactions","min",1,2017,"(Intercept)",37.9045901249196,0.554742419761636
"S4_persistence","pooled_lasso_state_interactions","min",1,2017,"coc_hic_psh_beds_per_10k",15.6356509450077,0.554742419761636
"S4_persistence","pooled_lasso_state_interactions","min",1,2017,"coc_log_estimated_population",-7.62100627701281,0.554742419761636
"S4_persistence","pooled_lasso_state_interactions","min",1,2017,"coc_housing_cost_burdened_households_pct",7.23662319564641,0.554742419761636
"S4_persistence","pooled_lasso_state_interactions","min",1,2017,"coc_hic_temporary_beds_per_10k",7.13630547229956,0.554742419761636
"S4_persistence","pooled_lasso_state_interactions","min",1,2017,"coc_population_density_per_sq_mile",-5.37461410416301,0.554742419761636
"S4_persistence","pooled_lasso_state_interactions","min",1,2017,"coc_hic_temporary_beds_per_10k:FL",-4.92370796603184,0.554742419761636
"S4_persistence","pooled_lasso_state_interactions","min",1,2017,"coc_permits_value_per_1000_housing_units_2025_usd:FL",3.3513105726174,0.554742419761636
"S4_persistence","pooled_lasso_state_interactions","min",1,2017,"coc_high_school_graduate_pct:FL",-3.27861534440647,0.554742419761636
"S4_persistence","pooled_lasso_state_interactions","min",1,2017,"coc_log_estimated_population:FL",-3.25620312036081,0.554742419761636
"S4_persistence","pooled_lasso_state_interactions","min",1,2017,"coc_unemployment_rate_pct",-2.97783372349519,0.554742419761636
"S4_persistence","pooled_lasso_state_interactions","min",1,2017,"coc_homeownership_rate_pct:FL",2.92960991416353,0.554742419761636
"S4_persistence","pooled_lasso_state_interactions","min",1,2017,"control_state_florida",2.75476916121465,0.554742419761636
"S4_persistence","pooled_lasso_state_interactions","min",1,2017,"coc_income_inequality_ratio",-2.71080750037659,0.554742419761636
"S4_persistence","pooled_lasso_state_interactions","min",1,2017,"coc_real_gdp_quantity_index",2.47453673890776,0.554742419761636
"S4_persistence","pooled_lasso_state_interactions","min",1,2017,"coc_population_growth_rate_pct",-2.37149081281227,0.554742419761636
"S4_persistence","pooled_lasso_state_interactions","min",1,2017,"control_time_index",-2.10603690480547,0.554742419761636
"S4_persistence","pooled_lasso_state_interactions","min",1,2017,"coc_international_migration_rate_per_1000",-1.82946523522672,0.554742419761636
"S4_persistence","pooled_lasso_state_interactions","min",1,2017,"coc_annual_hpi_change_pct:FL",-1.71855392770541,0.554742419761636
"S4_persistence","pooled_lasso_state_interactions","min",1,2017,"coc_housing_cost_burdened_households_pct:FL",-1.55594116888361,0.554742419761636
"S4_persistence","pooled_lasso_state_interactions","min",1,2017,"coc_group_quarters_per_1000_residents:FL",-1.53496394527709,0.554742419761636
"S4_persistence","pooled_lasso_state_interactions","min",1,2017,"coc_real_gdp_quantity_index:FL",-1.36845805358468,0.554742419761636
"S4_persistence","pooled_lasso_state_interactions","min",1,2017,"coc_international_migration_rate_per_1000:FL",-1.2332191087877,0.554742419761636
"S4_persistence","pooled_lasso_state_interactions","min",1,2017,"coc_income_inequality_ratio:FL",-0.81635536042296,0.554742419761636
"S4_persistence","pooled_lasso_state_interactions","min",1,2017,"coc_homeownership_rate_pct",-0.404648116633754,0.554742419761636
"S4_persistence","pooled_lasso_state_interactions","min",1,2017,"coc_contains_split_county_flag:FL",-0.302076895190971,0.554742419761636
"S4_persistence","pooled_lasso_state_interactions","min",1,2017,"coc_group_quarters_per_1000_residents",0.258920459653413,0.554742419761636
"S4_persistence","pooled_lasso_state_interactions","min",1,2017,"coc_annual_hpi_change_pct",-0.10727311845026,0.554742419761636
"S4_persistence","pooled_lasso_state_interactions","min",2,2018,"(Intercept)",36.0106878253351,0.546257330090195
"S4_persistence","pooled_lasso_state_interactions","min",2,2018,"coc_hic_psh_beds_per_10k",16.3780610335256,0.546257330090195
"S4_persistence","pooled_lasso_state_interactions","min",2,2018,"coc_log_estimated_population",-7.8804366060471,0.546257330090195
"S4_persistence","pooled_lasso_state_interactions","min",2,2018,"coc_housing_cost_burdened_households_pct",7.30391001354129,0.546257330090195
"S4_persistence","pooled_lasso_state_interactions","min",2,2018,"coc_hic_temporary_beds_per_10k",6.73816794601172,0.546257330090195
"S4_persistence","pooled_lasso_state_interactions","min",2,2018,"coc_population_density_per_sq_mile",-6.59735658039837,0.546257330090195
"S4_persistence","pooled_lasso_state_interactions","min",2,2018,"coc_hic_temporary_beds_per_10k:FL",-3.83772091660223,0.546257330090195
"S4_persistence","pooled_lasso_state_interactions","min",2,2018,"coc_homeownership_rate_pct:FL",3.78788830944705,0.546257330090195
"S4_persistence","pooled_lasso_state_interactions","min",2,2018,"coc_real_gdp_quantity_index",2.74672919933784,0.546257330090195
"S4_persistence","pooled_lasso_state_interactions","min",2,2018,"coc_housing_cost_burdened_households_pct:FL",-2.54976951306274,0.546257330090195
"S4_persistence","pooled_lasso_state_interactions","min",2,2018,"coc_permits_value_per_1000_housing_units_2025_usd:FL",2.33423070322328,0.546257330090195
"S4_persistence","pooled_lasso_state_interactions","min",2,2018,"coc_income_inequality_ratio",-2.01396609391537,0.546257330090195
"S4_persistence","pooled_lasso_state_interactions","min",2,2018,"coc_population_growth_rate_pct",-1.92173733177837,0.546257330090195
"S4_persistence","pooled_lasso_state_interactions","min",2,2018,"coc_annual_hpi_change_pct:FL",-1.74885997655568,0.546257330090195
"S4_persistence","pooled_lasso_state_interactions","min",2,2018,"coc_log_estimated_population:FL",-1.64663971951272,0.546257330090195
"S4_persistence","pooled_lasso_state_interactions","min",2,2018,"coc_high_school_graduate_pct:FL",-1.54793905106469,0.546257330090195
"S4_persistence","pooled_lasso_state_interactions","min",2,2018,"coc_real_gdp_quantity_index:FL",-1.47007693851612,0.546257330090195
"S4_persistence","pooled_lasso_state_interactions","min",2,2018,"control_time_index",-1.29866270264188,0.546257330090195
"S4_persistence","pooled_lasso_state_interactions","min",2,2018,"coc_unemployment_rate_pct",-1.25162715400685,0.546257330090195
"S4_persistence","pooled_lasso_state_interactions","min",2,2018,"coc_international_migration_rate_per_1000:FL",-1.12402406724639,0.546257330090195
"S4_persistence","pooled_lasso_state_interactions","min",2,2018,"coc_group_quarters_per_1000_residents:FL",-0.932770612159145,0.546257330090195
"S4_persistence","pooled_lasso_state_interactions","min",2,2018,"coc_international_migration_rate_per_1000",-0.745761533626163,0.546257330090195
"S4_persistence","pooled_lasso_state_interactions","min",2,2018,"coc_income_inequality_ratio:FL",-0.675819637602979,0.546257330090195
"S4_persistence","pooled_lasso_state_interactions","min",2,2018,"coc_contains_split_county_flag:FL",-0.635765526211067,0.546257330090195
"S4_persistence","pooled_lasso_state_interactions","min",2,2018,"control_state_florida",-0.30243294933438,0.546257330090195
"S4_persistence","pooled_lasso_state_interactions","min",2,2018,"coc_annual_hpi_change_pct",-0.228896770954407,0.546257330090195
"S4_persistence","pooled_lasso_state_interactions","min",2,2018,"coc_poverty_child_pct",-0.179100318798197,0.546257330090195
"S4_persistence","pooled_lasso_state_interactions","min",3,2019,"(Intercept)",33.4655403892228,0.505320238102894
"S4_persistence","pooled_lasso_state_interactions","min",3,2019,"coc_hic_psh_beds_per_10k",16.0298726124597,0.505320238102894
"S4_persistence","pooled_lasso_state_interactions","min",3,2019,"coc_log_estimated_population",-8.15856401534656,0.505320238102894
"S4_persistence","pooled_lasso_state_interactions","min",3,2019,"coc_housing_cost_burdened_households_pct",6.96299684767904,0.505320238102894
"S4_persistence","pooled_lasso_state_interactions","min",3,2019,"coc_population_density_per_sq_mile",-6.91429236326856,0.505320238102894
"S4_persistence","pooled_lasso_state_interactions","min",3,2019,"coc_hic_temporary_beds_per_10k",6.46240465455141,0.505320238102894
"S4_persistence","pooled_lasso_state_interactions","min",3,2019,"coc_hic_temporary_beds_per_10k:FL",-2.66192365504273,0.505320238102894
"S4_persistence","pooled_lasso_state_interactions","min",3,2019,"coc_housing_cost_burdened_households_pct:FL",-2.59859370309012,0.505320238102894
"S4_persistence","pooled_lasso_state_interactions","min",3,2019,"coc_annual_hpi_change_pct:FL",-2.2739509895362,0.505320238102894
"S4_persistence","pooled_lasso_state_interactions","min",3,2019,"coc_real_gdp_quantity_index",2.23848693910147,0.505320238102894
"S4_persistence","pooled_lasso_state_interactions","min",3,2019,"coc_homeownership_rate_pct:FL",2.14205691200565,0.505320238102894
"S4_persistence","pooled_lasso_state_interactions","min",3,2019,"coc_population_growth_rate_pct",-1.7298521246949,0.505320238102894
"S4_persistence","pooled_lasso_state_interactions","min",3,2019,"coc_group_quarters_per_1000_residents:FL",-1.65518160984559,0.505320238102894
"S4_persistence","pooled_lasso_state_interactions","min",3,2019,"coc_log_estimated_population:FL",-1.43900970850807,0.505320238102894
"S4_persistence","pooled_lasso_state_interactions","min",3,2019,"coc_permits_value_per_1000_housing_units_2025_usd:FL",1.43201908193184,0.505320238102894
"S4_persistence","pooled_lasso_state_interactions","min",3,2019,"coc_income_inequality_ratio",-1.37983965452726,0.505320238102894
"S4_persistence","pooled_lasso_state_interactions","min",3,2019,"coc_high_school_graduate_pct:FL",-1.3069174914416,0.505320238102894
"S4_persistence","pooled_lasso_state_interactions","min",3,2019,"coc_real_gdp_quantity_index:FL",-1.26986136260441,0.505320238102894
"S4_persistence","pooled_lasso_state_interactions","min",3,2019,"coc_international_migration_rate_per_1000:FL",-1.23330112281138,0.505320238102894
"S4_persistence","pooled_lasso_state_interactions","min",3,2019,"coc_contains_split_county_flag:FL",-1.13759482997123,0.505320238102894
"S4_persistence","pooled_lasso_state_interactions","min",3,2019,"coc_international_migration_rate_per_1000",-0.904210289645143,0.505320238102894
"S4_persistence","pooled_lasso_state_interactions","min",3,2019,"control_state_florida",0.875580439377603,0.505320238102894
"S4_persistence","pooled_lasso_state_interactions","min",3,2019,"coc_income_inequality_ratio:FL",-0.59674557666176,0.505320238102894
"S4_persistence","pooled_lasso_state_interactions","min",3,2019,"coc_poverty_child_pct",-0.553928978421363,0.505320238102894
"S4_persistence","pooled_lasso_state_interactions","min",3,2019,"control_time_index",-0.540526481098247,0.505320238102894
"S4_persistence","pooled_lasso_state_interactions","min",3,2019,"coc_annual_hpi_change_pct",-0.422082705266622,0.505320238102894
"S4_persistence","pooled_lasso_state_interactions","min",4,2020,"(Intercept)",32.8399911985395,0.519897260822864
"S4_persistence","pooled_lasso_state_interactions","min",4,2020,"coc_hic_psh_beds_per_10k",14.6511826865162,0.519897260822864
"S4_persistence","pooled_lasso_state_interactions","min",4,2020,"coc_log_estimated_population",-7.79006433073535,0.519897260822864
"S4_persistence","pooled_lasso_state_interactions","min",4,2020,"coc_hic_temporary_beds_per_10k",7.44301915343878,0.519897260822864
"S4_persistence","pooled_lasso_state_interactions","min",4,2020,"coc_population_density_per_sq_mile",-6.48245993150703,0.519897260822864
"S4_persistence","pooled_lasso_state_interactions","min",4,2020,"coc_housing_cost_burdened_households_pct",6.20587959211443,0.519897260822864
"S4_persistence","pooled_lasso_state_interactions","min",4,2020,"coc_hic_temporary_beds_per_10k:FL",-5.3063042553521,0.519897260822864
"S4_persistence","pooled_lasso_state_interactions","min",4,2020,"control_state_florida",-3.66217268006622,0.519897260822864
"S4_persistence","pooled_lasso_state_interactions","min",4,2020,"coc_homeownership_rate_pct:FL",1.97659231882954,0.519897260822864
"S4_persistence","pooled_lasso_state_interactions","min",4,2020,"coc_real_gdp_quantity_index:FL",-1.70480257468325,0.519897260822864
"S4_persistence","pooled_lasso_state_interactions","min",4,2020,"coc_log_estimated_population:FL",-1.69749763915921,0.519897260822864
"S4_persistence","pooled_lasso_state_interactions","min",4,2020,"coc_income_inequality_ratio:FL",-1.61535162097065,0.519897260822864
