"sample_id","model","lambda_rule","fold","validation_year","group","n","rmse","mae","r2"
"S4b_persistence_full_enum","pooled_lasso_state_interactions","1se",1,2017,"all",42,14.7547322411482,8.96890373381368,0.634053862695287
"S4b_persistence_full_enum","prior_rate_only","none",1,2017,"all",42,9.63041027486504,5.58251711827661,0.844100730287464
"S4b_persistence_full_enum","state_time_prior_rate","none",1,2017,"all",42,9.34114299762876,5.50461457003709,0.85332552477389
"S4b_persistence_full_enum","pooled_lasso_plus_prior","min",1,2017,"all",42,9.34114271881041,5.5046145930192,0.853325533529893
"S4b_persistence_full_enum","pooled_lasso_plus_prior","1se",1,2017,"all",42,9.34114271881041,5.5046145930192,0.853325533529893
"S4b_persistence_full_enum","pooled_lasso_state_interactions_plus_prior","min",1,2017,"all",42,9.34114271881041,5.5046145930192,0.853325533529893
"S4b_persistence_full_enum","pooled_lasso_state_interactions_plus_prior","1se",1,2017,"all",42,9.34114271881041,5.5046145930192,0.853325533529893
"S4b_persistence_full_enum","state_time_baseline","none",2,2018,"all",69,24.8307247122205,15.3115054662894,0.00314863815647992
"S4b_persistence_full_enum","pooled_lasso","min",2,2018,"all",69,16.4400323664615,10.3910688837445,0.563024636050811
"S4b_persistence_full_enum","pooled_lasso","1se",2,2018,"all",69,18.3103673982031,10.4493852301846,0.457942031227102
"S4b_persistence_full_enum","pooled_lasso_state_interactions","min",2,2018,"all",69,16.2144053927912,10.5371793841816,0.574936640448559
"S4b_persistence_full_enum","pooled_lasso_state_interactions","1se",2,2018,"all",69,16.3953089505574,10.3756830231569,0.565398895189072
"S4b_persistence_full_enum","prior_rate_only","none",2,2018,"all",69,9.89293974213832,4.62740421844835,0.841765075596671
"S4b_persistence_full_enum","state_time_prior_rate","none",2,2018,"all",69,9.81961589347889,4.32097065945786,0.844101973832543
"S4b_persistence_full_enum","pooled_lasso_plus_prior","min",2,2018,"all",69,9.81961384137949,4.32096996377805,0.844102038991551
"S4b_persistence_full_enum","pooled_lasso_plus_prior","1se",2,2018,"all",69,9.81961384137949,4.32096996377805,0.844102038991551
"S4b_persistence_full_enum","pooled_lasso_state_interactions_plus_prior","min",2,2018,"all",69,9.81961384137949,4.32096996377805,0.844102038991551
"S4b_persistence_full_enum","pooled_lasso_state_interactions_plus_prior","1se",2,2018,"all",69,9.81961384137949,4.32096996377805,0.844102038991551
"S4b_persistence_full_enum","state_time_baseline","none",3,2019,"all",45,18.7399457273682,13.4246357695851,0.185876080974126
"S4b_persistence_full_enum","pooled_lasso","min",3,2019,"all",45,16.2261595625444,10.45251652155,0.389641015644803
"S4b_persistence_full_enum","pooled_lasso","1se",3,2019,"all",45,16.090080351099,10.1332445325012,0.39983552818767
"S4b_persistence_full_enum","pooled_lasso_state_interactions","min",3,2019,"all",45,16.8401052882336,10.0233984720809,0.342579167617678
"S4b_persistence_full_enum","pooled_lasso_state_interactions","1se",3,2019,"all",45,16.1694355496786,10.1601016276935,0.393900987857034
"S4b_persistence_full_enum","prior_rate_only","none",3,2019,"all",45,9.9141697817937,4.85200272781381,0.772140803843229
"S4b_persistence_full_enum","state_time_prior_rate","none",3,2019,"all",45,9.70425668663921,4.53916096545955,0.781687598037465
"S4b_persistence_full_enum","pooled_lasso_plus_prior","min",3,2019,"all",45,9.70425594997568,4.53916004688373,0.781687631182255
"S4b_persistence_full_enum","pooled_lasso_plus_prior","1se",3,2019,"all",45,9.70425594997568,4.53916004688373,0.781687631182255
"S4b_persistence_full_enum","pooled_lasso_state_interactions_plus_prior","min",3,2019,"all",45,9.70425594997568,4.53916004688373,0.781687631182255
"S4b_persistence_full_enum","pooled_lasso_state_interactions_plus_prior","1se",3,2019,"all",45,9.70425594997568,4.53916004688373,0.781687631182255
"S4b_persistence_full_enum","state_time_baseline","none",4,2020,"all",70,22.0526570249816,14.5030928367256,0.122543978734334
"S4b_persistence_full_enum","pooled_lasso","min",4,2020,"all",70,17.0160711092325,10.4054855011831,0.47757723208668
"S4b_persistence_full_enum","pooled_lasso","1se",4,2020,"all",70,17.3232821297105,10.3168702054972,0.45854312911624
"S4b_persistence_full_enum","pooled_lasso_state_interactions","min",4,2020,"all",70,16.1435383103219,10.368559487887,0.529780138116122
"S4b_persistence_full_enum","pooled_lasso_state_interactions","1se",4,2020,"all",70,16.7568759655067,10.0737096468314,0.493371493871718
"S4b_persistence_full_enum","prior_rate_only","none",4,2020,"all",70,4.67296989719942,3.22784129553088,0.960600611720466
"S4b_persistence_full_enum","state_time_prior_rate","none",4,2020,"all",70,4.08147215521223,2.76865483845769,0.969943584331235
"S4b_persistence_full_enum","pooled_lasso_plus_prior","min",4,2020,"all",70,4.08147596898869,2.76865648566785,0.969943528161059
"S4b_persistence_full_enum","pooled_lasso_plus_prior","1se",4,2020,"all",70,4.08147596898869,2.76865648566785,0.969943528161059
"S4b_persistence_full_enum","pooled_lasso_state_interactions_plus_prior","min",4,2020,"all",70,4.08147596898869,2.76865648566785,0.969943528161059
"S4b_persistence_full_enum","pooled_lasso_state_interactions_plus_prior","1se",4,2020,"all",70,4.08147596898869,2.76865648566785,0.969943528161059
"S4b_persistence_full_enum","state_time_baseline","none",6,2023,"all",65,22.7289577175445,14.8708077941598,0.0944450796599932
"S4b_persistence_full_enum","pooled_lasso","min",6,2023,"all",65,16.2102097243512,10.8807526790449,0.539390362525048
"S4b_persistence_full_enum","pooled_lasso","1se",6,2023,"all",65,15.729205615892,9.4833594427812,0.566320061640456
"S4b_persistence_full_enum","pooled_lasso_state_interactions","min",6,2023,"all",65,17.3940453694713,14.4017519495378,0.469656866547813
"S4b_persistence_full_enum","pooled_lasso_state_interactions","1se",6,2023,"all",65,17.071454366949,12.4609658673078,0.489146002419489
"S4b_persistence_full_enum","prior_rate_only","none",6,2023,"all",65,7.01659905789535,4.58886109936049,0.913700341964125
"S4b_persistence_full_enum","state_time_prior_rate","none",6,2023,"all",65,6.74004595032368,4.44155723980769,0.920369128659753
"S4b_persistence_full_enum","pooled_lasso_plus_prior","min",6,2023,"all",65,6.74004920852145,4.44156159582228,0.920369051671201
"S4b_persistence_full_enum","pooled_lasso_plus_prior","1se",6,2023,"all",65,6.74004920852145,4.44156159582228,0.920369051671201
"S4b_persistence_full_enum","pooled_lasso_state_interactions_plus_prior","min",6,2023,"all",65,6.74004920852145,4.44156159582228,0.920369051671201
"S4b_persistence_full_enum","pooled_lasso_state_interactions_plus_prior","1se",6,2023,"all",65,6.74004920852145,4.44156159582228,0.920369051671201
"S4b_persistence_full_enum","state_time_baseline","none",7,2024,"all",55,18.1697006063346,12.9967459197598,0.321556327478406
"S4b_persistence_full_enum","pooled_lasso","min",7,2024,"all",55,12.1866922631803,8.16415600698324,0.694796195501002
"S4b_persistence_full_enum","pooled_lasso","1se",7,2024,"all",55,12.0294219814027,7.41562581806079,0.702622727688697
"S4b_persistence_full_enum","pooled_lasso_state_interactions","min",7,2024,"all",55,13.2654351790787,9.66337852625056,0.638372659450705
"S4b_persistence_full_enum","pooled_lasso_state_interactions","1se",7,2024,"all",55,12.1017254959209,7.99809206225663,0.699037178905122
"S4b_persistence_full_enum","prior_rate_only","none",7,2024,"all",55,5.48995673401073,3.59170770404064,0.93806215404716
"S4b_persistence_full_enum","state_time_prior_rate","none",7,2024,"all",55,5.06952014488087,3.33190416463141,0.947185647435784
"S4b_persistence_full_enum","pooled_lasso_plus_prior","min",7,2024,"all",55,5.06951446343509,3.33189379021241,0.947185765814527
"S4b_persistence_full_enum","pooled_lasso_plus_prior","1se",7,2024,"all",55,5.06951446343509,3.33189379021241,0.947185765814527
"S4b_persistence_full_enum","pooled_lasso_state_interactions_plus_prior","min",7,2024,"all",55,5.06951446343509,3.33189379021241,0.947185765814527
"S4b_persistence_full_enum","pooled_lasso_state_interactions_plus_prior","1se",7,2024,"all",55,5.06951446343509,3.33189379021241,0.947185765814527
"S4b_persistence_full_enum","state_time_baseline","none",8,2025,"all",62,20.6321162000441,14.4689028977748,0.295498471478877
"S4b_persistence_full_enum","pooled_lasso","min",8,2025,"all",62,13.116475473695,9.45732399010273,0.715272973563762
"S4b_persistence_full_enum","pooled_lasso","1se",8,2025,"all",62,13.0882971908236,8.99479860522727,0.716495024506745
"S4b_persistence_full_enum","pooled_lasso_state_interactions","min",8,2025,"all",62,13.5130379260189,10.177668687691,0.69779587997862
"S4b_persistence_full_enum","pooled_lasso_state_interactions","1se",8,2025,"all",62,12.9452117161972,9.15726004499835,0.72265987638146
"S4b_persistence_full_enum","prior_rate_only","none",8,2025,"all",62,5.65041445242124,3.98185445347897,0.947160950376587
"S4b_persistence_full_enum","state_time_prior_rate","none",8,2025,"all",62,6.07123500139682,4.30696828735997,0.938997381572588
"S4b_persistence_full_enum","pooled_lasso_plus_prior","min",8,2025,"all",62,6.07122753103614,4.30695310933182,0.938997531694031
"S4b_persistence_full_enum","pooled_lasso_plus_prior","1se",8,2025,"all",62,6.07122753103614,4.30695310933182,0.938997531694031
"S4b_persistence_full_enum","pooled_lasso_state_interactions_plus_prior","min",8,2025,"all",62,6.07122753103614,4.30695310933182,0.938997531694031
"S4b_persistence_full_enum","pooled_lasso_state_interactions_plus_prior","1se",8,2025,"all",62,6.07122753103614,4.30695310933182,0.938997531694031
"S5_no_hpi_fl518","state_time_baseline","none",1,2017,"all",69,22.5301653973203,15.1292540588871,0.061309895722839
"S5_no_hpi_fl518","pooled_lasso","min",1,2017,"all",69,15.5237883102127,10.6521411824484,0.554355138417655
"S5_no_hpi_fl518","pooled_lasso","1se",1,2017,"all",69,16.8343026378077,10.9407628379179,0.475936708202387
"S5_no_hpi_fl518","pooled_lasso_state_interactions","min",1,2017,"all",69,15.2427775838879,11.4489693974118,0.570343184851735
"S5_no_hpi_fl518","pooled_lasso_state_interactions","1se",1,2017,"all",69,15.2840487548641,10.4211532565449,0.568013367224012
"S5_no_hpi_fl518","state_time_baseline","none",2,2018,"all",70,24.0813304843918,15.8994288343616,0.0488288164012983
"S5_no_hpi_fl518","pooled_lasso","min",2,2018,"all",70,16.3435316443119,10.7042913017854,0.561883564766253
"S5_no_hpi_fl518","pooled_lasso","1se",2,2018,"all",70,17.5184457912226,10.7128734698153,0.496628206571259
"S5_no_hpi_fl518","pooled_lasso_state_interactions","min",2,2018,"all",70,17.0527111511195,11.5982709708381,0.523037098742189
"S5_no_hpi_fl518","pooled_lasso_state_interactions","1se",2,2018,"all",70,16.311911151867,10.6439669466695,0.563577208014109
"S5_no_hpi_fl518","state_time_baseline","none",3,2019,"all",70,22.564779096823,15.650742380923,0.113799643932932
"S5_no_hpi_fl518","pooled_lasso","min",3,2019,"all",70,17.9187179806178,11.6959314209578,0.441164976983272
"S5_no_hpi_fl518","pooled_lasso","1se",3,2019,"all",70,18.1339328708992,11.7861715024676,0.427660453438592
"S5_no_hpi_fl518","pooled_lasso_state_interactions","min",3,2019,"all",70,17.1014925671526,11.47794026101,0.490976562313197
"S5_no_hpi_fl518","pooled_lasso_state_interactions","1se",3,2019,"all",70,17.995563239807,11.7410710000464,0.436361518886758
"S5_no_hpi_fl518","state_time_baseline","none",4,2020,"all",71,21.2881754140434,14.6807838041026,0.171167516967616
"S5_no_hpi_fl518","pooled_lasso","min",4,2020,"all",71,16.4155005438961,10.492951290079,0.507168858426204
"S5_no_hpi_fl518","pooled_lasso","1se",4,2020,"all",71,16.6415530187892,10.3394504104196,0.493502170086984
"S5_no_hpi_fl518","pooled_lasso_state_interactions","min",4,2020,"all",71,15.8393540589436,10.5670011000085,0.541156254153592
"S5_no_hpi_fl518","pooled_lasso_state_interactions","1se",4,2020,"all",71,16.3995800917496,10.4904283175143,0.50812433216839
"S5_no_hpi_fl518","state_time_baseline","none",5,2022,"all",71,22.1414411149734,15.568332056253,0.186751803291602
"S5_no_hpi_fl518","pooled_lasso","min",5,2022,"all",71,13.9791090011616,8.90702860202985,0.675831864629293
"S5_no_hpi_fl518","pooled_lasso","1se",5,2022,"all",71,14.9350880186941,9.17069839475414,0.629978539310229
"S5_no_hpi_fl518","pooled_lasso_state_interactions","min",5,2022,"all",71,12.7143655790635,8.97779322872958,0.731835842780951
"S5_no_hpi_fl518","pooled_lasso_state_interactions","1se",5,2022,"all",71,13.7943124828206,8.83734680217726,0.684345881570159
"S5_no_hpi_fl518","state_time_baseline","none",6,2023,"all",70,20.929650450691,14.7457686982069,0.213220493475217
"S5_no_hpi_fl518","pooled_lasso","min",6,2023,"all",70,15.5441492421736,10.9543711304673,0.566026707027367
"S5_no_hpi_fl518","pooled_lasso","1se",6,2023,"all",70,14.3592972420157,8.66854724650135,0.62966440192617
"S5_no_hpi_fl518","pooled_lasso_state_interactions","min",6,2023,"all",70,13.9400379711089,10.5947406923585,0.650974625059818
"S5_no_hpi_fl518","pooled_lasso_state_interactions","1se",6,2023,"all",70,14.8833429555053,10.5061724323182,0.602140193205632
"S5_no_hpi_fl518","state_time_baseline","none",7,2024,"all",70,21.9733698196099,15.1563589328114,0.243033637793668
"S5_no_hpi_fl518","pooled_lasso","min",7,2024,"all",70,13.7583992902868,9.57765339539832,0.703230633860883
"S5_no_hpi_fl518","pooled_lasso","1se",7,2024,"all",70,14.3686864008028,8.80585111962986,0.676318868686199
"S5_no_hpi_fl518","pooled_lasso_state_interactions","min",7,2024,"all",70,13.1699232039436,9.69674818173112,0.728074625234473
"S5_no_hpi_fl518","pooled_lasso_state_interactions","1se",7,2024,"all",70,13.1980127482894,8.81149235470468,0.726913433113995
"S5_no_hpi_fl518","state_time_baseline","none",8,2025,"all",70,20.3918412789175,14.9862387902981,0.310441373169703
"S5_no_hpi_fl518","pooled_lasso","min",8,2025,"all",70,12.7214427759546,9.53482134784772,0.73163180244503
"S5_no_hpi_fl518","pooled_lasso","1se",8,2025,"all",70,12.374340432626,8.82138502362904,0.746076771359938
"S5_no_hpi_fl518","pooled_lasso_state_interactions","min",8,2025,"all",70,12.8190008290316,9.97976785273558,0.727499901773843
"S5_no_hpi_fl518","pooled_lasso_state_interactions","1se",8,2025,"all",70,12.1654863857878,9.01865187559389,0.754575866682972
