"sample_id","model","lambda_rule","fold","validation_year","group","n","rmse","mae","r2"
"S2_stable_cocs","pooled_lasso_state_interactions","min",3,2019,"all",65,16.9470220265507,10.6918790180398,0.456483878282885
"S2_stable_cocs","pooled_lasso_state_interactions","1se",3,2019,"all",65,18.9056577879575,10.8134607835067,0.32359123336446
"S2_stable_cocs","state_time_baseline","none",4,2020,"all",65,21.4749484663547,14.1715457122406,0.142577631301432
"S2_stable_cocs","pooled_lasso","min",4,2020,"all",65,15.0900830281438,9.49573765624785,0.5766361154507
"S2_stable_cocs","pooled_lasso","1se",4,2020,"all",65,17.2587199085448,10.7994171630178,0.446206683690923
"S2_stable_cocs","pooled_lasso_state_interactions","min",4,2020,"all",65,13.8302795081156,9.49549013723476,0.644374853090842
"S2_stable_cocs","pooled_lasso_state_interactions","1se",4,2020,"all",65,14.7854501509394,8.95440680921725,0.593556997017846
"S2_stable_cocs","state_time_baseline","none",5,2022,"all",65,22.2121452897903,15.151421268642,0.163308046999066
"S2_stable_cocs","pooled_lasso","min",5,2022,"all",65,13.2634466052488,8.51963968268231,0.701669697951233
"S2_stable_cocs","pooled_lasso","1se",5,2022,"all",65,16.0884667751639,10.2466922665945,0.56105116876161
"S2_stable_cocs","pooled_lasso_state_interactions","min",5,2022,"all",65,12.6455139026339,9.85197246868847,0.728820067792303
"S2_stable_cocs","pooled_lasso_state_interactions","1se",5,2022,"all",65,12.8628005451619,9.11671315978733,0.719420684227677
"S2_stable_cocs","state_time_baseline","none",6,2023,"all",65,21.7218503174805,14.8331458024486,0.179808582576073
"S2_stable_cocs","pooled_lasso","min",6,2023,"all",65,13.8475609337995,9.35368603330591,0.666674793536663
"S2_stable_cocs","pooled_lasso","1se",6,2023,"all",65,14.6300717150434,9.12876728638338,0.627938701818398
"S2_stable_cocs","pooled_lasso_state_interactions","min",6,2023,"all",65,13.3333873168151,10.4593566200263,0.690968623046842
"S2_stable_cocs","pooled_lasso_state_interactions","1se",6,2023,"all",65,12.6990630569683,8.95252757208691,0.719672988958578
