"sample_id","model","lambda_rule","term","role","n_folds","n_selected","selection_freq","mean_coef","sd_coef","mean_coef_when_selected","n_positive","n_negative","sign_consistency","dominant_sign"
"S0_primary","pooled_lasso_state_interactions","1se","coc_permits_value_per_1000_housing_units_2025_usd","penalized_predictor",8,1,0.125,-0.0107167375115517,0.0303115110664578,-0.0857339000924135,0,1,1,"negative"
"S0_primary","pooled_lasso_state_interactions","1se","coc_birth_rate_per_1000","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S0_primary","pooled_lasso_state_interactions","1se","coc_birth_rate_per_1000:FL","penalized_state_interaction",8,0,0,0,0,NA,0,0,NA,NA
"S0_primary","pooled_lasso_state_interactions","1se","coc_contains_split_county_flag","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S0_primary","pooled_lasso_state_interactions","1se","coc_contributing_counties","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S0_primary","pooled_lasso_state_interactions","1se","coc_contributing_counties:FL","penalized_state_interaction",8,0,0,0,0,NA,0,0,NA,NA
"S0_primary","pooled_lasso_state_interactions","1se","coc_death_rate_per_1000:FL","penalized_state_interaction",8,0,0,0,0,NA,0,0,NA,NA
"S0_primary","pooled_lasso_state_interactions","1se","coc_domestic_migration_rate_per_1000","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S0_primary","pooled_lasso_state_interactions","1se","coc_domestic_migration_rate_per_1000:FL","penalized_state_interaction",8,0,0,0,0,NA,0,0,NA,NA
"S0_primary","pooled_lasso_state_interactions","1se","coc_hic_psh_beds_per_10k:FL","penalized_state_interaction",8,0,0,0,0,NA,0,0,NA,NA
"S0_primary","pooled_lasso_state_interactions","1se","coc_high_school_graduate_pct","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S0_primary","pooled_lasso_state_interactions","1se","coc_high_school_graduate_pct:FL","penalized_state_interaction",8,0,0,0,0,NA,0,0,NA,NA
"S0_primary","pooled_lasso_state_interactions","1se","coc_homeownership_rate_pct","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S0_primary","pooled_lasso_state_interactions","1se","coc_housing_cost_burdened_households_pct:FL","penalized_state_interaction",8,0,0,0,0,NA,0,0,NA,NA
"S0_primary","pooled_lasso_state_interactions","1se","coc_housing_supply_growth_rate_pct","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S0_primary","pooled_lasso_state_interactions","1se","coc_housing_supply_growth_rate_pct:FL","penalized_state_interaction",8,0,0,0,0,NA,0,0,NA,NA
"S0_primary","pooled_lasso_state_interactions","1se","coc_housing_units_per_1000_residents:FL","penalized_state_interaction",8,0,0,0,0,NA,0,0,NA,NA
"S0_primary","pooled_lasso_state_interactions","1se","coc_international_migration_rate_per_1000:FL","penalized_state_interaction",8,0,0,0,0,NA,0,0,NA,NA
"S0_primary","pooled_lasso_state_interactions","1se","coc_log_estimated_population:FL","penalized_state_interaction",8,0,0,0,0,NA,0,0,NA,NA
"S0_primary","pooled_lasso_state_interactions","1se","coc_multifamily_permit_share_pct","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S0_primary","pooled_lasso_state_interactions","1se","coc_multifamily_permit_share_pct:FL","penalized_state_interaction",8,0,0,0,0,NA,0,0,NA,NA
"S0_primary","pooled_lasso_state_interactions","1se","coc_permits_per_1000_housing_units","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S0_primary","pooled_lasso_state_interactions","1se","coc_permits_per_1000_housing_units:FL","penalized_state_interaction",8,0,0,0,0,NA,0,0,NA,NA
"S0_primary","pooled_lasso_state_interactions","1se","coc_population_density_per_sq_mile:FL","penalized_state_interaction",8,0,0,0,0,NA,0,0,NA,NA
"S0_primary","pooled_lasso_state_interactions","1se","coc_population_growth_rate_pct:FL","penalized_state_interaction",8,0,0,0,0,NA,0,0,NA,NA
"S0_primary","pooled_lasso_state_interactions","1se","coc_poverty_all_pct","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S0_primary","pooled_lasso_state_interactions","1se","coc_poverty_all_pct:FL","penalized_state_interaction",8,0,0,0,0,NA,0,0,NA,NA
"S0_primary","pooled_lasso_state_interactions","1se","coc_poverty_child_pct","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
