"sample_id","model","lambda_rule","term","role","n_folds","n_selected","selection_freq","mean_coef","sd_coef","mean_coef_when_selected","n_positive","n_negative","sign_consistency","dominant_sign"
"S1_split_county_excluded","pooled_lasso_state_interactions","min","coc_housing_cost_burdened_households_pct:FL","penalized_state_interaction",8,4,0.5,-1.59323502128559,1.92462805504758,-3.18647004257117,0,4,1,"negative"
"S1_split_county_excluded","pooled_lasso_state_interactions","min","coc_unemployment_rate_pct","penalized_predictor",8,4,0.5,-0.755480678423631,1.44152813065888,-1.51096135684726,0,4,1,"negative"
"S1_split_county_excluded","pooled_lasso_state_interactions","min","coc_international_migration_rate_per_1000","penalized_predictor",8,4,0.5,-0.237333689396425,0.562938422609583,-0.474667378792849,0,4,1,"negative"
"S1_split_county_excluded","pooled_lasso_state_interactions","min","coc_permits_value_per_1000_housing_units_2025_usd:FL","penalized_state_interaction",8,3,0.375,0.392446330503054,0.618063889186675,1.04652354800814,3,0,1,"positive"
"S1_split_county_excluded","pooled_lasso_state_interactions","min","coc_multifamily_permit_share_pct:FL","penalized_state_interaction",8,3,0.375,-0.258424667870548,0.361162422247164,-0.689132447654793,0,3,1,"negative"
"S1_split_county_excluded","pooled_lasso_state_interactions","min","coc_poverty_child_pct","penalized_predictor",8,3,0.375,-0.180865076726554,0.293208219156296,-0.48230687127081,0,3,1,"negative"
"S1_split_county_excluded","pooled_lasso_state_interactions","min","coc_housing_supply_growth_rate_pct:FL","penalized_state_interaction",8,3,0.375,0.0784136949968897,0.129267926405488,0.209103186658373,3,0,1,"positive"
"S1_split_county_excluded","pooled_lasso_state_interactions","min","state_rental_vacancy_rate:FL","penalized_state_interaction",8,2,0.25,0.617849774844384,1.14436674861989,2.47139909937754,2,0,1,"positive"
"S1_split_county_excluded","pooled_lasso_state_interactions","min","coc_domestic_migration_rate_per_1000","penalized_predictor",8,2,0.25,-0.413572745286618,0.8571417357999,-1.65429098114647,0,2,1,"negative"
"S1_split_county_excluded","pooled_lasso_state_interactions","min","coc_relative_home_price_index_2000_base:FL","penalized_state_interaction",8,2,0.25,-0.122335203830279,0.281619139164458,-0.489340815321115,0,2,1,"negative"
"S1_split_county_excluded","pooled_lasso_state_interactions","min","coc_housing_units_per_1000_residents:FL","penalized_state_interaction",8,2,0.25,-0.0675010509081037,0.155545417950236,-0.270004203632415,0,2,1,"negative"
"S1_split_county_excluded","pooled_lasso_state_interactions","min","coc_multifamily_permit_share_pct","penalized_predictor",8,2,0.25,0.0648891184527063,0.136069279874516,0.259556473810825,2,0,1,"positive"
"S1_split_county_excluded","pooled_lasso_state_interactions","min","coc_permits_value_per_1000_housing_units_2025_usd","penalized_predictor",8,2,0.25,-0.0567179918662907,0.139316874895106,-0.226871967465163,0,2,1,"negative"
"S1_split_county_excluded","pooled_lasso_state_interactions","min","coc_real_per_capita_personal_income_2025_usd","penalized_predictor",8,2,0.25,-0.0373543014733444,0.0827632231455658,-0.149417205893378,0,2,1,"negative"
"S1_split_county_excluded","pooled_lasso_state_interactions","min","coc_death_rate_per_1000","penalized_predictor",8,1,0.125,-0.0602258489428855,0.170344424760924,-0.481806791543084,0,1,1,"negative"
"S1_split_county_excluded","pooled_lasso_state_interactions","min","coc_homeownership_rate_pct","penalized_predictor",8,1,0.125,-0.0228123072537636,0.0645229486145893,-0.182498458030109,0,1,1,"negative"
"S1_split_county_excluded","pooled_lasso_state_interactions","min","state_anticamping_strictness","penalized_predictor",8,1,0.125,-0.00458004747787388,0.0129543305190439,-0.0366403798229911,0,1,1,"negative"
"S1_split_county_excluded","pooled_lasso_state_interactions","min","coc_housing_supply_growth_rate_pct","penalized_predictor",8,1,0.125,0.00315105423136042,0.00891252725952606,0.0252084338508833,1,0,1,"positive"
"S1_split_county_excluded","pooled_lasso_state_interactions","min","coc_birth_rate_per_1000","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S1_split_county_excluded","pooled_lasso_state_interactions","min","coc_birth_rate_per_1000:FL","penalized_state_interaction",8,0,0,0,0,NA,0,0,NA,NA
"S1_split_county_excluded","pooled_lasso_state_interactions","min","coc_contributing_counties","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S1_split_county_excluded","pooled_lasso_state_interactions","min","coc_death_rate_per_1000:FL","penalized_state_interaction",8,0,0,0,0,NA,0,0,NA,NA
"S1_split_county_excluded","pooled_lasso_state_interactions","min","coc_domestic_migration_rate_per_1000:FL","penalized_state_interaction",8,0,0,0,0,NA,0,0,NA,NA
"S1_split_county_excluded","pooled_lasso_state_interactions","min","coc_hic_psh_beds_per_10k:FL","penalized_state_interaction",8,0,0,0,0,NA,0,0,NA,NA
"S1_split_county_excluded","pooled_lasso_state_interactions","min","coc_high_school_graduate_pct:FL","penalized_state_interaction",8,0,0,0,0,NA,0,0,NA,NA
"S1_split_county_excluded","pooled_lasso_state_interactions","min","coc_housing_units_per_1000_residents","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S1_split_county_excluded","pooled_lasso_state_interactions","min","coc_income_inequality_ratio:FL","penalized_state_interaction",8,0,0,0,0,NA,0,0,NA,NA
"S1_split_county_excluded","pooled_lasso_state_interactions","min","coc_log_estimated_population:FL","penalized_state_interaction",8,0,0,0,0,NA,0,0,NA,NA
"S1_split_county_excluded","pooled_lasso_state_interactions","min","coc_permits_per_1000_housing_units","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S1_split_county_excluded","pooled_lasso_state_interactions","min","coc_permits_per_1000_housing_units:FL","penalized_state_interaction",8,0,0,0,0,NA,0,0,NA,NA
"S1_split_county_excluded","pooled_lasso_state_interactions","min","coc_population_density_per_sq_mile:FL","penalized_state_interaction",8,0,0,0,0,NA,0,0,NA,NA
"S1_split_county_excluded","pooled_lasso_state_interactions","min","coc_population_growth_rate_pct:FL","penalized_state_interaction",8,0,0,0,0,NA,0,0,NA,NA
"S1_split_county_excluded","pooled_lasso_state_interactions","min","coc_poverty_all_pct","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S1_split_county_excluded","pooled_lasso_state_interactions","min","coc_poverty_all_pct:FL","penalized_state_interaction",8,0,0,0,0,NA,0,0,NA,NA
"S1_split_county_excluded","pooled_lasso_state_interactions","min","coc_poverty_child_pct:FL","penalized_state_interaction",8,0,0,0,0,NA,0,0,NA,NA
"S1_split_county_excluded","pooled_lasso_state_interactions","min","coc_real_gdp_per_capita_2017_usd","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S1_split_county_excluded","pooled_lasso_state_interactions","min","coc_real_gdp_per_capita_2017_usd:FL","penalized_state_interaction",8,0,0,0,0,NA,0,0,NA,NA
"S1_split_county_excluded","pooled_lasso_state_interactions","min","coc_real_median_household_income_2025_usd","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S1_split_county_excluded","pooled_lasso_state_interactions","min","coc_real_median_household_income_2025_usd:FL","penalized_state_interaction",8,0,0,0,0,NA,0,0,NA,NA
"S1_split_county_excluded","pooled_lasso_state_interactions","min","coc_real_per_capita_personal_income_2025_usd:FL","penalized_state_interaction",8,0,0,0,0,NA,0,0,NA,NA
"S1_split_county_excluded","pooled_lasso_state_interactions","min","coc_relative_home_price_index_2000_base","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S1_split_county_excluded","pooled_lasso_state_interactions","min","coc_unemployment_rate_pct:FL","penalized_state_interaction",8,0,0,0,0,NA,0,0,NA,NA
"S1_split_county_excluded","pooled_lasso_state_interactions","min","state_anticamping_strictness:FL","penalized_state_interaction",8,0,0,0,0,NA,0,0,NA,NA
"S1_split_county_excluded","pooled_lasso_state_interactions","min","state_labor_force_participation_pct","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S1_split_county_excluded","pooled_lasso_state_interactions","min","state_labor_force_participation_pct:FL","penalized_state_interaction",8,0,0,0,0,NA,0,0,NA,NA
"S1_split_county_excluded","pooled_lasso_state_interactions","min","state_medicaid_expansion","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S1_split_county_excluded","pooled_lasso_state_interactions","min","state_medicaid_expansion:FL","penalized_state_interaction",8,0,0,0,0,NA,0,0,NA,NA
"S1_split_county_excluded","pooled_lasso_state_interactions","min","state_real_median_rent_2025_usd","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S1_split_county_excluded","pooled_lasso_state_interactions","min","state_real_median_rent_2025_usd:FL","penalized_state_interaction",8,0,0,0,0,NA,0,0,NA,NA
"S1_split_county_excluded","pooled_lasso_state_interactions","min","state_real_minimum_wage_2025_usd","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S1_split_county_excluded","pooled_lasso_state_interactions","min","state_real_minimum_wage_2025_usd:FL","penalized_state_interaction",8,0,0,0,0,NA,0,0,NA,NA
"S1_split_county_excluded","pooled_lasso_state_interactions","min","state_rental_vacancy_rate","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S1_split_county_excluded","pooled_lasso_state_interactions","min","state_ssi_state_supplement","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S1_split_county_excluded","pooled_lasso_state_interactions","min","state_ssi_state_supplement:FL","penalized_state_interaction",8,0,0,0,0,NA,0,0,NA,NA
"S1_split_county_excluded","pooled_lasso_state_interactions","min","state_tanf_max_benefit_3person","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S1_split_county_excluded","pooled_lasso_state_interactions","min","state_tanf_max_benefit_3person:FL","penalized_state_interaction",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","1se","control_state_florida","unpenalized_control",8,8,1,-8.7231890047096,2.64400813457167,-8.7231890047096,0,8,1,"negative"
"S2_stable_cocs","pooled_lasso","1se","coc_hic_temporary_beds_per_10k","penalized_predictor",8,8,1,8.19244198166243,1.25684917623848,8.19244198166243,8,0,1,"positive"
"S2_stable_cocs","pooled_lasso","1se","control_time_index","unpenalized_control",8,8,1,-0.855024110121964,0.718199706811155,-0.855024110121964,0,8,1,"negative"
"S2_stable_cocs","pooled_lasso","1se","coc_log_estimated_population","penalized_predictor",8,6,0.75,-1.13901995975766,0.846060152093788,-1.51869327967688,0,6,1,"negative"
"S2_stable_cocs","pooled_lasso","1se","coc_hic_psh_beds_per_10k","penalized_predictor",8,5,0.625,1.19573252339306,1.09899554087417,1.9131720374289,5,0,1,"positive"
"S2_stable_cocs","pooled_lasso","1se","coc_group_quarters_per_1000_residents","penalized_predictor",8,2,0.25,0.126582571899319,0.252216902297462,0.506330287597274,2,0,1,"positive"
"S2_stable_cocs","pooled_lasso","1se","coc_birth_rate_per_1000","penalized_predictor",8,2,0.25,-0.0136487896312387,0.0373260697218784,-0.0545951585249546,0,2,1,"negative"
"S2_stable_cocs","pooled_lasso","1se","coc_population_growth_rate_pct","penalized_predictor",8,1,0.125,-0.0141059395630431,0.0398976220801415,-0.112847516504345,0,1,1,"negative"
"S2_stable_cocs","pooled_lasso","1se","coc_annual_hpi_change_pct","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","1se","coc_contains_split_county_flag","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","1se","coc_contributing_counties","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","1se","coc_death_rate_per_1000","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","1se","coc_domestic_migration_rate_per_1000","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","1se","coc_high_school_graduate_pct","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","1se","coc_homeownership_rate_pct","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","1se","coc_housing_cost_burdened_households_pct","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","1se","coc_housing_supply_growth_rate_pct","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","1se","coc_housing_units_per_1000_residents","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","1se","coc_income_inequality_ratio","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","1se","coc_international_migration_rate_per_1000","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","1se","coc_multifamily_permit_share_pct","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","1se","coc_permits_per_1000_housing_units","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","1se","coc_permits_value_per_1000_housing_units_2025_usd","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","1se","coc_population_density_per_sq_mile","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","1se","coc_poverty_all_pct","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","1se","coc_poverty_child_pct","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","1se","coc_real_gdp_per_capita_2017_usd","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","1se","coc_real_gdp_quantity_index","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","1se","coc_real_median_household_income_2025_usd","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","1se","coc_real_per_capita_personal_income_2025_usd","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","1se","coc_relative_home_price_index_2000_base","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","1se","coc_unemployment_rate_pct","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","1se","state_anticamping_strictness","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","1se","state_labor_force_participation_pct","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","1se","state_medicaid_expansion","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","1se","state_real_median_rent_2025_usd","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","1se","state_real_minimum_wage_2025_usd","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","1se","state_rental_vacancy_rate","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","1se","state_ssi_state_supplement","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","1se","state_tanf_max_benefit_3person","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","min","coc_hic_temporary_beds_per_10k","penalized_predictor",8,8,1,8.79367088526726,0.592464438379765,8.79367088526726,8,0,1,"positive"
"S2_stable_cocs","pooled_lasso","min","control_state_florida","unpenalized_control",8,8,1,-7.36570927732645,5.24811613567927,-7.36570927732645,0,8,1,"negative"
"S2_stable_cocs","pooled_lasso","min","coc_hic_psh_beds_per_10k","penalized_predictor",8,8,1,4.43544659643109,0.383503587537559,4.43544659643109,8,0,1,"positive"
"S2_stable_cocs","pooled_lasso","min","coc_log_estimated_population","penalized_predictor",8,8,1,-3.74691985749692,0.595036977558579,-3.74691985749692,0,8,1,"negative"
"S2_stable_cocs","pooled_lasso","min","coc_group_quarters_per_1000_residents","penalized_predictor",8,8,1,1.62774666992927,0.777632902619419,1.62774666992927,8,0,1,"positive"
"S2_stable_cocs","pooled_lasso","min","control_time_index","unpenalized_control",8,8,1,-0.972089512091446,0.87420642483258,-0.972089512091446,0,8,1,"negative"
"S2_stable_cocs","pooled_lasso","min","coc_contributing_counties","penalized_predictor",8,8,1,-0.829648332365291,0.384272566636697,-0.829648332365291,0,8,1,"negative"
"S2_stable_cocs","pooled_lasso","min","coc_international_migration_rate_per_1000","penalized_predictor",8,7,0.875,-1.22176140410265,0.821640215413124,-1.39629874754589,0,7,1,"negative"
"S2_stable_cocs","pooled_lasso","min","state_rental_vacancy_rate","penalized_predictor",8,6,0.75,1.70168582659457,1.48380670568237,2.26891443545943,6,0,1,"positive"
"S2_stable_cocs","pooled_lasso","min","coc_birth_rate_per_1000","penalized_predictor",8,6,0.75,-0.890274090054348,0.704347504512693,-1.18703212007246,0,6,1,"negative"
"S2_stable_cocs","pooled_lasso","min","coc_housing_cost_burdened_households_pct","penalized_predictor",8,6,0.75,0.54854738476742,0.560428099693051,0.731396513023227,6,0,1,"positive"
"S2_stable_cocs","pooled_lasso","min","coc_annual_hpi_change_pct","penalized_predictor",8,6,0.75,-0.293388315487169,0.306733023390329,-0.391184420649558,0,6,1,"negative"
"S2_stable_cocs","pooled_lasso","min","state_real_minimum_wage_2025_usd","penalized_predictor",8,5,0.625,0.924606050096836,0.967502961240021,1.47936968015494,5,0,1,"positive"
"S2_stable_cocs","pooled_lasso","min","coc_poverty_child_pct","penalized_predictor",8,4,0.5,-0.405626215966486,0.538796914991322,-0.811252431932972,0,4,1,"negative"
"S2_stable_cocs","pooled_lasso","min","state_anticamping_strictness","penalized_predictor",8,4,0.5,-0.364261465186974,0.427688502904295,-0.728522930373949,0,4,1,"negative"
"S2_stable_cocs","pooled_lasso","min","coc_population_growth_rate_pct","penalized_predictor",8,4,0.5,-0.25334729630996,0.300363541817858,-0.506694592619919,0,4,1,"negative"
"S2_stable_cocs","pooled_lasso","min","coc_real_gdp_quantity_index","penalized_predictor",8,3,0.375,0.0970943796434518,0.145067930914832,0.258918345715871,3,0,1,"positive"
"S2_stable_cocs","pooled_lasso","min","coc_unemployment_rate_pct","penalized_predictor",8,2,0.25,-0.27169850489566,0.760994065772177,-1.08679401958264,0,2,1,"negative"
"S2_stable_cocs","pooled_lasso","min","coc_relative_home_price_index_2000_base","penalized_predictor",8,2,0.25,0.0458864574117299,0.0969438171339132,0.18354582964692,2,0,1,"positive"
"S2_stable_cocs","pooled_lasso","min","coc_contains_split_county_flag","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","min","coc_death_rate_per_1000","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","min","coc_domestic_migration_rate_per_1000","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","min","coc_high_school_graduate_pct","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","min","coc_homeownership_rate_pct","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","min","coc_housing_supply_growth_rate_pct","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","min","coc_housing_units_per_1000_residents","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","min","coc_income_inequality_ratio","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","min","coc_multifamily_permit_share_pct","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","min","coc_permits_per_1000_housing_units","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","min","coc_permits_value_per_1000_housing_units_2025_usd","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","min","coc_population_density_per_sq_mile","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","min","coc_poverty_all_pct","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","min","coc_real_gdp_per_capita_2017_usd","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","min","coc_real_median_household_income_2025_usd","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","min","coc_real_per_capita_personal_income_2025_usd","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","min","state_labor_force_participation_pct","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","min","state_medicaid_expansion","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","min","state_real_median_rent_2025_usd","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","min","state_ssi_state_supplement","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso","min","state_tanf_max_benefit_3person","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso_state_interactions","1se","coc_hic_temporary_beds_per_10k","penalized_predictor",8,8,1,10.5440853841322,1.34203589523065,10.5440853841322,8,0,1,"positive"
"S2_stable_cocs","pooled_lasso_state_interactions","1se","control_state_florida","unpenalized_control",8,8,1,-8.24322084639662,3.61428636448304,-8.24322084639662,0,8,1,"negative"
"S2_stable_cocs","pooled_lasso_state_interactions","1se","coc_hic_psh_beds_per_10k","penalized_predictor",8,8,1,3.66036542308289,0.316772854476666,3.66036542308289,8,0,1,"positive"
"S2_stable_cocs","pooled_lasso_state_interactions","1se","coc_log_estimated_population","penalized_predictor",8,8,1,-3.0114573365906,0.542711848319268,-3.0114573365906,0,8,1,"negative"
"S2_stable_cocs","pooled_lasso_state_interactions","1se","coc_log_estimated_population:FL","penalized_state_interaction",8,8,1,-2.32220133431425,0.979986170063409,-2.32220133431425,0,8,1,"negative"
"S2_stable_cocs","pooled_lasso_state_interactions","1se","coc_group_quarters_per_1000_residents","penalized_predictor",8,8,1,1.63140032074618,0.631039402202029,1.63140032074618,8,0,1,"positive"
"S2_stable_cocs","pooled_lasso_state_interactions","1se","coc_housing_cost_burdened_households_pct","penalized_predictor",8,8,1,0.849297831269594,0.575116926692411,0.849297831269594,8,0,1,"positive"
"S2_stable_cocs","pooled_lasso_state_interactions","1se","control_time_index","unpenalized_control",8,8,1,-0.512634258884061,0.891040627193319,-0.512634258884061,2,6,0.75,"negative"
"S2_stable_cocs","pooled_lasso_state_interactions","1se","coc_hic_temporary_beds_per_10k:FL","penalized_state_interaction",8,7,0.875,-2.60359707047038,1.94858809531443,-2.97553950910901,0,7,1,"negative"
"S2_stable_cocs","pooled_lasso_state_interactions","1se","coc_group_quarters_per_1000_residents:FL","penalized_state_interaction",8,7,0.875,-0.895841293620844,0.619830947109435,-1.02381862128097,0,7,1,"negative"
"S2_stable_cocs","pooled_lasso_state_interactions","1se","coc_annual_hpi_change_pct:FL","penalized_state_interaction",8,6,0.75,-1.03645760035996,1.01835478940639,-1.38194346714662,0,6,1,"negative"
"S2_stable_cocs","pooled_lasso_state_interactions","1se","coc_international_migration_rate_per_1000","penalized_predictor",8,6,0.75,-0.413519511079474,0.297697685969714,-0.551359348105966,0,6,1,"negative"
"S2_stable_cocs","pooled_lasso_state_interactions","1se","coc_population_growth_rate_pct","penalized_predictor",8,6,0.75,-0.358332205306869,0.463607165345011,-0.477776273742491,0,6,1,"negative"
"S2_stable_cocs","pooled_lasso_state_interactions","1se","coc_birth_rate_per_1000","penalized_predictor",8,5,0.625,-0.595828670178982,0.543190404578972,-0.953325872286371,0,5,1,"negative"
"S2_stable_cocs","pooled_lasso_state_interactions","1se","coc_real_gdp_quantity_index:FL","penalized_state_interaction",8,4,0.5,-0.766921987769385,1.13473319191371,-1.53384397553877,0,4,1,"negative"
"S2_stable_cocs","pooled_lasso_state_interactions","1se","coc_multifamily_permit_share_pct:FL","penalized_state_interaction",8,4,0.5,-0.333435618958363,0.394133568389543,-0.666871237916726,0,4,1,"negative"
"S2_stable_cocs","pooled_lasso_state_interactions","1se","coc_poverty_child_pct","penalized_predictor",8,4,0.5,-0.287713180961445,0.382479912752529,-0.57542636192289,0,4,1,"negative"
"S2_stable_cocs","pooled_lasso_state_interactions","1se","state_anticamping_strictness","penalized_predictor",8,4,0.5,-0.245437540795674,0.268418210873947,-0.490875081591347,0,4,1,"negative"
"S2_stable_cocs","pooled_lasso_state_interactions","1se","coc_contributing_counties","penalized_predictor",8,4,0.5,-0.230865085980808,0.260194677542655,-0.461730171961617,0,4,1,"negative"
"S2_stable_cocs","pooled_lasso_state_interactions","1se","coc_annual_hpi_change_pct","penalized_predictor",8,4,0.5,-0.182629803204585,0.249300700138237,-0.36525960640917,0,4,1,"negative"
"S2_stable_cocs","pooled_lasso_state_interactions","1se","state_rental_vacancy_rate:FL","penalized_state_interaction",8,3,0.375,1.11425932473174,1.62569344451592,2.97135819928464,3,0,1,"positive"
"S2_stable_cocs","pooled_lasso_state_interactions","1se","coc_homeownership_rate_pct:FL","penalized_state_interaction",8,3,0.375,0.97425878316071,1.42068609411085,2.59802342176189,3,0,1,"positive"
"S2_stable_cocs","pooled_lasso_state_interactions","1se","coc_real_gdp_quantity_index","penalized_predictor",8,3,0.375,0.0370406038552542,0.0652331324658071,0.0987749436140111,3,0,1,"positive"
"S2_stable_cocs","pooled_lasso_state_interactions","1se","coc_contains_split_county_flag:FL","penalized_state_interaction",8,2,0.25,-0.0344819158845281,0.0697858322205099,-0.137927663538113,0,2,1,"negative"
"S2_stable_cocs","pooled_lasso_state_interactions","1se","coc_unemployment_rate_pct","penalized_predictor",8,1,0.125,-0.231705899501582,0.655363251113989,-1.85364719601265,0,1,1,"negative"
"S2_stable_cocs","pooled_lasso_state_interactions","1se","coc_permits_value_per_1000_housing_units_2025_usd:FL","penalized_state_interaction",8,1,0.125,0.00533137489631889,0.0150794053689393,0.0426509991705511,1,0,1,"positive"
"S2_stable_cocs","pooled_lasso_state_interactions","1se","state_real_minimum_wage_2025_usd","penalized_predictor",8,1,0.125,0.000199790981026368,0.000565094230014632,0.00159832784821095,1,0,1,"positive"
"S2_stable_cocs","pooled_lasso_state_interactions","1se","coc_birth_rate_per_1000:FL","penalized_state_interaction",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso_state_interactions","1se","coc_contains_split_county_flag","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso_state_interactions","1se","coc_contributing_counties:FL","penalized_state_interaction",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso_state_interactions","1se","coc_death_rate_per_1000","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso_state_interactions","1se","coc_death_rate_per_1000:FL","penalized_state_interaction",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso_state_interactions","1se","coc_domestic_migration_rate_per_1000","penalized_predictor",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso_state_interactions","1se","coc_domestic_migration_rate_per_1000:FL","penalized_state_interaction",8,0,0,0,0,NA,0,0,NA,NA
"S2_stable_cocs","pooled_lasso_state_interactions","1se","coc_hic_psh_beds_per_10k:FL","penalized_state_interaction",8,0,0,0,0,NA,0,0,NA,NA
