year,coc_number,coc_name,count_type,total_homeless,sheltered_homeless,unsheltered_homeless,homeless_individuals,homeless_people_in_families,chronically_homeless_individuals,homeless_veterans,homeless_unaccompanied_youth_under_25
2014,CA-604,Bakersfield/Kern County CoC,Sheltered and Unsheltered Count,992.0,577.0,415.0,725.0,267.0,168.0,87.0,
2014,CA-606,Long Beach CoC,Sheltered-Only Count,2738.0,859.0,1879.0,2260.0,478.0,984.0,439.0,
2014,CA-607,Pasadena CoC,Sheltered and Unsheltered Count,666.0,265.0,401.0,512.0,154.0,192.0,41.0,
2014,CA-608,Riverside City & County CoC,Sheltered-Only Count,2945.0,1057.0,1888.0,2390.0,555.0,1010.0,296.0,
2014,CA-609,San Bernardino City & County CoC,Sheltered-Only Count,2315.0,1068.0,1247.0,1531.0,784.0,490.0,167.0,
2014,CA-611,"Oxnard, San Buenaventura/Ventura County CoC",Sheltered and Unsheltered Count,1428.0,518.0,910.0,1086.0,342.0,407.0,102.0,
2014,CA-612,Glendale CoC,Sheltered-Only Count,292.0,185.0,107.0,204.0,88.0,79.0,19.0,
2014,CA-613,Imperial County CoC,Sheltered and Unsheltered Count,298.0,164.0,134.0,181.0,117.0,111.0,7.0,
2014,CA-614,San Luis Obispo County CoC,Sheltered-Only Count,2366.0,244.0,2122.0,1912.0,454.0,655.0,253.0,
2014,FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",Sheltered and Unsheltered Count,1377.0,780.0,597.0,1131.0,246.0,250.0,170.0,
2014,FL-501,Tampa/Hillsborough County CoC,Sheltered and Unsheltered Count,1944.0,853.0,1091.0,1443.0,501.0,326.0,236.0,
2014,FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",Sheltered and Unsheltered Count,3391.0,2213.0,1178.0,2865.0,526.0,474.0,550.0,
2014,FL-503,"Lakeland, Winterhaven/Polk County CoC",Sheltered and Unsheltered Count,536.0,248.0,288.0,451.0,85.0,111.0,40.0,
2014,FL-504,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",Sheltered and Unsheltered Count,1633.0,608.0,1025.0,1171.0,462.0,198.0,135.0,
2014,FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",Sheltered-Only Count,1577.0,302.0,1275.0,556.0,1021.0,354.0,211.0,
2014,FL-506,Tallahassee/Leon County CoC,Sheltered and Unsheltered Count,805.0,617.0,188.0,679.0,126.0,220.0,108.0,
2014,FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",Sheltered and Unsheltered Count,2254.0,1988.0,266.0,1390.0,864.0,125.0,299.0,
2014,FL-508,"Gainesville/Alachua, Putnam Counties CoC",Sheltered and Unsheltered Count,1256.0,368.0,888.0,1134.0,122.0,431.0,229.0,
2014,FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",Sheltered and Unsheltered Count,2591.0,249.0,2342.0,1360.0,1231.0,131.0,118.0,
2014,FL-510,"Jacksonville-Duval, Clay Counties CoC",Sheltered and Unsheltered Count,2049.0,1756.0,293.0,1375.0,674.0,399.0,224.0,
2014,FL-511,"Pensacola/Escambia, Santa Rosa Counties CoC",Sheltered and Unsheltered Count,843.0,611.0,232.0,721.0,122.0,177.0,100.0,
2014,FL-512,St. Johns County CoC,Sheltered-Only Count,1401.0,197.0,1204.0,1062.0,339.0,65.0,48.0,
2014,FL-513,"Palm Bay, Melbourne/Brevard County CoC",Sheltered-Only Count,1477.0,617.0,860.0,1043.0,434.0,117.0,333.0,
2014,FL-514,Ocala/Marion County CoC,Sheltered and Unsheltered Count,918.0,274.0,644.0,564.0,354.0,85.0,71.0,
2014,FL-515,"Panama City/Bay, Jackson Counties CoC",Sheltered and Unsheltered Count,268.0,196.0,72.0,224.0,44.0,36.0,31.0,
2014,FL-517,"Hendry, Hardee, Highlands Counties CoC",Sheltered and Unsheltered Count,1346.0,234.0,1112.0,829.0,517.0,110.0,50.0,
2014,FL-518,"Columbia, Hamilton, Lafayette, Suwannee Counties CoC",Sheltered and Unsheltered Count,1070.0,83.0,987.0,652.0,418.0,350.0,209.0,
2014,FL-519,Pasco County CoC,Sheltered-Only Count,3356.0,156.0,3200.0,1693.0,1663.0,809.0,369.0,
2014,FL-520,"Citrus, Hernando, Lake, Sumter Counties CoC",Sheltered and Unsheltered Count,511.0,310.0,201.0,347.0,164.0,10.0,27.0,
2014,FL-600,Miami-Dade County CoC,Sheltered and Unsheltered Count,4156.0,3316.0,840.0,2845.0,1311.0,688.0,317.0,
2014,FL-601,Ft Lauderdale/Broward County CoC,Sheltered and Unsheltered Count,2766.0,1887.0,879.0,2028.0,738.0,497.0,229.0,
2014,FL-602,Punta Gorda/Charlotte County CoC,Sheltered and Unsheltered Count,511.0,203.0,308.0,265.0,246.0,149.0,63.0,
2014,FL-603,"Ft Myers, Cape Coral/Lee County CoC",Sheltered and Unsheltered Count,871.0,427.0,444.0,700.0,171.0,224.0,120.0,
2014,FL-604,Monroe County CoC,Sheltered and Unsheltered Count,678.0,383.0,295.0,594.0,84.0,114.0,92.0,
2014,FL-605,West Palm Beach/Palm Beach County CoC,Sheltered-Only Count,1596.0,649.0,947.0,1327.0,269.0,361.0,151.0,
2014,FL-606,Naples/Collier County CoC,Sheltered and Unsheltered Count,361.0,326.0,35.0,281.0,80.0,32.0,22.0,
2015,CA-500,San Jose/Santa Clara City & County CoC,Sheltered and Unsheltered Count,6556.0,1929.0,4627.0,5648.0,908.0,2169.0,703.0,882.0
2015,CA-501,San Francisco CoC,Sheltered and Unsheltered Count,6775.0,2417.0,4358.0,6175.0,600.0,1574.0,557.0,1473.0
2015,CA-502,"Oakland, Berkeley/Alameda County CoC",Sheltered and Unsheltered Count,4040.0,1643.0,2397.0,3055.0,985.0,660.0,388.0,299.0
2015,CA-503,Sacramento City & County CoC,Sheltered and Unsheltered Count,2659.0,1711.0,948.0,1925.0,734.0,466.0,313.0,246.0
2015,CA-504,"Santa Rosa, Petaluma/Sonoma County CoC",Sheltered and Unsheltered Count,3097.0,1037.0,2060.0,2730.0,367.0,702.0,215.0,678.0
2015,CA-505,Richmond/Contra Costa County CoC,Sheltered and Unsheltered Count,2031.0,704.0,1327.0,1634.0,397.0,551.0,122.0,140.0
2015,CA-506,"Salinas/Monterey, San Benito Counties CoC",Sheltered and Unsheltered Count,2959.0,852.0,2107.0,2506.0,453.0,598.0,176.0,324.0
2015,CA-507,Marin County CoC,Sheltered and Unsheltered Count,1318.0,483.0,835.0,1115.0,203.0,263.0,66.0,367.0
2015,CA-508,Watsonville/Santa Cruz City & County CoC,Sheltered and Unsheltered Count,1964.0,610.0,1354.0,1483.0,481.0,512.0,151.0,270.0
2015,CA-509,Mendocino County CoC,Sheltered and Unsheltered Count,947.0,152.0,795.0,818.0,129.0,106.0,39.0,92.0
2015,CA-510,"Turlock, Modesto/Stanislaus County CoC",Sheltered and Unsheltered Count,1408.0,725.0,683.0,1135.0,273.0,43.0,102.0,91.0
2015,CA-511,Stockton/San Joaquin County CoC,Sheltered and Unsheltered Count,1708.0,1173.0,535.0,957.0,751.0,271.0,144.0,42.0
2015,CA-512,Daly/San Mateo County CoC,Sheltered and Unsheltered Count,1483.0,708.0,775.0,967.0,516.0,313.0,183.0,44.0
2015,CA-513,"Visalia/Kings, Tulare Counties CoC",Sheltered and Unsheltered Count,862.0,417.0,445.0,725.0,137.0,338.0,51.0,66.0
2015,CA-514,Fresno City & County/Madera County CoC,Sheltered and Unsheltered Count,1722.0,539.0,1183.0,1410.0,312.0,366.0,227.0,136.0
2015,CA-515,"Roseville, Rocklin/Placer County CoC",Sheltered and Unsheltered Count,796.0,297.0,499.0,611.0,185.0,290.0,64.0,62.0
2015,CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Sheltered and Unsheltered Count,591.0,244.0,347.0,504.0,87.0,286.0,87.0,21.0
2015,CA-517,Napa City & County CoC,Sheltered and Unsheltered Count,293.0,179.0,114.0,226.0,67.0,125.0,19.0,17.0
2015,CA-518,Vallejo/Solano County CoC,Sheltered and Unsheltered Count,1082.0,287.0,795.0,968.0,114.0,223.0,89.0,120.0
2015,CA-519,"Chico, Paradise/Butte County CoC",Sheltered and Unsheltered Count,571.0,286.0,285.0,472.0,99.0,250.0,50.0,57.0
2015,CA-520,Merced City & County CoC,Sheltered and Unsheltered Count,898.0,155.0,743.0,863.0,35.0,221.0,88.0,61.0
2015,CA-521,"Davis, Woodland/Yolo County CoC",Sheltered and Unsheltered Count,498.0,305.0,193.0,362.0,136.0,82.0,44.0,45.0
2015,CA-522,Humboldt County CoC,Sheltered and Unsheltered Count,1180.0,244.0,936.0,1022.0,158.0,372.0,145.0,116.0
2015,CA-523,"Colusa, Glenn, Trinity Counties CoC",Sheltered and Unsheltered Count,136.0,56.0,80.0,80.0,56.0,32.0,10.0,4.0
2015,CA-524,Yuba City & County/Sutter County CoC,Sheltered and Unsheltered Count,716.0,205.0,511.0,420.0,296.0,39.0,113.0,66.0
2015,CA-525,El Dorado County CoC,Sheltered and Unsheltered Count,269.0,121.0,148.0,157.0,112.0,58.0,20.0,17.0
2015,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Sheltered and Unsheltered Count,430.0,128.0,302.0,337.0,93.0,98.0,47.0,35.0
2015,CA-527,Tehama County CoC,Sheltered and Unsheltered Count,138.0,78.0,60.0,115.0,23.0,30.0,15.0,9.0
2015,CA-529,Lake County CoC,Sheltered and Unsheltered Count,315.0,27.0,288.0,211.0,104.0,0.0,21.0,6.0
2015,CA-530,"Alpine, Inyo, Mono Counties CoC",Sheltered and Unsheltered Count,53.0,8.0,45.0,46.0,7.0,19.0,8.0,7.0
2015,CA-600,Los Angeles City & County CoC,Sheltered and Unsheltered Count,41174.0,12226.0,28948.0,33669.0,7505.0,12356.0,4016.0,2670.0
2015,CA-601,San Diego City and County CoC,Sheltered and Unsheltered Count,8742.0,4586.0,4156.0,6761.0,1981.0,1547.0,1381.0,625.0
2015,CA-602,"Santa Ana, Anaheim/Orange County CoC",Sheltered and Unsheltered Count,4452.0,2251.0,2201.0,3073.0,1379.0,558.0,447.0,184.0
2015,CA-603,Santa Maria/Santa Barbara County CoC,Sheltered and Unsheltered Count,1729.0,839.0,890.0,1393.0,336.0,347.0,128.0,115.0
2015,CA-604,Bakersfield/Kern County CoC,Sheltered and Unsheltered Count,954.0,545.0,409.0,733.0,221.0,161.0,92.0,52.0
2015,CA-606,Long Beach CoC,Sheltered and Unsheltered Count,2345.0,832.0,1513.0,1937.0,408.0,905.0,308.0,80.0
2015,CA-607,Pasadena CoC,Sheltered and Unsheltered Count,632.0,190.0,442.0,517.0,115.0,183.0,36.0,38.0
2015,CA-608,Riverside City & County CoC,Sheltered and Unsheltered Count,2372.0,884.0,1488.0,2066.0,306.0,490.0,223.0,119.0
2015,CA-609,San Bernardino City & County CoC,Sheltered and Unsheltered Count,2149.0,838.0,1311.0,1524.0,625.0,498.0,176.0,179.0
2015,CA-611,"Oxnard, San Buenaventura/Ventura County CoC",Sheltered and Unsheltered Count,1417.0,460.0,957.0,1084.0,333.0,469.0,103.0,140.0
2015,CA-612,Glendale CoC,Sheltered and Unsheltered Count,208.0,86.0,122.0,133.0,75.0,57.0,6.0,6.0
2015,CA-613,Imperial County CoC,Sheltered and Unsheltered Count,554.0,190.0,364.0,432.0,122.0,162.0,8.0,21.0
2015,CA-614,San Luis Obispo County CoC,Sheltered and Unsheltered Count,1515.0,392.0,1123.0,1157.0,358.0,388.0,130.0,394.0
2015,FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",Sheltered and Unsheltered Count,1198.0,721.0,477.0,978.0,220.0,215.0,152.0,84.0
2015,FL-501,Tampa/Hillsborough County CoC,Sheltered and Unsheltered Count,1931.0,1175.0,756.0,1363.0,568.0,303.0,313.0,90.0
2015,FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",Sheltered and Unsheltered Count,3387.0,2215.0,1172.0,2903.0,484.0,631.0,589.0,201.0
2015,FL-503,"Lakeland, Winterhaven/Polk County CoC",Sheltered and Unsheltered Count,464.0,227.0,237.0,348.0,116.0,87.0,44.0,13.0
2015,FL-504,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",Sheltered and Unsheltered Count,1325.0,550.0,775.0,930.0,395.0,246.0,110.0,40.0
2015,FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",Sheltered and Unsheltered Count,683.0,272.0,411.0,566.0,117.0,274.0,117.0,104.0
2015,FL-506,Tallahassee/Leon County CoC,Sheltered and Unsheltered Count,863.0,646.0,217.0,625.0,238.0,129.0,113.0,57.0
2015,FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",Sheltered and Unsheltered Count,2112.0,1820.0,292.0,1392.0,720.0,172.0,320.0,119.0
2015,FL-508,"Gainesville/Alachua, Putnam Counties CoC",Sheltered and Unsheltered Count,870.0,317.0,553.0,788.0,82.0,377.0,217.0,53.0
2015,FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",Sheltered and Unsheltered Count,2412.0,236.0,2176.0,1299.0,1113.0,110.0,68.0,50.0
2015,FL-510,"Jacksonville-Duval, Clay Counties CoC",Sheltered and Unsheltered Count,1853.0,1427.0,426.0,1354.0,499.0,327.0,184.0,105.0
2015,FL-511,"Pensacola/Escambia, Santa Rosa Counties CoC",Sheltered and Unsheltered Count,1014.0,538.0,476.0,874.0,140.0,219.0,167.0,185.0
2015,FL-512,St. Johns County CoC,Sheltered and Unsheltered Count,1161.0,198.0,963.0,897.0,264.0,112.0,24.0,32.0
2015,FL-513,"Palm Bay, Melbourne/Brevard County CoC",Sheltered and Unsheltered Count,1072.0,684.0,388.0,616.0,456.0,148.0,193.0,59.0
2015,FL-514,Ocala/Marion County CoC,Sheltered and Unsheltered Count,787.0,259.0,528.0,619.0,168.0,66.0,95.0,69.0
2015,FL-515,"Panama City/Bay, Jackson Counties CoC",Sheltered and Unsheltered Count,317.0,183.0,134.0,272.0,45.0,25.0,40.0,27.0
2015,FL-517,"Hendry, Hardee, Highlands Counties CoC",Sheltered and Unsheltered Count,1218.0,278.0,940.0,620.0,598.0,227.0,0.0,25.0
2015,FL-518,"Columbia, Hamilton, Lafayette, Suwannee Counties CoC",Sheltered and Unsheltered Count,1115.0,66.0,1049.0,876.0,239.0,170.0,139.0,269.0
2015,FL-519,Pasco County CoC,Sheltered and Unsheltered Count,1019.0,159.0,860.0,792.0,227.0,296.0,114.0,186.0
2015,FL-520,"Citrus, Hernando, Lake, Sumter Counties CoC",Sheltered and Unsheltered Count,731.0,267.0,464.0,486.0,245.0,36.0,62.0,32.0
2015,FL-600,Miami-Dade County CoC,Sheltered and Unsheltered Count,4152.0,3145.0,1007.0,2720.0,1432.0,486.0,236.0,150.0
2015,FL-601,Ft Lauderdale/Broward County CoC,Sheltered and Unsheltered Count,2615.0,1796.0,819.0,2099.0,516.0,427.0,247.0,191.0
2015,FL-602,Punta Gorda/Charlotte County CoC,Sheltered and Unsheltered Count,562.0,162.0,400.0,313.0,249.0,135.0,65.0,23.0
2015,FL-603,"Ft Myers, Cape Coral/Lee County CoC",Sheltered and Unsheltered Count,614.0,300.0,314.0,520.0,94.0,171.0,62.0,39.0
2015,FL-604,Monroe County CoC,Sheltered and Unsheltered Count,615.0,301.0,314.0,562.0,53.0,148.0,93.0,27.0
2015,FL-605,West Palm Beach/Palm Beach County CoC,Sheltered and Unsheltered Count,1421.0,596.0,825.0,1220.0,201.0,448.0,157.0,112.0
2015,FL-606,Naples/Collier County CoC,Sheltered and Unsheltered Count,389.0,345.0,44.0,293.0,96.0,36.0,5.0,29.0
2016,CA-500,San Jose/Santa Clara City & County CoC,Sheltered-Only Count,6524.0,1897.0,4627.0,5585.0,939.0,2095.0,701.0,885.0
2016,CA-501,San Francisco CoC,Sheltered-Only Count,6996.0,2638.0,4358.0,6309.0,687.0,1805.0,580.0,1488.0
2016,CA-502,"Oakland, Berkeley/Alameda County CoC",Sheltered-Only Count,4145.0,1748.0,2397.0,3148.0,997.0,668.0,401.0,271.0
2016,CA-503,Sacramento City & County CoC,Sheltered-Only Count,2500.0,1552.0,948.0,1921.0,579.0,507.0,308.0,250.0
2016,CA-504,"Santa Rosa, Petaluma/Sonoma County CoC",Sheltered and Unsheltered Count,2906.0,1000.0,1906.0,2517.0,389.0,699.0,274.0,664.0
2016,CA-505,Richmond/Contra Costa County CoC,Sheltered and Unsheltered Count,1730.0,620.0,1110.0,1366.0,364.0,346.0,136.0,91.0
2016,CA-506,"Salinas/Monterey, San Benito Counties CoC",Sheltered-Only Count,3022.0,915.0,2107.0,2536.0,486.0,631.0,204.0,322.0
2016,CA-507,Marin County CoC,Sheltered-Only Count,1258.0,423.0,835.0,1070.0,188.0,257.0,78.0,354.0
2016,CA-508,Watsonville/Santa Cruz City & County CoC,Sheltered-Only Count,1959.0,605.0,1354.0,1454.0,505.0,498.0,146.0,303.0
2016,CA-509,Mendocino County CoC,Sheltered and Unsheltered Count,1242.0,192.0,1050.0,1147.0,95.0,177.0,19.0,236.0
2016,CA-510,"Turlock, Modesto/Stanislaus County CoC",Sheltered and Unsheltered Count,1434.0,704.0,730.0,1147.0,287.0,238.0,74.0,108.0
2016,CA-511,Stockton/San Joaquin County CoC,Sheltered-Only Count,1780.0,1245.0,535.0,947.0,833.0,244.0,138.0,36.0
2016,CA-512,Daly/San Mateo County CoC,Sheltered-Only Count,1361.0,586.0,775.0,911.0,450.0,235.0,136.0,53.0
2016,CA-513,"Visalia/Kings, Tulare Counties CoC",Sheltered and Unsheltered Count,792.0,326.0,466.0,646.0,146.0,241.0,37.0,50.0
2016,CA-514,Fresno City & County/Madera County CoC,Sheltered and Unsheltered Count,1883.0,452.0,1431.0,1684.0,199.0,529.0,228.0,101.0
2016,CA-515,"Roseville, Rocklin/Placer County CoC",Sheltered-Only Count,1021.0,522.0,499.0,861.0,160.0,313.0,67.0,66.0
2016,CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Sheltered and Unsheltered Count,1272.0,312.0,960.0,1065.0,207.0,394.0,98.0,151.0
2016,CA-517,Napa City & County CoC,Sheltered and Unsheltered Count,317.0,199.0,118.0,235.0,82.0,94.0,22.0,24.0
2016,CA-518,Vallejo/Solano County CoC,Sheltered-Only Count,1118.0,323.0,795.0,955.0,163.0,252.0,119.0,114.0
2016,CA-519,"Chico, Paradise/Butte County CoC",Sheltered-Only Count,574.0,289.0,285.0,440.0,134.0,238.0,49.0,69.0
2016,CA-520,Merced City & County CoC,Sheltered and Unsheltered Count,516.0,160.0,356.0,504.0,12.0,224.0,25.0,43.0
2016,CA-521,"Davis, Woodland/Yolo County CoC",Sheltered-Only Count,532.0,339.0,193.0,322.0,210.0,75.0,29.0,47.0
2016,CA-522,Humboldt County CoC,Sheltered-Only Count,1134.0,198.0,936.0,989.0,145.0,362.0,131.0,102.0
2016,CA-523,"Colusa, Glenn, Trinity Counties CoC",Sheltered-Only Count,115.0,35.0,80.0,71.0,44.0,31.0,7.0,4.0
2016,CA-524,Yuba City & County/Sutter County CoC,Sheltered-Only Count,702.0,191.0,511.0,387.0,315.0,70.0,21.0,73.0
2016,CA-525,El Dorado County CoC,Sheltered-Only Count,269.0,121.0,148.0,192.0,77.0,95.0,17.0,15.0
2016,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Sheltered and Unsheltered Count,632.0,151.0,481.0,509.0,123.0,129.0,35.0,45.0
2016,CA-527,Tehama County CoC,Sheltered-Only Count,133.0,73.0,60.0,103.0,30.0,29.0,16.0,5.0
2016,CA-529,Lake County CoC,Sheltered-Only Count,332.0,44.0,288.0,210.0,122.0,12.0,21.0,7.0
2016,CA-530,"Alpine, Inyo, Mono Counties CoC",Sheltered and Unsheltered Count,130.0,11.0,119.0,110.0,20.0,31.0,8.0,2.0
2016,CA-600,Los Angeles City & County CoC,Sheltered and Unsheltered Count,43854.0,11073.0,32781.0,37726.0,6128.0,12970.0,2728.0,3086.0
2016,CA-601,San Diego City and County CoC,Sheltered and Unsheltered Count,8669.0,3729.0,4940.0,6955.0,1714.0,1345.0,1156.0,830.0
2016,CA-602,"Santa Ana, Anaheim/Orange County CoC",Sheltered-Only Count,4319.0,2118.0,2201.0,3028.0,1291.0,711.0,455.0,145.0
2016,CA-603,Santa Maria/Santa Barbara County CoC,Sheltered-Only Count,1813.0,923.0,890.0,1385.0,428.0,426.0,122.0,133.0
2016,CA-604,Bakersfield/Kern County CoC,Sheltered and Unsheltered Count,1067.0,561.0,506.0,875.0,192.0,254.0,99.0,89.0
2016,CA-606,Long Beach CoC,Sheltered-Only Count,2250.0,737.0,1513.0,1908.0,342.0,800.0,289.0,69.0
2016,CA-607,Pasadena CoC,Sheltered and Unsheltered Count,530.0,178.0,352.0,453.0,77.0,193.0,44.0,38.0
2016,CA-608,Riverside City & County CoC,Sheltered and Unsheltered Count,2165.0,814.0,1351.0,1900.0,265.0,369.0,211.0,157.0
2016,CA-609,San Bernardino City & County CoC,Sheltered and Unsheltered Count,1887.0,696.0,1191.0,1422.0,465.0,376.0,122.0,169.0
2016,CA-611,"Oxnard, San Buenaventura/Ventura County CoC",Sheltered and Unsheltered Count,1271.0,494.0,777.0,1011.0,260.0,296.0,78.0,78.0
2016,CA-612,Glendale CoC,Sheltered and Unsheltered Count,240.0,185.0,55.0,176.0,64.0,95.0,10.0,6.0
2016,CA-613,Imperial County CoC,Sheltered and Unsheltered Count,380.0,128.0,252.0,280.0,100.0,60.0,12.0,37.0
2016,CA-614,San Luis Obispo County CoC,Sheltered-Only Count,1368.0,245.0,1123.0,1200.0,168.0,388.0,161.0,406.0
2016,FL-500,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",Sheltered and Unsheltered Count,1468.0,804.0,664.0,1219.0,249.0,294.0,161.0,97.0
2016,FL-501,Tampa/Hillsborough County CoC,Sheltered and Unsheltered Count,1817.0,1048.0,769.0,1284.0,533.0,244.0,181.0,53.0
2016,FL-502,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",Sheltered and Unsheltered Count,2777.0,1638.0,1139.0,2383.0,394.0,603.0,380.0,127.0
2016,FL-503,"Lakeland, Winterhaven/Polk County CoC",Sheltered and Unsheltered Count,635.0,375.0,260.0,417.0,218.0,79.0,42.0,22.0
2016,FL-504,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",Sheltered and Unsheltered Count,1005.0,424.0,581.0,749.0,256.0,180.0,36.0,30.0
2016,FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",Sheltered and Unsheltered Count,629.0,272.0,357.0,521.0,108.0,267.0,37.0,91.0
2016,FL-506,Tallahassee/Leon County CoC,Sheltered and Unsheltered Count,869.0,721.0,148.0,635.0,234.0,78.0,117.0,64.0
2016,FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",Sheltered and Unsheltered Count,1670.0,1537.0,133.0,1094.0,576.0,106.0,231.0,96.0
2016,FL-508,"Gainesville/Alachua, Putnam Counties CoC",Sheltered and Unsheltered Count,844.0,419.0,425.0,596.0,248.0,253.0,123.0,44.0
2016,FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",Sheltered and Unsheltered Count,2382.0,248.0,2134.0,925.0,1457.0,77.0,50.0,105.0
2016,FL-510,"Jacksonville-Duval, Clay Counties CoC",Sheltered and Unsheltered Count,1959.0,1518.0,441.0,1466.0,493.0,325.0,130.0,107.0
2016,FL-511,"Pensacola/Escambia, Santa Rosa Counties CoC",Sheltered and Unsheltered Count,798.0,616.0,182.0,615.0,183.0,189.0,112.0,52.0
2016,FL-512,St. Johns County CoC,Sheltered and Unsheltered Count,1064.0,255.0,809.0,781.0,283.0,35.0,36.0,17.0
2016,FL-513,"Palm Bay, Melbourne/Brevard County CoC",Sheltered and Unsheltered Count,827.0,644.0,183.0,505.0,322.0,163.0,160.0,60.0
2016,FL-514,Ocala/Marion County CoC,Sheltered-Only Count,823.0,295.0,528.0,650.0,173.0,65.0,108.0,46.0
2016,FL-515,"Panama City/Bay, Jackson Counties CoC",Sheltered and Unsheltered Count,310.0,174.0,136.0,266.0,44.0,25.0,39.0,25.0
2016,FL-517,"Hendry, Hardee, Highlands Counties CoC",Sheltered and Unsheltered Count,1071.0,313.0,758.0,601.0,470.0,323.0,12.0,50.0
2016,FL-518,"Columbia, Hamilton, Lafayette, Suwannee Counties CoC",Sheltered-Only Count,1145.0,96.0,1049.0,885.0,260.0,175.0,140.0,266.0
2016,FL-519,Pasco County CoC,Sheltered-Only Count,1055.0,195.0,860.0,793.0,262.0,267.0,100.0,188.0
2016,FL-520,"Citrus, Hernando, Lake, Sumter Counties CoC",Sheltered and Unsheltered Count,595.0,303.0,292.0,414.0,181.0,28.0,49.0,30.0
2016,FL-600,Miami-Dade County CoC,Sheltered and Unsheltered Count,4235.0,3253.0,982.0,3182.0,1053.0,435.0,157.0,177.0
2016,FL-601,Ft Lauderdale/Broward County CoC,Sheltered and Unsheltered Count,2302.0,1520.0,782.0,1844.0,458.0,400.0,210.0,144.0
2016,FL-602,Punta Gorda/Charlotte County CoC,Sheltered and Unsheltered Count,388.0,134.0,254.0,223.0,165.0,71.0,65.0,8.0
2016,FL-603,"Ft Myers, Cape Coral/Lee County CoC",Sheltered and Unsheltered Count,439.0,256.0,183.0,310.0,129.0,82.0,19.0,34.0
2016,FL-604,Monroe County CoC,Sheltered and Unsheltered Count,575.0,305.0,270.0,497.0,78.0,126.0,87.0,31.0
2016,FL-605,West Palm Beach/Palm Beach County CoC,Sheltered-Only Count,1332.0,507.0,825.0,1008.0,324.0,452.0,115.0,63.0
2016,FL-606,Naples/Collier County CoC,Sheltered and Unsheltered Count,545.0,328.0,217.0,338.0,207.0,73.0,5.0,67.0
2017,CA-500,San Jose/Santa Clara City & County CoC,Sheltered and Unsheltered Count,7394.0,1946.0,5448.0,6319.0,1075.0,2018.0,660.0,2530.0
2017,CA-501,San Francisco CoC,Sheltered and Unsheltered Count,6858.0,2505.0,4353.0,6257.0,601.0,2112.0,684.0,1274.0
2017,CA-502,"Oakland, Berkeley/Alameda County CoC",Sheltered and Unsheltered Count,5629.0,1766.0,3863.0,4918.0,711.0,1620.0,531.0,991.0
2017,CA-503,Sacramento City & County CoC,Sheltered and Unsheltered Count,3665.0,1613.0,2052.0,3076.0,589.0,1091.0,469.0,205.0
2017,CA-504,"Santa Rosa, Petaluma/Sonoma County CoC",Sheltered and Unsheltered Count,2835.0,988.0,1847.0,2509.0,326.0,577.0,211.0,532.0
2017,CA-505,Richmond/Contra Costa County CoC,Sheltered and Unsheltered Count,1607.0,696.0,911.0,1352.0,255.0,311.0,99.0,61.0
2017,CA-506,"Salinas/Monterey, San Benito Counties CoC",Sheltered and Unsheltered Count,3364.0,850.0,2514.0,2719.0,645.0,900.0,123.0,627.0
2017,CA-507,Marin County CoC,Sheltered and Unsheltered Count,1117.0,409.0,708.0,917.0,200.0,329.0,94.0,127.0
2017,CA-508,Watsonville/Santa Cruz City & County CoC,Sheltered and Unsheltered Count,2249.0,450.0,1799.0,1846.0,403.0,525.0,236.0,586.0
2017,CA-509,Mendocino County CoC,Sheltered and Unsheltered Count,1238.0,160.0,1078.0,1179.0,59.0,94.0,24.0,42.0
2017,CA-510,"Turlock, Modesto/Stanislaus County CoC",Sheltered and Unsheltered Count,1661.0,840.0,821.0,1256.0,405.0,151.0,100.0,103.0
2017,CA-511,Stockton/San Joaquin County CoC,Sheltered and Unsheltered Count,1542.0,975.0,567.0,1016.0,526.0,243.0,109.0,67.0
2017,CA-512,Daly/San Mateo County CoC,Sheltered and Unsheltered Count,1253.0,616.0,637.0,822.0,431.0,234.0,105.0,30.0
