"variable","row","value","robust_z","coc","state","predictor_year"
"coc_population_density_per_sq_mile",22,18586.9597403018,52.34,"CA-501","California",2019
"coc_population_density_per_sq_mile",21,18568.9747200041,52.28,"CA-501","California",2018
"coc_population_density_per_sq_mile",20,18512.9744692293,52.12,"CA-501","California",2017
"coc_population_density_per_sq_mile",19,18375.3352986504,51.73,"CA-501","California",2016
"coc_population_density_per_sq_mile",18,18196.0754597622,51.22,"CA-501","California",2015
"coc_population_density_per_sq_mile",17,17937.5803262913,50.48,"CA-501","California",2014
"coc_population_density_per_sq_mile",16,17701.898547993,49.8,"CA-501","California",2013
"coc_population_density_per_sq_mile",15,17476.3794658067,49.16,"CA-501","California",2012
"coc_population_density_per_sq_mile",26,17309.1588374578,48.68,"CA-501","California",2024
"coc_population_density_per_sq_mile",25,17224.4205061838,48.43,"CA-501","California",2023
"coc_population_density_per_sq_mile",23,17208.4595913357,48.39,"CA-501","California",2021
"coc_population_density_per_sq_mile",14,17197.5167712483,48.36,"CA-501","California",2011
"coc_population_density_per_sq_mile",24,17147.2514859143,48.21,"CA-501","California",2022
"coc_housing_supply_growth_rate_pct",255,-13.85474749,-33.28,"CA-519","California",2019
"coc_population_density_per_sq_mile",451,9112.03514041015,25.2,"CA-606","California",2016
"coc_population_density_per_sq_mile",452,9110.23450118969,25.19,"CA-606","California",2017
"coc_population_density_per_sq_mile",450,9093.73840978334,25.15,"CA-606","California",2015
"coc_population_density_per_sq_mile",453,9083.36016370042,25.12,"CA-606","California",2018
"coc_population_density_per_sq_mile",449,9052.85298924608,25.03,"CA-606","California",2014
"coc_population_density_per_sq_mile",454,9051.98287565181,25.03,"CA-606","California",2019
"coc_population_density_per_sq_mile",448,9009.9442164751,24.91,"CA-606","California",2013
"coc_population_density_per_sq_mile",447,8958.45062346473,24.76,"CA-606","California",2012
"coc_population_density_per_sq_mile",446,8905.34844739511,24.61,"CA-606","California",2011
"coc_population_density_per_sq_mile",455,8845.83448089146,24.44,"CA-606","California",2021
"coc_population_density_per_sq_mile",456,8789.97228646739,24.28,"CA-606","California",2022
"coc_population_density_per_sq_mile",458,8790.28246167612,24.28,"CA-606","California",2024
"coc_population_density_per_sq_mile",457,8775.58520614601,24.24,"CA-606","California",2023
"coc_hic_psh_beds_per_10k",22,122.47759341795,18.91,"CA-501","California",2019
"coc_population_density_per_sq_mile",516,6421.05368157028,17.49,"CA-612","California",2016
"coc_population_density_per_sq_mile",517,6419.78481013622,17.49,"CA-612","California",2017
"coc_population_density_per_sq_mile",515,6408.16037203606,17.46,"CA-612","California",2015
"coc_population_density_per_sq_mile",518,6400.84704694544,17.43,"CA-612","California",2018
"coc_population_density_per_sq_mile",514,6379.34930227854,17.37,"CA-612","California",2014
"coc_population_density_per_sq_mile",519,6378.73615208632,17.37,"CA-612","California",2019
"coc_population_density_per_sq_mile",513,6349.11242005331,17.29,"CA-612","California",2013
"coc_population_density_per_sq_mile",512,6312.82600106111,17.18,"CA-612","California",2012
"coc_population_density_per_sq_mile",511,6275.40604844931,17.07,"CA-612","California",2011
"coc_population_density_per_sq_mile",520,6233.46784607909,16.95,"CA-612","California",2021
"coc_population_density_per_sq_mile",521,6194.10296834979,16.84,"CA-612","California",2022
"coc_population_density_per_sq_mile",523,6194.32154209707,16.84,"CA-612","California",2024
"coc_population_density_per_sq_mile",522,6183.96470465336,16.81,"CA-612","California",2023
"coc_hic_temporary_beds_per_10k",856,114.771860829086,16.68,"FL-604","Florida",2018
"coc_population_density_per_sq_mile",464,6132.25674536091,16.66,"CA-607","California",2016
"coc_population_density_per_sq_mile",465,6131.04494340497,16.66,"CA-607","California",2017
"coc_population_density_per_sq_mile",463,6119.94333259687,16.63,"CA-607","California",2015
"coc_hic_psh_beds_per_10k",21,108.505091427689,16.63,"CA-501","California",2018
"coc_population_density_per_sq_mile",466,6112.9589357452,16.61,"CA-607","California",2018
"coc_population_density_per_sq_mile",462,6092.42808578174,16.55,"CA-607","California",2014
"coc_population_density_per_sq_mile",467,6091.84251297879,16.55,"CA-607","California",2019
"coc_population_density_per_sq_mile",461,6063.55115464557,16.47,"CA-607","California",2013
"coc_population_density_per_sq_mile",460,6028.8967741241,16.37,"CA-607","California",2012
"coc_population_density_per_sq_mile",459,5993.15984243119,16.27,"CA-607","California",2011
"coc_population_density_per_sq_mile",468,5953.10787633234,16.15,"CA-607","California",2021
"coc_population_density_per_sq_mile",469,5915.51349557227,16.04,"CA-607","California",2022
"coc_population_density_per_sq_mile",471,5915.72223862327,16.04,"CA-607","California",2024
"coc_population_density_per_sq_mile",470,5905.8312161487,16.02,"CA-607","California",2023
"coc_international_migration_rate_per_1000",808,36.73679322,14.64,"FL-600","Florida",2023
"coc_international_migration_rate_per_1000",807,36.63024811,14.59,"FL-600","Florida",2022
"coc_hic_psh_beds_per_10k",20,94.0048289371783,14.26,"CA-501","California",2017
"coc_hic_psh_beds_per_10k",15,91.5456594231224,13.86,"CA-501","California",2012
"coc_real_gdp_per_capita_2017_usd",23,293048.696624639,13.77,"CA-501","California",2021
"coc_housing_supply_growth_rate_pct",716,6.45700127877238,13.53,"FL-512","Florida",2022
"coc_permits_per_1000_housing_units",715,67.0556265984655,13.21,"FL-512","Florida",2021
"coc_real_gdp_per_capita_2017_usd",25,283073.302724406,13.2,"CA-501","California",2023
"coc_real_gdp_per_capita_2017_usd",26,282708.192854363,13.18,"CA-501","California",2024
"coc_hic_psh_beds_per_10k",19,87.1932916586346,13.15,"CA-501","California",2016
"coc_real_gdp_per_capita_2017_usd",24,279096.245774869,12.98,"CA-501","California",2022
"coc_hic_psh_beds_per_10k",14,85.7966039355116,12.92,"CA-501","California",2011
"coc_housing_supply_growth_rate_pct",717,5.95875344409493,12.38,"FL-512","Florida",2023
"coc_hic_psh_beds_per_10k",18,81.7024136452648,12.25,"CA-501","California",2015
"coc_real_gdp_per_capita_2017_usd",168,264866.350874217,12.18,"CA-512","California",2024
"coc_hic_psh_beds_per_10k",17,80.4349103732001,12.05,"CA-501","California",2014
"coc_permits_per_1000_housing_units",716,61.6596220692348,12.02,"FL-512","Florida",2022
"coc_hic_psh_beds_per_10k",16,79.0521837317109,11.82,"CA-501","California",2013
"coc_real_gdp_per_capita_2017_usd",167,244320.36439061,11.02,"CA-512","California",2023
"coc_permits_value_per_1000_housing_units_2025_usd",715,17818389.4267895,10.98,"FL-512","Florida",2021
"coc_international_migration_rate_per_1000",809,27.92216075,10.89,"FL-600","Florida",2024
"coc_hic_psh_beds_per_10k",24,71.5018210523986,10.59,"CA-501","California",2022
"coc_housing_supply_growth_rate_pct",714,5.13930042639301,10.5,"FL-512","Florida",2019
"coc_population_density_per_sq_mile",414,3975.12661794959,10.49,"CA-602","California",2018
"coc_population_density_per_sq_mile",415,3974.77491137663,10.49,"CA-602","California",2019
"coc_population_density_per_sq_mile",413,3973.01888176146,10.48,"CA-602","California",2017
"coc_population_density_per_sq_mile",412,3961.37501610933,10.45,"CA-602","California",2016
"coc_population_density_per_sq_mile",416,3956.11068213826,10.43,"CA-602","California",2021
"coc_population_density_per_sq_mile",417,3950.44332497683,10.42,"CA-602","California",2022
"coc_population_density_per_sq_mile",419,3952.66495902311,10.42,"CA-602","California",2024
"coc_population_density_per_sq_mile",411,3941.71699676801,10.39,"CA-602","California",2015
"coc_population_density_per_sq_mile",418,3941.79334588171,10.39,"CA-602","California",2023
"coc_hic_psh_beds_per_10k",26,70.1386816412793,10.37,"CA-501","California",2024
"coc_hic_psh_beds_per_10k",25,70.0797869084838,10.36,"CA-501","California",2023
"coc_population_density_per_sq_mile",410,3913.25129360491,10.31,"CA-602","California",2014
