"observations","estimated_coefficients","residual_df","r_squared_log_scale","adjusted_r_squared_log_scale","residual_standard_error_log_scale","f_statistic","f_numerator_df","f_denominator_df","f_p_value"
887,52,835,0.662406015379973,0.641786502546894,0.422828580539078,32.1252020230705,51,835,5.89780634749968e-162
