"state","state_abbr","coc_number","coc_name","predictor_year","target_year","target_homeless_rate_per_10k","control_state_florida","control_time_index","coc_log_estimated_population","coc_population_density_per_sq_mile","coc_contributing_counties","coc_housing_units_per_1000_residents","coc_permits_per_1000_housing_units","coc_multifamily_permit_share_pct","coc_permits_value_per_1000_housing_units_2025_usd","coc_birth_rate_per_1000","coc_death_rate_per_1000","coc_international_migration_rate_per_1000","coc_domestic_migration_rate_per_1000","coc_group_quarters_per_1000_residents","coc_population_growth_rate_pct","coc_housing_supply_growth_rate_pct","coc_poverty_all_pct","coc_poverty_child_pct","coc_real_median_household_income_2025_usd","coc_real_per_capita_personal_income_2025_usd","coc_unemployment_rate_pct","coc_high_school_graduate_pct","coc_homeownership_rate_pct","coc_housing_cost_burdened_households_pct","coc_income_inequality_ratio","coc_annual_hpi_change_pct","coc_real_gdp_per_capita_2017_usd","coc_real_gdp_quantity_index","coc_relative_home_price_index_2000_base","state_real_minimum_wage_2025_usd","state_medicaid_expansion","coc_hic_temporary_beds_per_10k","coc_hic_psh_beds_per_10k","state_anticamping_strictness","state_tanf_max_benefit_3person","state_ssi_state_supplement","state_labor_force_participation_pct","state_real_median_rent_2025_usd","state_rental_vacancy_rate"
"California","CA","CA-500","San Jose/Santa Clara City & County CoC",2024,2025,55.9499078296962,0,14,14.4615194842001,1469.3871877302,1,370.918963682773,5.41770291657246,48.8784559207094,1664685.8395561,9.642767911,5.598839688,16.8781348,-11.7953172,21.1110586977373,0.927486951015588,0.593600036389264,7.1,6.7,171382.855051123,161772.179449277,4.1,89.3,57.8072693583254,35.0677629327234,17.8562672197629,5.34,207212.999364074,142.298,288.03,16.4214875725696,1,17.490342835878,26.206686898229,0,1171,239.94,62.2333333333333,2089.63429360949,4.8
"California","CA","CA-501","San Francisco CoC",2011,2012,71.1204088428185,0,1,13.6117418463798,17197.5167712483,1,463.175381597499,4.81220999023264,95.4895489548955,1823041.29028777,10.97859242,7.108512141,7.631595992,0.964744272,29.5457610494697,1.25945835221384,0.206094235727239,13.8,16,99275.5131449025,114361.371682754,8,85.7,43.584482181149,42.9863907981398,23.0559173042487,-4.92,136274.054396479,64.289,148.7,11.4514534873146,0,33.2618157297861,85.7966039355116,1,638,171,63.3916666666667,1796.44676582249,6.1
"California","CA","CA-501","San Francisco CoC",2012,2013,83.4711019424183,0,2,13.6278270515773,17476.3794658067,1,458.236213860698,8.13277833505783,97.5720297831013,3392623.73585255,10.67906497,6.735071382,7.42706409,4.417078234,28.9222995960795,1.62152884202782,0.537866375145923,14.9,16.3,101100.204224447,121404.947500018,6.8,85.9,43.2513836457258,43.3430830567203,24.3255480607083,3.22,147028.879273981,70.52,153.49,11.2188649909919,0,35.6989465251739,91.5456594231224,1,638,160.72,63.05,1759.95944546185,5.2
"California","CA","CA-501","San Francisco CoC",2013,2014,75.321774904496,0,3,13.640648708241,17701.898547993,1,456.319410366234,11.6780166687113,97.228430934287,5260363.20353967,10.90354629,6.904620342,7.928326205,0.804340321,28.5585989051564,1.29042221031854,0.866724062124003,13.8,14.4,106328.866609033,120639.098692404,5.5,86.3,42.7632493696145,43.0140219810504,24.8226683396069,11.04,151532.981605657,73.65,170.44,11.0567758032609,0,32.7428737499583,79.0521837317109,1,638,160.72,62.7083333333333,1734.53170413655,5.1
"California","CA","CA-501","San Francisco CoC",2014,2015,78.5043047009884,0,4,13.6538747677959,17937.5803262913,1,455.51101968851,6.99565964606246,95.0202877167097,2698630.89047953,10.58733188,6.474506041,8.101414997,0.905152983,28.2327358213341,1.33139266197539,1.15187947159194,12.1,13.6,113962.125082522,130611.411055873,4.4,86.7,42.763672297193,42.0828678695141,25.1212717141921,15.86,161416.128752203,79.533,197.47,12.2411219475664,1,26.8704084631208,80.4349103732001,1,670,160.72,62.3416666666667,1706.95644935509,4.5
"California","CA","CA-501","San Francisco CoC",2015,2016,80.2742819375981,0,5,13.6681827162184,18196.0754597622,1,452.050381803224,9.39444894443818,94.8976807639836,3625892.16364113,10.62809262,6.590187658,8.617309308,1.582485296,27.3009582739482,1.4410813987658,0.670406630780906,12.4,13.5,122979.031776233,140742.503663139,3.7,87,42.5830733072515,40.5478723248764,26.3084855866829,10.81,171066.894020404,85.54,218.81,12.226311332377,1,29.2232998458882,81.7024136452648,1,704,160.72,62.1666666666667,1704.89119134813,4.1
"California","CA","CA-501","San Francisco CoC",2016,2017,78.1057810578106,0,6,13.6779860606411,18375.3352986504,1,451.522182138628,10.3860922423235,95.42451676046,3901523.3871307,10.39364159,6.571262861,7.545594694,-1.563543155,27.0070865346662,0.985156603052118,0.867160185,10.2,11.3,136660.355505108,148135.355563913,3.6,87.4,42.8429102526726,38.8342383918296,26.7734999611892,10.49,182365.772038746,92.08,241.77,13.4147767813952,1,30.3380791084919,87.1932916586346,1,704,160.72,62.225,2016.2409502437,3.6
"California","CA","CA-501","San Francisco CoC",2017,2018,77.8588752532088,0,7,13.6854485685657,18512.9744692293,1,452.685526855269,10.1490404452093,97.5706494794249,4011920.98434759,10.2860618,6.574254438,6.852039837,-3.056782536,27.5158307138627,0.749043042436592,1.0086224641493,10.1,12.3,143958.890500091,154024.09955751,3.2,87.9,43.3858440319685,36.9553171269513,26.3579638752052,4.63,196595.541064685,100,252.95,13.7915561924704,1,31.4222586670311,94.0048289371783,1,704,160.72,62.275,1974.16275783648,4.3
"California","CA","CA-501","San Francisco CoC",2018,2019,91.1463798382166,0,8,13.6884689184065,18568.9747200041,1,455.789511931472,12.899464888942,97.5859405175744,3199458.3357839,10.05949728,6.964092394,5.113899983,-5.132094868,27.511195690681,0.302491913808023,0.990248467832022,10.1,10.9,141813.54047843,162725.078635072,2.6,88.5,43.7417310526341,35.2350596697634,26.2694638387564,7.32,212050.980978735,108.174,271.46,14.1042933179875,1,30.49860564826,108.505091427689,1,714,160.72,62.2833333333333,1927.15935063047,4.4
"California","CA","CA-501","San Francisco CoC",2019,2020,92.8309674234607,0,9,13.6894370007089,18586.9597403018,1,461.02145201231,7.87376388058453,96.9375,2831621.21153889,10.06443485,7.216930677,5.10485205,-6.916177943,27.4993222157815,0.096855215,1.24585214193895,9.5,9.3,153385.309885951,160320.675882436,2.4,88.5,43.6148627301385,33.9042398,26.18723483,1.48,229643.69552006,117.08,275.48,15.1124735714226,1,38.6025053627195,122.47759341795,0,785,160.72,62.4416666666667,1892.83731482068,4.2
"California","CA","CA-501","San Francisco CoC",2021,2022,95.3439588031468,0,11,13.6123779455812,17208.4595913357,1,504.619753997028,6.11623022665744,96.5065502183406,2363921.06561437,8.92327122,7.909854385,2.412334123,-66.80509996,31.9468149366124,-6.738358135,1.02953946690609,11.4,11.7,142313.995585444,190496.579316583,5.6,88.8,43.8712267938967,33.9299834458748,26.7571436591254,0.09,293048.696624639,138.145,257.56,15.4461823955615,1,27.7761100948456,68.0496318777116,0,878,160.72,61.075,2017.50905443565,4.3
"California","CA","CA-501","San Francisco CoC",2022,2023,92.8113439895413,0,12,13.6088147478982,17147.2514859143,1,510.784909242486,4.84829226487949,95.5809334657398,1695791.7908781,9.026441681,7.828480424,9.619285212,-14.06990767,34.7598448724034,-0.355686139,0.861711039079283,10.4,7.9,148936.300018482,169173.17904453,2.8,88.8,44.4404573336861,33.6162233330104,28.0773696432341,11.32,279096.245774869,131.355,286.72,15.4034853675129,1,32.0436363994068,71.5018210523986,0,925,199.72,61.7416666666667,2042.06206015028,3.9
"California","CA","CA-501","San Francisco CoC",2023,2024,101.383162087594,0,13,13.6133050185649,17224.4205061838,1,511.556738309223,2.71832765419809,94.7183098591549,1228372.02132507,8.408825464,8.076349289,11.83050831,-7.514452285,35.7376310706233,0.450037257,0.601823766742737,11.9,10.8,132562.046540103,171529.937389106,3.4,88.8,44.43470748,34.4501850052006,28.399332306112,-1.02,283073.302724406,134.04,283.78,16.377947020243,1,47.2013376976617,70.0797869084838,0,1130,219.73,62.15,2066.79124978034,4.4
"California","CA","CA-501","San Francisco CoC",2024,2025,104.965747827992,0,14,13.6182126128244,17309.1588374578,1,511.355815554026,1.83422861158423,91.5584415584416,1060701.38706216,8.299798946,7.648954039,11.19013646,-6.948044138,35.856238846695,0.491966224602969,0.452496267085256,11.3,9.8,140797.834447212,176014.740889561,3.9,89,44.3460706525052,35.5998025621532,29.930123561994,2.58,282708.192854363,135.236,291.09,16.4214875725696,1,53.2313370566847,70.1386816412793,0,1171,239.94,62.2333333333333,2089.63429360949,4.8
"California","CA","CA-502","Oakland, Berkeley/Alameda County CoC",2011,2012,27.3979832201029,0,1,14.241376807034,2057.55882626097,1,381.816103441406,3.715818574987,59.9907918968692,1263678.28433976,12.62853161,5.963400255,5.926605366,-0.792404221,24.425915220636,1.18500766034848,0.284970670839146,13.2,16.8,96328.1953036049,72179.9427622301,10.1,86,58.066237530051,46.3714679399831,15.8637709093412,-5.24,65168.3138929967,76.594,129.81,11.4514534873146,0,14.4619394283811,14.2986383959919,1,638,171,63.3916666666667,1796.44676582249,6.1
"California","CA","CA-502","Oakland, Berkeley/Alameda County CoC",2012,2013,26.9942953659582,0,2,14.2561915758232,2088.26801757547,1,377.559912573595,4.67919793944828,44.4808743169399,1813461.9230479,12.30533226,5.969502824,5.891698942,2.605781671,23.5067873885609,1.49250611562366,0.36114608709934,13.1,17.3,98458.1615190684,73323.696864875,8.7,86.2,56.9765075754411,45.3709059805069,16.2549235642473,0.82,66180.6415823378,79.028,130.88,11.2188649909919,0,14.5646314369492,14.674043162282,1,638,160.72,63.05,1759.95944546185,5.2
"California","CA","CA-502","Oakland, Berkeley/Alameda County CoC",2013,2014,26.5706011722909,0,3,14.2726784099574,2122.98234653789,1,373.103704561871,5.22777559081839,51.671535215839,1868111.89554867,12.42692741,6.140379153,6.495908382,3.654227718,23.1249442103124,1.6623502668359,0.462464991,13,15.4,99687.8906421999,74799.0883090597,7.3,86.4,56.1834802090318,44.0830085919527,16.6737352737353,13.74,67483.2116990958,82.003,148.86,11.0567758032609,0,13.0666570439347,14.9848726855589,1,638,160.72,62.7083333333333,1734.53170413655,5.1
"California","CA","CA-502","Oakland, Berkeley/Alameda County CoC",2014,2015,24.7164642241416,0,4,14.2903729890912,2160.88196953573,1,368.453133241116,5.80355032782126,51.7742873763816,2042293.9336398,12.23322567,5.802876025,7.224731245,3.96563327,23.0651726093923,1.78520669564881,0.516499477392118,12.5,14.3,104724.158386091,77525.7455432597,5.9,86.7,55.5761110099352,43.1141674346702,17.0068041237113,15.94,68900.1674568848,85.299,172.6,12.2411219475664,1,12.5016171246032,15.5617144506255,1,670,160.72,62.3416666666667,1706.95644935509,4.5
"California","CA","CA-502","Oakland, Berkeley/Alameda County CoC",2015,2016,25.1067567158303,0,5,14.3068713653695,2196.82875192872,1,364.482196192441,8.56217268698805,60.909625563615,2705875.7023915,12.02160175,5.922901124,8.653653391,1.757378182,22.4815819515973,1.66352363987381,0.567863388679202,11.5,13.8,110664.419306455,83695.8934653053,4.8,86.9,55.1505612099275,41.7445876737304,17.0932733015254,9.3,72593.1113265571,91.45,188.66,12.226311332377,1,10.9082811167437,15.8699277716394,1,704,160.72,62.1666666666667,1704.89119134813,4.1
"California","CA","CA-502","Oakland, Berkeley/Alameda County CoC",2016,2017,33.905635238249,0,6,14.3168620434794,2218.88657712254,1,363.709985160059,9.47928862035715,55.9908643710471,3261763.37684783,11.87220894,5.825009862,7.74618565,-3.756519579,22.0436718253127,1.0040757694223,0.790083255002005,10.7,12.4,120024.6908185,87476.4179138003,4.1,87.3,55.0666480941196,40.4505795497832,17.1492988550109,11.43,74221.8607070234,94.532,210.22,13.4147767813952,1,10.920984887489,15.6576516551077,1,704,160.72,62.225,2016.2409502437,3.6
"California","CA","CA-502","Oakland, Berkeley/Alameda County CoC",2017,2018,32.9742325811336,0,7,14.3224468279902,2231.31325587846,1,365.001481752757,15.2778832095106,70.1339382155973,5062195.10415794,11.83517731,6.024500279,6.877377198,-7.074287875,21.9474086192233,0.560041188406668,0.9171195086491,9.3,10.5,125503.161351481,90963.8507193664,3.5,87.5,55.383130713269,39.361650472342,16.7398186021697,7.03,78010.7628881024,100,225,13.7915561924704,1,9.85425817192669,17.293138882397,1,704,160.72,62.275,1974.16275783648,4.3
"California","CA","CA-502","Oakland, Berkeley/Alameda County CoC",2018,2019,47.9977311468897,0,8,14.3263903802615,2240.12993472756,1,368.998221695317,13.0985480383071,72.2939424031778,4242184.80154849,11.11948715,6.20988821,5.093551094,-6.03856022,21.8448291171593,0.395134068507574,1.49445355741336,9,9.8,130457.019940484,95129.6118043753,2.9,88,55.5165283614619,38.46463008,16.5491812287065,8.99,80625.0392765498,103.873,245.23,14.1042933179875,1,9.81547389059946,17.5490593704177,1,714,160.72,62.2833333333333,1927.15935063047,4.4
"California","CA","CA-502","Oakland, Berkeley/Alameda County CoC",2019,2020,48.42043000579,0,9,14.3291302746146,2246.27607380941,1,372.710579425116,10.2773702004424,66.7447672602312,3003681.59658664,11.16089015,6.557052921,5.116706135,-6.965670437,22.1087529744293,0.274365294020251,1.283189438,8.9,9.8,135494.659922982,100729.673844722,2.8,88.4,55.9187357971939,37.9430067508321,16.682189499974,1.15,82807.6429482166,106.906,248.04,15.1124735714226,1,10.5125920749296,20.0618788999652,0,785,160.72,62.4416666666667,1892.83731482068,4.2
"California","CA","CA-502","Oakland, Berkeley/Alameda County CoC",2021,2022,59.6826477615486,0,11,14.3128107237191,2209.9153375924,1,383.014398443083,7.9789641160975,70.4676616915423,2390731.16765167,10.08793406,7.005008476,2.546346147,-25.92785533,27.0289337245899,-2.154967988,1.03346654067851,9.4,9.9,129475.841678979,117221.078199916,5.8,89,56.7353243200115,37.4007702724091,17.085226741468,9.81,88708.9745087161,111.803,272.37,15.4461823955615,1,21.4380197959587,22.5631357285126,0,878,160.72,61.075,2017.50905443565,4.3
"California","CA","CA-502","Oakland, Berkeley/Alameda County CoC",2022,2023,59.7591630410488,0,12,14.3060144877423,2194.94714363776,1,390.46241040255,7.96011786494459,72.9511426319937,1819755.5889235,10.36244135,6.735800462,9.637479317,-20.47956727,31.1706665327731,-0.677319791,1.25408673808831,10.1,10.3,133339.17083492,110145.922867265,3.2,89.2,57.2122009711819,37.3662757074742,18.0392554693013,13.19,90947.6986207069,114.055,308.3,15.4034853675129,1,24.3641382418387,25.527542681635,0,925,199.72,61.7416666666667,2042.06206015028,3.9
"California","CA","CA-502","Oakland, Berkeley/Alameda County CoC",2023,2024,57.7408127951197,0,13,14.3059636640774,2194.83559114622,1,394.957303948734,4.47140795085792,63.4188626907073,1263517.42359974,10.15555419,6.654842503,12.3207661,-16.07559627,30.7282975772402,-0.00508224,1.1460311536055,9.5,9,125983.395046682,110376.796499005,3.8,88.9,57.2541318811582,38.0931756650659,18.6158760305607,-0.29,90087.7353733681,113.146,307.4,16.377947020243,1,20.6422931254612,32.1911999289675,0,1130,219.73,62.15,2066.79124978034,4.4
"California","CA","CA-502","Oakland, Berkeley/Alameda County CoC",2024,2025,56.5918992075179,0,14,14.3081467525301,2199.63234828226,1,397.407101447859,2.67986457689505,49.1107286288009,741349.820797859,9.896384324,6.40858017,12.18407067,-13.59950013,30.4523213639785,0.218547446350548,0.840171972,8.8,8,131403.717212729,114199.129951542,4.4,88.8,57.8980874742051,38.3240904506954,19.1775407509354,1.41,90399.0849332347,114.294,311.73,16.4214875725696,1,21.2144023306514,31.3389025212877,0,1171,239.94,62.2333333333333,2089.63429360949,4.8
"California","CA","CA-503","Sacramento City & County CoC",2011,2012,19.4622009728332,0,1,14.1757906953763,1441.85850538417,1,388.638725561996,2.30795598731522,42.0684292379471,644133.40480949,14.14514942,7.151380698,2.580633411,-0.893835025,16.5512334958465,0.868661015363204,0.193300822832154,17.7,24.9,74772.265545421,56749.1091880737,12.1,85.2,59.7135140034442,46.8141433905005,12.4309153713299,-9.77,52982.0649802612,87.552,116.16,11.4514534873146,0,10.8179364315457,13.600887196334,1,638,171,63.3916666666667,1796.44676582249,6.1
"California","CA","CA-503","Sacramento City & County CoC",2012,2013,17.4152789223661,0,2,14.18351814425,1453.04356135488,1,386.505330649783,2.7684114582867,20.2457956015524,847026.561871153,13.57196008,7.281362838,2.293490337,-0.648930619,16.1462904159042,0.775738807167325,0.222540079647815,19.5,26.8,73787.8774038773,56945.5563361508,10.6,85.6,58.0044773272565,46.2678886639474,12.9701369038664,0.6,52841.4283872916,88.156,116.86,11.2188649909919,0,11.4890660081448,15.0603660444115,1,638,160.72,63.05,1759.95944546185,5.2
"California","CA","CA-503","Sacramento City & County CoC",2013,2014,16.6043241755299,0,3,14.1921247865278,1465.60336750648,1,384.2237334982,3.39497629231442,5.8916359810626,1248276.75536408,13.37540267,7.193181157,2.912969606,-0.322514733,15.270276482992,0.864379189010367,0.268962096400172,18.9,25.9,73223.497757095,57438.5682009648,9,85.9,57.040485346997,45.2936124062918,13.6276436826795,17.32,53915.9619782031,90.886,137.1,11.0567758032609,0,10.6632558886355,15.7890294721688,1,638,160.72,62.7083333333333,1734.53170413655,5.1
"California","CA","CA-503","Sacramento City & County CoC",2014,2015,17.8017425489096,0,4,14.2041129529904,1483.27901430932,1,380.938724009554,3.13427177571358,4.03180011357183,1062823.89373705,13.40332263,7.327458907,3.274609533,2.757601821,15.7391907476828,1.20603208171595,0.340747752011361,18.1,23.8,75899.0364488942,59087.895640903,7.4,86.2,56.266179542176,43.8744334396508,14.3481797680412,15.3,54512.8118167889,93.158,158.07,12.2411219475664,1,10.5565262316456,17.6959110241458,1,670,160.72,62.3416666666667,1706.95644935509,4.5
"California","CA","CA-503","Sacramento City & County CoC",2015,2016,16.5454765659797,0,5,14.2167500841964,1502.14235676954,1,377.332001494302,5.34056290597593,21.6943521594684,1716038.06078293,13.32349253,7.491095944,3.85570124,3.017593195,15.4853067001233,1.2717325788502,0.312893230079747,16.9,22.7,79790.2662341293,62271.32057387,6,86.6,55.8725427380834,42.2675368009008,14.8467093385853,6.23,55621.5065361688,96.419,167.93,12.226311332377,1,10.4708256286178,18.6586899149346,1,704,160.72,62.1666666666667,1704.89119134813,4.1
"California","CA","CA-503","Sacramento City & County CoC",2016,2017,23.9965795871279,0,6,14.2282742994629,1519.5535124988,1,374.815931573203,5.91515374102574,16.6865671641791,1915959.98309049,12.98316183,7.481043619,3.402713318,2.646554803,14.9531399012698,1.15908826156177,0.484554062997344,16.3,23.1,80123.7787599175,62885.7905958246,5.2,86.8,55.8292990319739,40.814800971781,15.1199904007679,9.46,55218.7756672755,97.023,183.81,13.4147767813952,1,9.49710354887236,19.6560261603839,1,704,160.72,62.225,2016.2409502437,3.6
"California","CA","CA-503","Sacramento City & County CoC",2017,2018,23.5321489056673,0,7,14.2390133380581,1535.96000441627,1,372.960536266263,8.47578135012104,33.6164043082022,2571319.21749062,12.77495748,7.640487011,2.879911319,2.735092921,14.7639528815865,1.079691619,0.579331923113591,14.1,18.2,82695.4844115949,63407.0079652684,4.5,87,56.4209968006365,40.059958742216,15.0370873933077,9.66,56205.4901828984,100,201.56,13.7915561924704,1,9.36946941041746,19.8258234624347,1,704,160.72,62.275,1974.16275783648,4.3
"California","CA","CA-503","Sacramento City & County CoC",2018,2019,35.8298465650124,0,8,14.2464790068445,1547.46989162943,1,373.274731502145,8.1253536452666,22.2841225626741,2407764.83449595,12.62211571,8.16556302,1.954307941,1.071085994,14.4000374330786,0.749361127898163,0.834235977128728,14.3,20.5,89081.4343879255,64484.8290498388,3.7,87.4,57.0483884647436,39.2888101356898,15.03910574,6.84,57930.7140391428,104.016,215.35,14.1042933179875,1,9.70270596966621,19.0609756256068,1,714,160.72,62.2833333333333,1927.15935063047,4.4
"California","CA","CA-503","Sacramento City & County CoC",2019,2020,34.730953276753,0,9,14.2550929944666,1560.85736376413,1,373.01247762648,9.65217286164125,26.7895490336435,2889547.66403507,12.41877518,8.003095635,1.968419868,2.236311329,14.7951945094835,0.865120039304723,0.79425462459195,12.6,16,90537.5697935951,66181.2998876523,3.6,87.7,57.5453914872096,38.8261199352436,14.5369947629918,4.35,59724.2754751864,108.25,224.71,15.1124735714226,1,10.4764126082917,21.0430280311689,0,785,160.72,62.4416666666667,1892.83731482068,4.2
