"state","state_abbr","coc_number","coc_name","year","homeless_rate_per_10k","total_homeless","sheltered_homeless","unsheltered_homeless","estimated_population","count_type","sheltered_only_count","pit_count_caution_flag","interpretation_note"
"California","CA","CA-500","San Jose/Santa Clara City & County CoC",2010,39.6743633961165,7086,2103,4983,1786040,"No 2010 PIT Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-500","San Jose/Santa Clara City & County CoC",2011,38.999941502847,7067,1898,5169,1812054,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-500","San Jose/Santa Clara City & County CoC",2012,38.3763010425752,7053,1884,5169,1837853,"Sheltered-Only Count",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-500","San Jose/Santa Clara City & County CoC",2013,40.8856503743788,7631,1957,5674,1866425,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-500","San Jose/Santa Clara City & County CoC",2014,39.9999365667717,7567,1893,5674,1891753,"Sheltered-Only Count",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-500","San Jose/Santa Clara City & County CoC",2015,34.2120300477225,6556,1929,4627,1916285,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-500","San Jose/Santa Clara City & County CoC",2016,33.8317167677539,6524,1897,4627,1928368,"Sheltered-Only Count",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-500","San Jose/Santa Clara City & County CoC",2017,38.2611215465897,7394,1946,5448,1932510,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-500","San Jose/Santa Clara City & County CoC",2018,37.5400357184073,7254,1806,5448,1932337,"Sheltered-Only Count",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-500","San Jose/Santa Clara City & County CoC",2019,50.3461884003544,9706,1784,7922,1927852,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-500","San Jose/Santa Clara City & County CoC",2020,49.7320784591495,9605,1683,7922,1931349,"Sheltered-Only Count",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-500","San Jose/Santa Clara City & County CoC",2021,12.2229257679036,2301,2301,0,1882528,"Sheltered-Only Count",TRUE,1,"2021: COVID-disrupted PIT. HUD waived the unsheltered-count requirement. NOT comparable to other years."
"California","CA","CA-500","San Jose/Santa Clara City & County CoC",2022,53.3361416184126,10028,2320,7708,1880151,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-500","San Jose/Santa Clara City & County CoC",2023,52.3863758393167,9903,2502,7401,1890377,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-500","San Jose/Santa Clara City & County CoC",2024,54.4784607240383,10394,2993,7401,1907910,"Sheltered-Only Count",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-500","San Jose/Santa Clara City & County CoC",2025,55.9499078296962,10711,3239,7472,1914391,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-501","San Francisco CoC",2010,72.290054065462,5823,2881,2942,805505,"No 2010 PIT Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-501","San Francisco CoC",2011,69.5028504873414,5669,2298,3371,815650,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-501","San Francisco CoC",2012,71.1204088428185,5895,2524,3371,828876,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-501","San Francisco CoC",2013,83.4711019424183,7008,2693,4315,839572,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-501","San Francisco CoC",2014,75.321774904496,6408,2093,4315,850750,"Sheltered-Only Count",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-501","San Francisco CoC",2015,78.5043047009884,6775,2417,4358,863010,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-501","San Francisco CoC",2016,80.2742819375981,6996,2638,4358,871512,"Sheltered-Only Count",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-501","San Francisco CoC",2017,78.1057810578106,6858,2505,4353,878040,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-501","San Francisco CoC",2018,77.8588752532088,6857,2504,4353,880696,"Sheltered-Only Count",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-501","San Francisco CoC",2019,91.1463798382166,8035,2855,5180,881549,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-501","San Francisco CoC",2020,92.8309674234607,8124,2944,5180,875139,"Sheltered-Only Count",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-501","San Francisco CoC",2021,49.0094576000804,4000,4000,0,816169,"Sheltered-Only Count",TRUE,1,"2021: COVID-disrupted PIT. HUD waived the unsheltered-count requirement. NOT comparable to other years."
"California","CA","CA-501","San Francisco CoC",2022,95.3439588031468,7754,3357,4397,813266,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-501","San Francisco CoC",2023,92.8113439895413,7582,3185,4397,816926,"Sheltered-Only Count*",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-501","San Francisco CoC",2024,101.383162087594,8323,3969,4354,820945,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-501","San Francisco CoC",2025,104.965747827992,8671,4317,4354,826079,"Sheltered-Only Count",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-502","Oakland, Berkeley/Alameda County CoC",2010,28.691607192664,4341,2378,1963,1512986,"No 2010 PIT Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-502","Oakland, Berkeley/Alameda County CoC",2011,27.2908685328709,4178,1966,2212,1530915,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-502","Oakland, Berkeley/Alameda County CoC",2012,27.3979832201029,4257,2045,2212,1553764,"Sheltered-Only Count",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-502","Oakland, Berkeley/Alameda County CoC",2013,26.9942953659582,4264,1927,2337,1579593,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-502","Oakland, Berkeley/Alameda County CoC",2014,26.5706011722909,4272,1935,2337,1607792,"Sheltered-Only Count",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-502","Oakland, Berkeley/Alameda County CoC",2015,24.7164642241416,4040,1643,2397,1634538,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-502","Oakland, Berkeley/Alameda County CoC",2016,25.1067567158303,4145,1748,2397,1650950,"Sheltered-Only Count",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-502","Oakland, Berkeley/Alameda County CoC",2017,33.905635238249,5629,1766,3863,1660196,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-502","Oakland, Berkeley/Alameda County CoC",2018,32.9742325811336,5496,1633,3863,1666756,"Sheltered-Only Count",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-502","Oakland, Berkeley/Alameda County CoC",2019,47.9977311468897,8022,1710,6312,1671329,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-502","Oakland, Berkeley/Alameda County CoC",2020,48.42043000579,8137,1825,6312,1680489,"Sheltered-Only Count",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-502","Oakland, Berkeley/Alameda County CoC",2021,15.4840279150385,2546,2546,0,1644275,"Sheltered-Only Count",TRUE,1,"2021: COVID-disrupted PIT. HUD waived the unsheltered-count requirement. NOT comparable to other years."
"California","CA","CA-502","Oakland, Berkeley/Alameda County CoC",2022,59.6826477615486,9747,2612,7135,1633138,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-502","Oakland, Berkeley/Alameda County CoC",2023,59.7591630410488,9759,2624,7135,1633055,"Sheltered-Only Count*",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-502","Oakland, Berkeley/Alameda County CoC",2024,57.7408127951197,9450,3107,6343,1636624,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-502","Oakland, Berkeley/Alameda County CoC",2025,56.5918992075179,9262,2919,6343,1636630,"Sheltered-Only Count",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-503","Sacramento City & County CoC",2010,19.2347875273589,2734,1540,1194,1421383,"Sheltered-Only Count",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-503","Sacramento City & County CoC",2011,16.572157937687,2376,1421,955,1433730,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-503","Sacramento City & County CoC",2012,19.4622009728332,2812,1857,955,1444852,"Sheltered-Only Count",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-503","Sacramento City & County CoC",2013,17.4152789223661,2538,1752,786,1457341,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-503","Sacramento City & County CoC",2014,16.6043241755299,2449,1663,786,1474917,"Sheltered-Only Count",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-503","Sacramento City & County CoC",2015,17.8017425489096,2659,1711,948,1493674,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-503","Sacramento City & County CoC",2016,16.5454765659797,2500,1552,948,1510987,"Sheltered-Only Count",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-503","Sacramento City & County CoC",2017,23.9965795871279,3665,1613,2052,1527301,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-503","Sacramento City & County CoC",2018,23.5321489056673,3621,1569,2052,1538746,"Sheltered-Only Count",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-503","Sacramento City & County CoC",2019,35.8298465650124,5561,1661,3900,1552058,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-503","Sacramento City & County CoC",2020,34.730953276753,5511,1611,3900,1586769,"Sheltered-Only Count",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-503","Sacramento City & County CoC",2021,11.8632398161796,1885,1885,0,1588942,"Sheltered-Only Count",TRUE,1,"2021: COVID-disrupted PIT. HUD waived the unsheltered-count requirement. NOT comparable to other years."
"California","CA","CA-503","Sacramento City & County CoC",2022,58.3996923284155,9278,2614,6664,1588707,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-503","Sacramento City & County CoC",2023,58.128428691055,9281,2617,6664,1596637,"Sheltered-Only Count*",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-503","Sacramento City & County CoC",2024,41.0895852343349,6615,2671,3944,1609897,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-503","Sacramento City & County CoC",2025,43.220098117964,6995,3051,3944,1618460,"Sheltered-Only Count",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-504","Santa Rosa, Petaluma/Sonoma County CoC",2010,69.0039298202185,3345,1123,2222,484755,"Sheltered-Only Count",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-504","Santa Rosa, Petaluma/Sonoma County CoC",2011,93.1638152644223,4541,1175,3366,487421,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-504","Santa Rosa, Petaluma/Sonoma County CoC",2012,91.4911029341235,4483,1117,3366,489993,"Sheltered-Only Count",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-504","Santa Rosa, Petaluma/Sonoma County CoC",2013,86.6268749759651,4280,971,3309,494073,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-504","Santa Rosa, Petaluma/Sonoma County CoC",2014,85.566431322208,4266,957,3309,498560,"Sheltered-Only Count",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-504","Santa Rosa, Petaluma/Sonoma County CoC",2015,61.8332757660278,3097,1037,2060,500863,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-504","Santa Rosa, Petaluma/Sonoma County CoC",2016,57.8254372227871,2906,1000,1906,502547,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-504","Santa Rosa, Petaluma/Sonoma County CoC",2017,56.4213911704006,2835,988,1847,502469,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-504","Santa Rosa, Petaluma/Sonoma County CoC",2018,60.0830654396031,2996,1067,1929,498643,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-504","Santa Rosa, Petaluma/Sonoma County CoC",2019,59.6962389953392,2951,994,1957,494336,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-504","Santa Rosa, Petaluma/Sonoma County CoC",2020,56.1908154116361,2745,1043,1702,488514,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-504","Santa Rosa, Petaluma/Sonoma County CoC",2021,16.2325943068352,787,787,0,484827,"Sheltered-Only Count",TRUE,1,"2021: COVID-disrupted PIT. HUD waived the unsheltered-count requirement. NOT comparable to other years."
"California","CA","CA-504","Santa Rosa, Petaluma/Sonoma County CoC",2022,59.8672284349676,2893,805,2088,483236,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-504","Santa Rosa, Petaluma/Sonoma County CoC",2023,46.8758080698379,2266,975,1291,483405,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-504","Santa Rosa, Petaluma/Sonoma County CoC",2024,51.9611095200911,2522,945,1577,485363,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-504","Santa Rosa, Petaluma/Sonoma County CoC",2025,40.1279489519862,1952,829,1123,486444,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-505","Richmond/Contra Costa County CoC",2010,26.2127805119045,2759,887,1872,1052540,"No 2010 PIT Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-505","Richmond/Contra Costa County CoC",2011,22.6666916954498,2415,925,1490,1065440,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-505","Richmond/Contra Costa County CoC",2012,22.1428650974249,2386,896,1490,1077548,"Sheltered-Only Count",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-505","Richmond/Contra Costa County CoC",2013,18.2915508582853,2000,671,1329,1093401,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-505","Richmond/Contra Costa County CoC",2014,18.1174450524675,2009,680,1329,1108876,"Sheltered-Only Count",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-505","Richmond/Contra Costa County CoC",2015,18.0628865933538,2031,704,1327,1124405,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-505","Richmond/Contra Costa County CoC",2016,15.2118937664649,1730,620,1110,1137268,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-505","Richmond/Contra Costa County CoC",2017,14.028379752692,1607,696,911,1145535,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-505","Richmond/Contra Costa County CoC",2018,19.4173238338524,2234,697,1537,1150519,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-505","Richmond/Contra Costa County CoC",2019,19.8955203437114,2295,668,1627,1153526,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-505","Richmond/Contra Costa County CoC",2020,19.5241324965766,2277,707,1570,1166249,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-505","Richmond/Contra Costa County CoC",2021,7.04243496483077,820,820,0,1164370,"Sheltered-Only Count",TRUE,1,"2021: COVID-disrupted PIT. HUD waived the unsheltered-count requirement. NOT comparable to other years."
"California","CA","CA-505","Richmond/Contra Costa County CoC",2022,26.6600469072018,3093,764,2329,1160163,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-505","Richmond/Contra Costa County CoC",2023,20.4139065865831,2372,719,1653,1161953,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-505","Richmond/Contra Costa County CoC",2024,24.308827276505,2843,884,1959,1169534,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-505","Richmond/Contra Costa County CoC",2025,18.1014811079679,2118,840,1278,1170070,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-506","Salinas/Monterey, San Benito Counties CoC",2010,51.0077581804196,2407,779,1628,471889,"No 2010 PIT Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-506","Salinas/Monterey, San Benito Counties CoC",2011,56.6501480795831,2699,788,1911,476433,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-506","Salinas/Monterey, San Benito Counties CoC",2012,55.527049961881,2673,762,1911,481387,"Sheltered-Only Count",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-506","Salinas/Monterey, San Benito Counties CoC",2013,61.0599006924255,2955,749,2206,483951,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-506","Salinas/Monterey, San Benito Counties CoC",2014,60.9089039687436,2962,756,2206,486300,"Sheltered-Only Count",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-506","Salinas/Monterey, San Benito Counties CoC",2015,60.5399698834621,2959,852,2107,488768,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-506","Salinas/Monterey, San Benito Counties CoC",2016,61.2760504320955,3022,915,2107,493178,"Sheltered-Only Count",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-506","Salinas/Monterey, San Benito Counties CoC",2017,68.0010834893208,3364,850,2514,494698,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-506","Salinas/Monterey, San Benito Counties CoC",2018,66.5903673067335,3299,785,2514,495417,"Sheltered-Only Count",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-506","Salinas/Monterey, San Benito Counties CoC",2019,54.4207829427877,2704,706,1998,496869,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-506","Salinas/Monterey, San Benito Counties CoC",2020,53.1268192420864,2683,685,1998,505018,"Sheltered-Only Count",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-506","Salinas/Monterey, San Benito Counties CoC",2021,13.4056738822673,678,678,0,505756,"Sheltered-Only Count",TRUE,1,"2021: COVID-disrupted PIT. HUD waived the unsheltered-count requirement. NOT comparable to other years."
"California","CA","CA-506","Salinas/Monterey, San Benito Counties CoC",2022,47.7402801663363,2404,779,1625,503558,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-506","Salinas/Monterey, San Benito Counties CoC",2023,44.0309410916966,2212,587,1625,502374,"Sheltered-Only Count*",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-506","Salinas/Monterey, San Benito Counties CoC",2024,60.8319470202893,3057,678,2379,502532,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-506","Salinas/Monterey, San Benito Counties CoC",2025,60.479028842165,3047,668,2379,503811,"Sheltered-Only Count",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-507","Marin County CoC",2010,40.5687533609591,1026,597,429,252904,"No 2010 PIT Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-507","Marin County CoC",2011,33.7541507424347,862,509,353,255376,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-507","Marin County CoC",2012,28.3135659081235,725,496,229,256061,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-507","Marin County CoC",2013,26.1600795637923,676,505,171,258409,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-507","Marin County CoC",2014,26.0793750168037,679,501,178,260359,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-507","Marin County CoC",2015,50.5143417804964,1318,483,835,260916,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-507","Marin County CoC",2016,48.2802557548683,1258,423,835,260562,"Sheltered-Only Count",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-507","Marin County CoC",2017,43.0030529472683,1117,409,708,259749,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-507","Marin County CoC",2018,42.1702058830326,1095,387,708,259662,"Sheltered-Only Count",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-507","Marin County CoC",2019,39.949618662731,1034,326,708,258826,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-507","Marin County CoC",2020,39.489241860127,1032,324,708,261337,"Sheltered-Only Count",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-507","Marin County CoC",2021,8.6755684425234,225,225,0,259349,"Sheltered-Only Count",TRUE,1,"2021: COVID-disrupted PIT. HUD waived the unsheltered-count requirement. NOT comparable to other years."
"California","CA","CA-507","Marin County CoC",2022,43.6122285420833,1121,291,830,257038,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-507","Marin County CoC",2023,43.7671026412938,1118,288,830,255443,"Sheltered-Only Count*",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-507","Marin County CoC",2024,42.6274129462191,1090,302,788,255704,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-507","Marin County CoC",2025,42.6103888937066,1081,293,788,253694,"Sheltered-Only Count",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-508","Watsonville/Santa Cruz City & County CoC",2010,86.0735634455266,2265,729,1536,263147,"No 2010 PIT Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-508","Watsonville/Santa Cruz City & County CoC",2011,104.622099389107,2771,646,2125,264858,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-508","Watsonville/Santa Cruz City & County CoC",2012,102.68829315912,2735,610,2125,266340,"Sheltered-Only Count",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-508","Watsonville/Santa Cruz City & County CoC",2013,131.539789298256,3536,641,2895,268816,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-508","Watsonville/Santa Cruz City & County CoC",2014,130.288229017836,3529,634,2895,270861,"Sheltered-Only Count",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-508","Watsonville/Santa Cruz City & County CoC",2015,71.8090843610491,1964,610,1354,273503,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-508","Watsonville/Santa Cruz City & County CoC",2016,71.3931689966326,1959,605,1354,274396,"Sheltered-Only Count",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-508","Watsonville/Santa Cruz City & County CoC",2017,81.8246645516198,2249,450,1799,274856,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-508","Watsonville/Santa Cruz City & County CoC",2018,84.7206955861248,2320,521,1799,273841,"Sheltered-Only Count",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-508","Watsonville/Santa Cruz City & County CoC",2019,79.3154059287076,2167,467,1700,273213,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-508","Watsonville/Santa Cruz City & County CoC",2020,83.0150354359393,2256,556,1700,271758,"Sheltered-Only Count",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-508","Watsonville/Santa Cruz City & County CoC",2021,30.6385455882409,800,800,0,261109,"Sheltered-Only Count",TRUE,1,"2021: COVID-disrupted PIT. HUD waived the unsheltered-count requirement. NOT comparable to other years."
"California","CA","CA-508","Watsonville/Santa Cruz City & County CoC",2022,86.4981601739746,2299,525,1774,265786,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-508","Watsonville/Santa Cruz City & County CoC",2023,68.5092776144796,1804,378,1426,263322,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-508","Watsonville/Santa Cruz City & County CoC",2024,70.7681596835707,1850,365,1485,261417,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-508","Watsonville/Santa Cruz City & County CoC",2025,56.9051040749154,1473,351,1122,258852,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-509","Mendocino County CoC",2010,136.903609380517,1202,235,967,87799,"No 2010 PIT Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-509","Mendocino County CoC",2011,166.716284608514,1456,142,1314,87334,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
"California","CA","CA-509","Mendocino County CoC",2012,165.085693336999,1441,127,1314,87288,"Sheltered-Only Count",TRUE,0,"Sheltered-only count: unsheltered people were not enumerated this year."
"California","CA","CA-509","Mendocino County CoC",2013,159.90075125784,1392,174,1218,87054,"Sheltered and Unsheltered Count",FALSE,0,"Full sheltered + unsheltered enumeration."
