"coc_year","state","state_abbr","year","coc_number","coc_name","count_type","total_homeless","homeless_rate_per_10k_estimated","sheltered_homeless","unsheltered_homeless","unsheltered_share_pct","homeless_individuals","homeless_people_in_families","chronically_homeless_individuals","homeless_veterans","homeless_unaccompanied_youth_under_25","pit_count_caution_flag","estimated_coc_population","population_denominator_status"
"CA-521 | 2019","California","CA",2019,"CA-521","Davis, Woodland/Yolo County CoC","Sheltered and Unsheltered Count",655,29.7052154195011,258,397,60.6106870229008,521,134,163,35,33,0,220500,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-521 | 2020","California","CA",2020,"CA-521","Davis, Woodland/Yolo County CoC","Sheltered-Only Count",641,29.4360764144012,244,397,61.9344773790952,529,112,171,40,28,0,217760,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-521 | 2021","California","CA",2021,"CA-521","Davis, Woodland/Yolo County CoC","Sheltered-Only Count",373,17.4687622937,373,0,,306,67,168,20,15,1,213524,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-521 | 2022","California","CA",2022,"CA-521","Davis, Woodland/Yolo County CoC","Sheltered and Unsheltered Count",746,33.4748310553098,368,378,50.6702412868633,598,148,315,22,40,0,222854,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-521 | 2023","California","CA",2023,"CA-521","Davis, Woodland/Yolo County CoC","Sheltered-Only Count*",737,33.203881745524,359,378,51.2890094979647,614,123,334,20,31,0,221962,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-521 | 2024","California","CA",2024,"CA-521","Davis, Woodland/Yolo County CoC","Sheltered and Unsheltered Count",942,42.192958882021,309,633,67.1974522292994,859,83,373,23,18,0,223260,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-521 | 2025","California","CA",2025,"CA-521","Davis, Woodland/Yolo County CoC","Sheltered-Only Count",965,43.0016487678802,332,633,65.5958549222798,909,56,388,29,17,0,224410,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-522 | 2010","California","CA",2010,"CA-522","Humboldt County CoC","No 2010 PIT Count",1355,100.363679458406,355,1000,73.8007380073801,889,466,427,,,0,135009,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-522 | 2011","California","CA",2011,"CA-522","Humboldt County CoC","Sheltered and Unsheltered Count",861,63.6631840464941,407,454,52.7293844367015,599,262,306,99,,0,135243,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-522 | 2012","California","CA",2012,"CA-522","Humboldt County CoC","Sheltered-Only Count",846,62.8659750914009,392,454,53.6643026004728,633,213,222,141,,0,134572,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-522 | 2013","California","CA",2013,"CA-522","Humboldt County CoC","Sheltered and Unsheltered Count",864,64.2842793687641,180,684,79.1666666666667,600,264,138,129,,0,134403,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-522 | 2014","California","CA",2014,"CA-522","Humboldt County CoC","Sheltered-Only Count",932,69.2967716031942,248,684,73.3905579399142,593,339,132,123,,0,134494,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-522 | 2015","California","CA",2015,"CA-522","Humboldt County CoC","Sheltered and Unsheltered Count",1180,87.3414161152315,244,936,79.3220338983051,1022,158,372,145,116,0,135102,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-522 | 2016","California","CA",2016,"CA-522","Humboldt County CoC","Sheltered-Only Count",1134,83.2049306625578,198,936,82.5396825396825,989,145,362,131,102,0,136290,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-522 | 2017","California","CA",2017,"CA-522","Humboldt County CoC","Sheltered and Unsheltered Count",759,55.6015442431524,325,434,57.1805006587615,667,92,302,91,82,0,136507,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-522 | 2018","California","CA",2018,"CA-522","Humboldt County CoC","Sheltered-Only Count",703,51.5986025072664,269,434,61.7354196301565,605,98,349,106,70,0,136244,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-522 | 2019","California","CA",2019,"CA-522","Humboldt County CoC","Sheltered and Unsheltered Count",1702,125.555112940586,300,1402,82.373678025852,1578,124,454,66,88,0,135558,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-522 | 2020","California","CA",2020,"CA-522","Humboldt County CoC","Sheltered-Only Count",1701,124.800070433902,299,1402,82.4221046443269,1585,116,501,58,80,0,136298,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-522 | 2021","California","CA",2021,"CA-522","Humboldt County CoC","Sheltered-Only Count",272,20.1377063744725,272,0,,199,73,111,44,7,1,135070,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-522 | 2022","California","CA",2022,"CA-522","Humboldt County CoC","Sheltered and Unsheltered Count",1648,122.093066328836,339,1309,79.4296116504854,1567,81,715,202,55,0,134979,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-522 | 2023","California","CA",2023,"CA-522","Humboldt County CoC","Sheltered-Only Count*",1656,123.622682074711,347,1309,79.0458937198068,1551,105,714,183,57,0,133956,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-522 | 2024","California","CA",2024,"CA-522","Humboldt County CoC","Sheltered and Unsheltered Count",1573,118.874882863275,379,1194,75.9059122695486,1350,223,537,87,92,0,132324,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-522 | 2025","California","CA",2025,"CA-522","Humboldt County CoC","Sheltered-Only Count",1489,113.105501834451,295,1194,80.1880456682337,1335,154,547,96,98,0,131647,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-523 | 2010","California","CA",2010,"CA-523","Colusa, Glenn, Trinity Counties CoC","No 2010 PIT Count",197,31.1123043636191,74,123,62.4365482233503,145,52,40,,,0,63319,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-523 | 2011","California","CA",2011,"CA-523","Colusa, Glenn, Trinity Counties CoC","Sheltered and Unsheltered Count",322,50.9921294756679,183,139,43.167701863354,200,122,94,28,,0,63147,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-523 | 2012","California","CA",2012,"CA-523","Colusa, Glenn, Trinity Counties CoC","Sheltered-Only Count",303,48.3840061318344,164,139,45.8745874587459,185,118,80,32,,0,62624,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-523 | 2013","California","CA",2013,"CA-523","Colusa, Glenn, Trinity Counties CoC","Sheltered and Unsheltered Count",696,111.384950228851,272,424,60.9195402298851,487,209,252,67,,0,62486,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-523 | 2014","California","CA",2014,"CA-523","Colusa, Glenn, Trinity Counties CoC","Sheltered-Only Count",567,91.2529170354872,143,424,74.7795414462081,410,157,223,49,,0,62135,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-523 | 2015","California","CA",2015,"CA-523","Colusa, Glenn, Trinity Counties CoC","Sheltered and Unsheltered Count",136,21.9079222913109,56,80,58.8235294117647,80,56,32,10,4,0,62078,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-523 | 2016","California","CA",2016,"CA-523","Colusa, Glenn, Trinity Counties CoC","Sheltered-Only Count",115,18.4994530596487,35,80,69.5652173913043,71,44,31,7,4,0,62164,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-523 | 2017","California","CA",2017,"CA-523","Colusa, Glenn, Trinity Counties CoC","Sheltered and Unsheltered Count",176,28.2817245424306,43,133,75.5681818181818,118,58,34,12,7,0,62231,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-523 | 2018","California","CA",2018,"CA-523","Colusa, Glenn, Trinity Counties CoC","Sheltered and Unsheltered Count",268,43.2592975206612,95,173,64.5522388059701,162,106,85,18,6,0,61952,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-523 | 2019","California","CA",2019,"CA-523","Colusa, Glenn, Trinity Counties CoC","Sheltered and Unsheltered Count",192,30.8557653676175,42,150,78.125,136,56,42,17,6,0,62225,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-523 | 2020","California","CA",2020,"CA-523","Colusa, Glenn, Trinity Counties CoC","Sheltered-Only Count",261,39.0449690333004,111,150,57.4712643678161,163,98,44,18,9,0,66846,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-523 | 2021","California","CA",2021,"CA-523","Colusa, Glenn, Trinity Counties CoC","Sheltered-Only Count",140,20.9744112183137,140,0,,29,111,6,1,4,1,66748,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-523 | 2022","California","CA",2022,"CA-523","Colusa, Glenn, Trinity Counties CoC","Sheltered and Unsheltered Count",340,51.4348819266902,144,196,57.6470588235294,166,174,50,17,12,0,66103,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-523 | 2023","California","CA",2023,"CA-523","Colusa, Glenn, Trinity Counties CoC","Sheltered and Unsheltered Count",360,54.619936276741,180,180,50,201,159,64,25,11,0,65910,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-523 | 2024","California","CA",2024,"CA-523","Colusa, Glenn, Trinity Counties CoC","Sheltered and Unsheltered Count",248,37.5569790862145,119,129,52.0161290322581,180,68,64,13,3,0,66033,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-523 | 2025","California","CA",2025,"CA-523","Colusa, Glenn, Trinity Counties CoC","Sheltered and Unsheltered Count",227,34.5525670882993,153,74,32.5991189427313,117,110,42,7,7,0,65697,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-524 | 2010","California","CA",2010,"CA-524","Yuba City & County/Sutter County CoC","Sheltered and Unsheltered Count",512,30.6405184950239,387,125,24.4140625,276,236,41,,,0,167099,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-524 | 2011","California","CA",2011,"CA-524","Yuba City & County/Sutter County CoC","Sheltered and Unsheltered Count",649,38.8690251600577,355,294,45.3004622496148,408,241,51,26,,0,166971,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-524 | 2012","California","CA",2012,"CA-524","Yuba City & County/Sutter County CoC","Sheltered and Unsheltered Count",492,29.4676065954732,272,220,44.7154471544715,311,181,0,23,,0,166963,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-524 | 2013","California","CA",2013,"CA-524","Yuba City & County/Sutter County CoC","Sheltered and Unsheltered Count",1485,88.6054046313478,1106,379,25.5218855218855,750,735,66,32,,0,167597,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-524 | 2014","California","CA",2014,"CA-524","Yuba City & County/Sutter County CoC","Sheltered-Only Count",726,43.1344356578001,347,379,52.2038567493113,348,378,36,75,,0,168311,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-524 | 2015","California","CA",2015,"CA-524","Yuba City & County/Sutter County CoC","Sheltered and Unsheltered Count",716,42.2850460942437,205,511,71.3687150837989,420,296,39,113,66,0,169327,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-524 | 2016","California","CA",2016,"CA-524","Yuba City & County/Sutter County CoC","Sheltered-Only Count",702,41.1262258778867,191,511,72.7920227920228,387,315,70,21,73,0,170694,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-524 | 2017","California","CA",2017,"CA-524","Yuba City & County/Sutter County CoC","Sheltered and Unsheltered Count",760,43.9860633630818,287,473,62.2368421052632,557,203,134,47,32,0,172782,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-524 | 2018","California","CA",2018,"CA-524","Yuba City & County/Sutter County CoC","Sheltered-Only Count",765,43.9895345159714,292,473,61.8300653594771,457,308,110,28,22,0,173905,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-524 | 2019","California","CA",2019,"CA-524","Yuba City & County/Sutter County CoC","Sheltered and Unsheltered Count",721,41.0501084611049,202,519,71.9833564493759,545,176,206,37,18,0,175639,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-524 | 2020","California","CA",2020,"CA-524","Yuba City & County/Sutter County CoC","Sheltered-Only Count",721,39.7334935164417,202,519,71.9833564493759,558,163,216,37,15,0,181459,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-524 | 2021","California","CA",2021,"CA-524","Yuba City & County/Sutter County CoC","Sheltered and full unsheltered count",1074,58.9125855713533,235,839,,612,462,241,50,16,1,182304,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-524 | 2022","California","CA",2022,"CA-524","Yuba City & County/Sutter County CoC","Sheltered-Only Count",1094,59.7775009289008,255,839,76.691042047532,629,465,236,49,17,0,183012,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-524 | 2023","California","CA",2023,"CA-524","Yuba City & County/Sutter County CoC","Sheltered and Unsheltered Count",963,52.2228609234173,281,682,70.8203530633437,754,209,365,57,15,0,184402,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-524 | 2024","California","CA",2024,"CA-524","Yuba City & County/Sutter County CoC","Sheltered-Only Count",928,49.7923530106131,246,682,73.4913793103448,762,166,357,51,17,0,186374,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-524 | 2025","California","CA",2025,"CA-524","Yuba City & County/Sutter County CoC","Sheltered and Unsheltered Count",830,44.2718612317179,302,528,63.6144578313253,688,142,248,39,27,0,187478,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-525 | 2010","California","CA",2010,"CA-525","El Dorado County CoC","No 2010 PIT Count",146,8.06024202808939,63,83,56.8493150684931,98,48,15,,,0,181136,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-525 | 2011","California","CA",2011,"CA-525","El Dorado County CoC","Sheltered and Unsheltered Count",170,9.39558739001636,133,37,21.7647058823529,107,63,16,2,,0,180936,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-525 | 2012","California","CA",2012,"CA-525","El Dorado County CoC","Sheltered-Only Count",217,12.0171673819742,180,37,17.0506912442396,155,62,39,10,,0,180575,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-525 | 2013","California","CA",2013,"CA-525","El Dorado County CoC","Sheltered and Unsheltered Count",180,9.91839366104441,131,49,27.2222222222222,141,39,47,6,,0,181481,"Estimated from county population allocated with ACS 2024 tract shares"
"CA-525 | 2014","California","CA",2014,"CA-525","El Dorado County CoC","Sheltered-Only Count",195,10.6494527819647,146,49,25.1282051282051,181,14,71,3,,0,183108,"Estimated from county population allocated with ACS 2024 tract shares"
