"coc_year","state","state_abbr","coc_number","coc_name","year","estimated_coc_population","contributing_counties","contains_split_county_flag","population_allocation_method","log_estimated_coc_population","coc_land_area_sq_miles","population_density_per_sq_mile_derived","housing_units_per_1000_residents","permits_per_1000_residents","permits_per_1000_housing_units","multifamily_permit_share_pct","real_median_household_income_2025_usd","real_per_capita_personal_income_2025_usd","real_median_home_sale_price_2025_usd","real_state_minimum_wage_2025_usd","real_gdp_per_capita_2017_usd","population_change","births","deaths","natural_change","international_migration","domestic_migration","net_migration","group_quarters_population","birth_rate_per_1000","death_rate_per_1000","natural_change_rate_per_1000","international_migration_rate_per_1000","domestic_migration_rate_per_1000","net_migration_rate_per_1000","housing_units","permits_one_unit_units","permits_two_unit_units","permits_three_four_unit_units","permits_five_plus_unit_units","permits_total_units_authorized","permits_total_value_authorized","permits_total_reported_units","poverty_all_estimate","poverty_all_ci_low","poverty_all_ci_high","poverty_all_pct","poverty_all_pct_ci_low","poverty_all_pct_ci_high","poverty_child_estimate","poverty_child_ci_low","poverty_child_ci_high","poverty_child_pct","poverty_child_pct_ci_low","poverty_child_pct_ci_high","poverty_age_5_17_estimate","poverty_age_5_17_pct","median_household_income","median_household_income_ci_low","median_household_income_ci_high","civilian_labor_force","employed_people","unemployed_people","unemployment_rate_pct","bea_personal_income_thousands_usd","bea_population","bea_per_capita_personal_income_usd","bea_real_gdp_thousands_2017_usd","bea_real_gdp_quantity_index","bea_current_gdp_thousands_usd","annual_hpi_change_pct","hpi","hpi_1990_base","hpi_2000_base","high_school_graduate_or_higher_pct_age_18plus","homeownership_rate_pct","housing_cost_burdened_households_pct","income_inequality_top_bottom_quintile_ratio","state_minimum_wage_usd_per_hour","medicaid_expansion_status","housing_units_per_capita","population_density_per_sq_mile","permits_total_units_per_1000_population","population_growth_rate_pct","housing_supply_growth_rate_pct","foreclosure_rate_per_100_mortgages","median_home_sale_price_annual_avg_usd"
"CA-531 | 2012","California","CA","CA-531","Nevada County CoC",2012,98137,1,0,"FY2024 CoC boundaries and ACS 2024 tract-population shares",11.4941299303859,973.796005123825,100.777780442343,538.553246991451,0.937464972436492,1.74070990690986,0,76049.8810576861,68271.0005445571,,11.2188649909919,41110.3087876363,,772,953,,3,-373,-370,1175,7.844013859,9.683089647,,0.030481919,-3.789918613,-3.759436694,52852,92,0,0,0,92,22068303,92,11579,9663,13495,11.9,9.9,13.9,3106,2475,3737,17.6,14,21.2,2107,15.7,54230,50116,58344,48230,43508,4722,9.8,4806974,98741,48683,4059273,95.028,3653430,-3.03,538.9,156.73,113.57,95,73.1691563201657,48.44643914,12.3948195210501,8,0,0.538553246991451,102.465126962913,0.937464972436492,-0.571422782,0.15349339599402,,
"CA-531 | 2013","California","CA","CA-531","Nevada County CoC",2013,97938,1,0,"FY2024 CoC boundaries and ACS 2024 tract-population shares",11.4921001148713,973.796005123825,100.573425527194,540.546059752088,1.77663419714513,3.28673970532678,0,76355.3295033687,67959.0903777675,,11.0567758032609,42546.2191678222,,802,1008,,4,23,27,1175,8.18054316,10.28177993,,0.040800714,0.234604106,0.27540482,52940,174,0,0,0,174,43519498,174,12478,10567,14389,12.8,10.8,14.8,3072,2445,3699,17.8,14.2,21.4,2137,16.3,55246,51417,59075,48037,44107,3930,8.2,4858103,98801,49171,4203609,98.407,3856367,9.38,589.47,171.44,124.22,94.3,72.439587501924,47.5133817505591,12.4798933114485,8,0,0.54054606,102.257350484464,1.77663419714513,-0.202777749,0.166502686747894,,
"CA-531 | 2014","California","CA","CA-531","Nevada County CoC",2014,98572,1,0,"FY2024 CoC boundaries and ACS 2024 tract-population shares",11.49855266942,973.796005123825,101.224485910133,538.864992087002,2.94201193036562,5.45964568782122,24.8275862068966,77687.6003778998,69843.7614588314,,12.2411219475664,41083.2865224893,,860,965,,29,710,739,1155,8.75273523,9.821383136,,0.295150374,7.226095364,7.521245738,53117,207,0,11,72,290,58675695,290,11193,9085,13301,11.4,9.2,13.6,3043,2413,3673,17.6,14,21.2,2164,16.6,57118,52704,61532,47798,44627,3171,6.6,5119284,99692,51351,4095675,95.88,3843844,12.72,664.45,193.25,140.02,94.3,72.3207599429632,45.5926670015068,12.0045517514348,9,1,0.538864992087002,102.919311727364,2.94201193036562,0.647348322408048,0.33434076312806,,
"CA-531 | 2015","California","CA","CA-531","Nevada County CoC",2015,98676,1,0,"FY2024 CoC boundaries and ACS 2024 tract-population shares",11.499607168884,973.796005123825,101.331284458753,541.225829989055,2.18898212331266,4.04448938321537,0,78285.07146121,72144.7462142829,,12.226311332377,41662.3625824505,,829,1024,,23,288,311,1223,8.405661908,10.38286827,,0.233208955,2.9201817,3.153390655,53406,206,2,8,0,216,50427363,216,12137,10298,13976,12.4,10.5,14.3,2808,2263,3353,16.4,13.2,19.6,1900,14.8,57627,52500,62754,48026,45414,2612,5.4,5313879,100060,53107,4168736,97.591,4017225,4.5,694.34,201.94,146.32,93.9,72.39556062,43.2125053232796,12.3676470588235,9,1,0.541225829989055,103.027898429669,2.18898212331266,0.105506634744157,0.544081932338036,,
"CA-531 | 2016","California","CA","CA-531","Nevada County CoC",2016,98913,1,0,"FY2024 CoC boundaries and ACS 2024 tract-population shares",11.502006064721,973.796005123825,101.574661920514,541.981337134654,2.54769342755755,4.70070324012759,0,81160.7410051194,74253.472440379,,13.4147767813952,42520.8923900178,,830,985,,26,373,399,1201,8.401277399,9.970190648,,0.263172545,3.775513819,4.038686364,53609,236,8,8,0,252,55075301,150,10662,8893,12431,10.9,9.1,12.7,2331,1788,2874,13.7,10.5,16.9,1690,13.2,60501,56013,64989,45323,42993,2330,5.1,5565078,100539,55352,4275008,100.078,4200439,8.17,751.09,218.45,158.28,93.3,72.0881060885988,41.1827276180828,12.5750884549862,10,1,0.541981337134654,103.275350818577,2.54769342755755,0.240179982974587,0.380107104070704,,
"CA-531 | 2017","California","CA","CA-531","Nevada County CoC",2017,99367,1,0,"FY2024 CoC boundaries and ACS 2024 tract-population shares",11.506585409224,973.796005123825,102.040878661609,542.071311401169,4.21669165819638,7.7788504381405,0,85246.2655664308,73523.442802831,,13.7915561924704,42177.9772307632,,776,1047,,11,718,729,1176,7.827314908,10.56082308,,0.110954206,7.242283639,7.353237846,53864,403,4,12,0,419,88567135,295,10889,9162,12616,11,9.3,12.7,2451,1891,3011,14.4,11.1,17.7,1689,13.4,64901,59354,70448,45494,43477,2017,4.4,5669101,101277,55976,4271659,100,4271659,8.39,814.13,236.78,171.57,93.5,74.2382186350927,41.2195807052935,14.1224848075625,10.5,1,0.542071311401169,103.749373538256,4.21669165819638,0.458989212742522,0.475666399298635,,
"CA-531 | 2018","California","CA","CA-531","Nevada County CoC",2018,99508,1,0,"FY2024 CoC boundaries and ACS 2024 tract-population shares",11.5080033713174,973.796005123825,102.18567284772,545.343087992925,5.43674880411625,9.9694099436111,25.6931608133087,85498.9438851567,73476.9571442976,,14.1042933179875,42231.5938690529,,795,1015,,0,370,370,1175,7.994971716,10.20741672,,0,3.720930233,3.720930233,54266,390,0,12,139,541,147709761,541,10171,8319,12023,10.3,8.4,12.2,2297,1694,2900,13.7,10.1,17.3,1596,12.8,66681,61662,71700,45662,43942,1720,3.8,5821249,101583,57305,4290012,100.43,4382323,4.96,854.53,248.53,180.08,94.2,74.7368743741187,40.6975575434717,14.653376729048,11,1,0.545343087992925,103.896592048112,5.43674880411625,0.141898215705405,0.746324075449278,,
"CA-531 | 2019","California","CA","CA-531","Nevada County CoC",2019,99755,1,0,"FY2024 CoC boundaries and ACS 2024 tract-population shares",11.5104824833191,973.796005123825,102.439319400695,549.436118490301,5.03232920655606,9.15907971318579,22.7091633466135,87589.37807437,76116.4918880651,,15.1124735714226,43064.7937578419,,778,986,,-3,465,462,1178,7.808775337,9.896468486,,-0.030110959,4.667198627,4.637087668,54809,388,0,0,114,502,162252807,502,9268,7229,11307,9.4,7.3,11.5,2242,1594,2890,13.5,9.6,17.4,1580,12.8,69550,63962,75138,45561,43911,1650,3.6,6165852,102016,60440,4393298,102.848,4604571,2.96,879.86,255.9,185.42,94.4,74.6441508086322,41.5059571890146,15.0045996372117,12,1,0.549436118490301,104.154485466088,5.03232920655606,0.248221248542824,1.00062654332362,,
"CA-531 | 2020","California","CA","CA-531","Nevada County CoC",2020,102280,1,0,"FY2024 CoC boundaries and ACS 2024 tract-population shares",11.5354792064398,973.796005123825,105.032264932114,525.215095815409,4.30191630817364,8.19077049088777,0,92236.8974008251,80939.5628031864,,14.9254668250209,42030.4692618342,46,212,275,-63,0,137,137,1961,,,,,,,53719,438,2,0,0,440,99974961,440,9040,6987,11093,9.2,7.1,11.3,1805,1184,2426,11,7.2,14.8,1304,10.7,74158,67572,80744,44088,40287,3801,8.6,6654991,102267,65075,4298330,100.624,4637544,2.42,901.17,262.09,189.91,94.6,75.7767771642795,39.8302113593108,14.6970280351342,12,1,0.525215095815409,106.790845305713,4.30191630817364,,,,
"CA-531 | 2021","California","CA","CA-531","Nevada County CoC",2021,103496,1,0,"FY2024 CoC boundaries and ACS 2024 tract-population shares",11.5472979057602,973.796005123825,106.280986423681,522.522609569452,4.2803586612043,8.19171952144086,0,91750.3234296353,83916.7326193325,,15.4461823955615,43179.2577706065,1216,806,1228,-422,2,1730,1732,1849,7.833760983,11.9353083,-4.101547314,0.019438613,16.81440012,16.83383874,54079,441,2,0,0,443,120832899,327,12141,10287,13995,11.8,10,13.6,2538,1900,3176,14.7,11,18.4,1779,13.7,77220,70966,83474,44751,42025,2726,6.1,7309781,103499,70627,4469010,104.62,4994052,14.34,1030.38,299.68,217.14,95.1,76.5666656755766,41.4904809619239,15.7038377127944,13,1,0.52252261,108.060474440361,4.2803586612043,1.1888932342589,0.670153949254448,,
"CA-531 | 2022","California","CA","CA-531","Nevada County CoC",2022,102377,1,0,"FY2024 CoC boundaries and ACS 2024 tract-population shares",11.5364271247553,973.796005123825,105.131875116886,530.753977944265,3.58478955234086,6.75414542576881,0,88095.8335636706,78833.9378619761,,15.4034853675129,45075.5891203251,-1119,812,1175,-363,55,-768,-713,1834,7.888358357,11.41480427,-3.526445916,0.534309987,-7.460910367,-6.92660038,54337,365,2,0,0,367,201792887,367,10683,8969,12397,10.6,8.9,12.3,1968,1345,2591,11.8,8.1,15.5,1443,11.5,80069,72665,87473,45474,43767,1707,3.8,7333900,102356,71651,4613757,108.009,5482770,9.47,1127.94,328.05,237.7,95.1,76.0914616612627,42.4590285870131,16.1914807536701,14,1,0.530753977944265,106.892123287671,3.58478955234086,-1.081201206,0.477079827659543,,
"CA-531 | 2023","California","CA","CA-531","Nevada County CoC",2023,102060,1,0,"FY2024 CoC boundaries and ACS 2024 tract-population shares",11.5333259527279,973.796005123825,104.806344925416,534.979423868313,2.47893396041544,4.63369963369963,0,92077.8747895492,80542.5168785819,,16.377947020243,45386.2429716122,-317,777,1164,-387,111,-27,84,1864,7.601363745,11.38737117,-3.786007425,1.085909107,-0.264140053,0.821769054,54600,253,0,0,0,253,135593698,253,10990,9288,12692,10.9,9.2,12.6,2154,1550,2758,12.8,9.2,16.4,1587,12.5,87142,82265,92019,46468,44549,1919,4.1,7781463,102086,76225,4633300,108.466,5818216,-1.82,1107.42,322.08,233.37,95.1,75.5169168276614,42.1299940956505,17.4609320658474,15.5,1,0.534979423868313,106.561142666221,2.47893396041544,-0.309639861,0.484016416070077,,
"CA-531 | 2024","California","CA","CA-531","Nevada County CoC",2024,102146,1,0,"FY2024 CoC boundaries and ACS 2024 tract-population shares",11.5341682312389,973.796005123825,104.894659109853,537.025434182445,2.10483034088462,3.91942393583083,0,101477.608797667,82462.552531605,,16.4214875725696,47071.0406575664,86,778,1152,-374,156,304,460,1928,7.61975652,11.28272431,-3.662967787,1.527868917,2.977385581,4.505254498,54855,215,0,0,0,215,110098365,215,9710,7705,11715,9.6,7.6,11.6,2101,1440,2762,12.6,8.6,16.6,1530,12,98873,93296,104450,47840,45690,2150,4.5,8210982,102195,80346,4810425,112.613,6221340,2.18,1131.52,329.09,238.45,94.8,76.6129591301162,41.6684755082845,18.9793918517639,16,1,0.537025434182445,106.650935516204,2.10483034088462,0.084264158,0.467032967032965,,
"CA-531 | 2025","California","CA","CA-531","Nevada County CoC",2025,101911,1,0,"FY2024 CoC boundaries and ACS 2024 tract-population shares",11.5318649747896,973.796005123825,104.653335466334,540.412713053547,1.94287172140397,3.59516287177252,0,,,,16.5,,-235,753,1140,-387,39,110,149,1945,7.380290801,11.17334862,-3.793057822,0.382246137,1.07813013,1.460376267,55074,194,4,0,0,198,91269432,198,,,,,,,,,,,,,,,,,,48143,45821,2322,4.8,,,,,,,0.87,1141.35,331.95,240.52,,,,,16.5,1,0.540412713053547,106.405571333111,1.94287172140397,-0.230062851,0.399234345091615,,
"CA-600 | 2010","California","CA","CA-600","Los Angeles City & County CoC",2010,9036424.25216372,1,1,"FY2024 CoC boundaries and ACS 2024 tract-population shares",16.0167742174551,3980.55659483212,2270.14088027175,350.881877538239,0.739063238363368,2.10630210812989,62.3829201101928,77649.8728286968,63179.9345533083,,11.8109893075307,60934.3531340297,,29195.8516477315,12697.408163515,,6074.1133162131,-20010.6295574108,-13936.5162411977,157756.764340047,,,,,,,3170717.50783129,2193.04651610662,263.091989767825,56.1140257896409,4166.23643936531,6678.4889710294,1554321354.92925,6500.0279709771,1563156.45769522,1526960.15135472,1599352.76403572,17.6,17.2,18,531850.576238341,513608.918346397,550092.234130285,24.5,23.7,25.3,374814.095212938,23.7,52595,51980,53210,4535056.45274144,3963525.90105332,571530.551688114,12.6,386686607.879402,9035985.45888009,42794,550601928.865357,83.034,494380712.407829,-0.88,1030.41,177.2,174.34,75.9,51.3847764443822,51.4301504342288,16.8082014853084,8,0,0.350881877538239,2419.36735977601,0.739063238363368,,,,
"CA-600 | 2011","California","CA","CA-600","Los Angeles City & County CoC",2011,9085396.15834302,1,1,"FY2024 CoC boundaries and ACS 2024 tract-population shares",16.0221789746899,3980.55659483212,2282.44365879345,349.671573339576,1.00187495912006,2.86518846685633,73.2390096008085,74776.5598404787,65039.9615128895,,11.4514534873146,61863.1558926817,,122008.450303798,53518.9820723856,,30853.5151636813,-50430.8708498311,-19577.3556861498,157235.179870822,13.46536358,5.906579015,,3.405123157,-5.565762126,-2.160638969,3176904.76910114,2092.77719133497,275.970618637578,67.1528505351441,6666.53024422177,9102.43090472946,2002657982.20572,8861.41656445264,1645411.34038427,1610170.81228632,1680651.86848223,18.4,18,18.8,558176.333452242,541843.472339208,574509.194565276,25.9,25.1,26.7,392275.676156199,25.1,52239,51779,52699,4528715.56782721,3974289.67508225,554425.892744957,12.2,412932055.803475,9088008.68019946,45437,562212897.737224,84.785,512892799.428388,-4.74,981.55,168.79,166.08,76.1,50.8697674031505,51.9185143938439,17.2967819790829,8,0,0.349671573339576,2432.47885477115,1.00187495912006,0.541938988395496,0.195137575,,
"CA-600 | 2012","California","CA","CA-600","Los Angeles City & County CoC",2012,9139571.95048777,1,1,"FY2024 CoC boundaries and ACS 2024 tract-population shares",16.0281242191974,3980.55659483212,2296.05376352481,348.52544569279,1.14389240466515,3.28209150523099,72.6000879894413,74225.413138526,67414.1597308701,,11.2188649909919,62312.2181708669,,118807.191127602,53342.3608764575,,25669.8670436054,-35715.1975620133,-10045.3305184079,159070.384484762,13.037849,5.853767267,,2.816999941,-3.919370102,-1.102370161,3185373.38748507,2460.73801618507,301.727876377086,102.109128895904,7590.11191459553,10454.6869360536,2318948443.60925,10211.8327916525,1723456.75123704,1687766.39103071,1759147.11144338,19.1,18.7,19.5,582710.121449123,565581.54505235,599838.697845895,27.3,26.5,28.1,407047.463469807,26.4,52929,52413,53445,4514279.54476628,4022908.3388697,491371.205896581,10.9,439627809.585489,9145233.02777809,48072,569859755.650326,85.938,530628675.848632,-0.48,976.81,167.98,165.27,76.4,50.2258495939902,52.1231000247606,17.6382386642658,8,0,0.34852544569279,2446.98361235529,1.14389240466515,0.596295321,0.266568216532392,,
"CA-600 | 2013","California","CA","CA-600","Los Angeles City & County CoC",2013,9192106.63735368,1,1,"FY2024 CoC boundaries and ACS 2024 tract-population shares",16.033855808337,3980.55659483212,2309.25158790296,347.652295465272,1.47871139948786,4.25342049736464,70.4656199242014,75245.5056321164,65700.7439199514,,11.0567758032609,63535.2775653721,,120197.163143473,55278.7547172312,,30476.3553182099,-42099.3178731626,-11622.9625549527,162064.66569698,13.11360142,6.030953953,,3.324993418,-4.593067424,-1.268074006,3195656.97263757,3531.50401649888,417.635536204869,65.3130464108935,9578.02027084822,13592.4728699629,2990875137.7673,12982.5778027738,1722943.44588638,1686438.052453,1759448.83931976,19,18.6,19.4,574740.089982869,557516.763673698,591963.41629204,27.4,26.6,28.2,404074.340005018,26.6,54443,53872,55014,4565270.63597194,4116406.26456205,448864.371409897,9.8,437370460.075436,9200698.52261393,47537,584568934.429585,88.156,552165473.521722,9.17,1066.43,183.39,180.44,76.6,49.6482000235034,51.8096078314507,17.900658388199,8,0,0.347652295465272,2461.04898856081,1.47871139948786,0.574804675213558,0.322837667725273,,
"CA-600 | 2014","California","CA","CA-600","Los Angeles City & County CoC",2014,9235882.9366861,1,1,"FY2024 CoC boundaries and ACS 2024 tract-population shares",16.0386068829729,3980.55659483212,2320.24912010468,347.487149494545,1.75885192855191,5.06163157719741,70.9723087377541,75739.9018635759,68070.1589010951,,12.2411219475664,65182.9268790067,,119062.923900873,53458.2685362853,,33712.5707727666,-54962.3084078601,-21249.7376350935,163942.185805778,12.92196562,5.801855739,,3.658844134,-5.965090026,-2.306245893,3209350.63473436,4218.67085690645,441.552989820125,55.1941237275157,11529.1325446159,16244.55051507,3733906026.09854,15827.8348809272,1713800.53929091,1677723.82021849,1749877.25836334,18.7,18.3,19.1,556659.414951797,540984.283813183,572334.546090412,26.7,25.9,27.5,394876.239285827,26.4,55686,55165,56207,4588927.75730362,4210913.32281655,378014.434487071,8.2,462802427.567147,9247393.67118947,50047,602772185.490533,90.902,578201100.984445,13.33,1208.54,207.83,204.48,76.8,49.0729195136154,51.3750393217905,18.2536013400335,9,1,0.347487149494545,2472.76943757706,1.75885192855191,0.476237940436031,0.428508510583181,,
"CA-600 | 2015","California","CA","CA-600","Los Angeles City & County CoC",2015,9277594.9757911,1,1,"FY2024 CoC boundaries and ACS 2024 tract-population shares",16.0431130168692,3980.55659483212,2330.72806648096,347.448434452282,2.3065979628406,6.63867709312526,76.8516528392727,80211.3947355778,72082.256178584,,12.226311332377,67752.3026660991,,118242.371261457,55796.6595782077,,39491.3955270375,-59883.7844402303,-20392.3889131928,164652.350197738,12.77365299,6.027679925,,4.266231954,-6.469209591,-2.202977637,3223485.84982098,4266.50576413696,618.174185748176,68.9926546593946,16446.0090666754,21399.68167122,4710005095.61876,21090.5945783459,1541573.71551364,1504280.88591508,1578866.5451122,16.7,16.3,17.1,485274.095028815,469202.486101424,501345.703956205,23.5,22.7,24.3,337155.144593654,22.8,59045,58460,59630,4590992.93743309,4284013.34018333,306979.597249759,6.7,493030845.36216,9291838.73932105,53061,629543470.591064,94.939,613811275.16783,5.64,1276.64,219.54,216,77.3,48.6404539779084,50.4994262046072,18.5064902436982,9,1,0.347448434452282,2483.9372118099,2.3065979628406,0.45163022735295,0.440438477916172,,
"CA-600 | 2016","California","CA","CA-600","Los Angeles City & County CoC",2016,9296261.62843575,1,1,"FY2024 CoC boundaries and ACS 2024 tract-population shares",16.0451230094428,3980.55659483212,2335.41752439971,348.844336289946,2.03756134651822,5.84088985989637,70.623087756787,82243.313491378,73435.1710567139,,13.4147767813952,68824.7900452583,,113784.525868398,58109.2933623906,,35787.8698249212,-72800.129294531,-37012.2594696099,163043.441491081,12.25211633,6.257105845,,3.853574472,-7.838989053,-3.985414581,3242948.21774936,4619.74815599306,699.125567215199,245.613850587445,13377.2157874255,18941.7033612213,4517220756.82853,18275.6942682426,1498934.41513001,1462335.19168629,1535533.63857372,16.3,15.9,16.7,477930.516866869,462252.626022068,493608.40771167,23.4,22.6,24.2,341938.635316705,23.3,61308,60930,61686,4637578.61766324,4392012.60198302,245566.015680214,5.3,509771205.610577,9312182.37342495,54742,640908996.714127,96.653,632699871.663103,7.57,1373.32,236.17,232.36,77.7,48.3578674221108,49.5261406294757,18.7569056231503,10,1,0.348844336289946,2488.9349287015,2.03756134651822,0.201201417968289,0.603767748180584,,
"CA-600 | 2017","California","CA","CA-600","Los Angeles City & County CoC",2017,9294424.58401769,1,1,"FY2024 CoC boundaries and ACS 2024 tract-population shares",16.0449253788438,3980.55659483212,2334.95601999089,350.630872161724,2.13525505628576,6.08975200364245,68.1839250950218,85260.7138633944,74378.5192867641,,13.7915561924704,71194.1491636456,,110563.948748897,57953.8299138915,,29333.8369570503,-83850.9127668418,-54517.0758097915,163260.538377743,11.89455273,6.234716594,,3.155756234,-9.020744238,-5.864988004,3258912.19813549,5227.80341905786,932.780690995015,153.623644374919,13531.7593338626,19845.9670882904,5102900284.41821,19533.2003871678,1371438.74902563,1337678.34334564,1405199.15470563,14.9,14.5,15.3,421006.977262558,405580.219680717,436433.734844398,20.9,20.1,21.7,296075.078205326,20.4,64912,64252,65572,4698230.52032534,4473910.56267197,224319.957653369,4.8,527424373.636415,9314021.25764714,56627,663103818.730296,100,663103818.730296,6.86,1467.56,252.37,248.31,78.2,48.6136358761313,48.63414881,18.8990630659003,10.5,1,0.350630872161724,2488.44308755068,2.13525505628575,-0.019761109,0.492267508273714,,
"CA-600 | 2018","California","CA","CA-600","Los Angeles City & County CoC",2018,9267006.90305604,1,1,"FY2024 CoC boundaries and ACS 2024 tract-population shares",16.0419711133856,3980.55659483212,2328.06811868652,353.524144457969,2.18475336180425,6.17992687643432,66.4455450043164,87172.2259560634,75642.6072728504,,14.1042933179875,73285.631205574,,104468.677685255,60748.492378628,,19166.1594643798,-90350.9407378189,-71184.7812734391,164043.375032611,11.25653242,6.545668896,,2.065159627,-9.735341889,-7.670182262,3276110.68708898,5479.85658408018,1124.12031991707,189.499824797804,13452.6477565198,20246.1244853149,5083839526.4122,19731.8992325869,1296284.59035412,1259689.04651866,1332880.13418959,14.2,13.8,14.6,395067.57891475,378503.822384122,411631.335445377,19.9,19.1,20.7,279794.651509833,19.5,67986,67293,68679,4716461.13939254,4497204.32268911,219256.816703432,4.6,548046308.470876,9289799.31644932,58994,680808806.679099,102.67,694868616.473781,6.71,1566.08,269.31,264.98,78.7,48.6290004245723,47.991865991556,18.9474594107035,11,1,0.353524144457969,2481.10241378988,2.18475336180425,-0.294990623,0.527737106981085,,
"CA-600 | 2019","California","CA","CA-600","Los Angeles City & County CoC",2019,9234995.23119614,1,1,"FY2024 CoC boundaries and ACS 2024 tract-population shares",16.0385107635154,3980.55659483212,2320.02610971183,356.538584557372,2.14809942756861,6.02487225957714,65.1054950150707,91582.8492156185,78825.4027757426,,15.1124735714226,76379.2012773578,,103914.896643856,62704.2041627063,,19363.9384077368,-92733.4870787233,-73369.5486709866,165035.949357645,11.23282723,6.778099333,,2.093172216,-10.024157,-7.930984781,3292632.12812475,5412.70373354504,1295.22210347237,214.337180475186,12915.4249522387,19837.6879697313,4721627318.57246,19572.7561758392,1213573.43624225,1178282.31353088,1248864.55895363,13.4,13,13.8,354599.247397735,337841.391531999,371357.103263471,18.3,17.4,19.2,255410.807549079,18.1,72721,72077,73365,4750370.5692066,4537225.58180393,213144.987402672,4.5,578844467.608067,9248007.24586491,62591,706355406.846379,106.523,732263594.757024,3.51,1621.01,278.76,274.27,79.1,48.7191080454662,47.3482390382774,18.9140888538003,12,1,0.356538584557371,2472.531767717,2.14809942756861,-0.345437013,0.504300452999962,,
"CA-600 | 2020","California","CA","CA-600","Los Angeles City & County CoC",2020,9195810.1630558,1,1,"FY2024 CoC boundaries and ACS 2024 tract-population shares",16.0342586299714,3980.55659483212,2310.18199188388,359.928415016841,2.09102976938952,5.80957124291417,61.5366215375783,94060.2919312818,84439.5847736538,,14.9254668250209,72883.1611720505,-19229.6327066665,21931.3850631284,18539.7061600725,3391.67890305584,145.344525815791,-23129.0975480154,-22983.7530221997,193924.553716626,,,,,,,3309833.37678443,6211.17872346976,1026.61070133179,158.223154685545,11832.7002251172,19228.7128046043,4373373667.82731,18396.201438381,1186092.28203832,1138902.22615336,1233282.33792329,13.2,12.7,13.7,324276.5157239,303608.15619207,344944.87525573,17.2,16.1,18.3,235381.779950425,16.9,75624,74530,76718,4574350.06932512,4013732.3158,560617.753525122,12.3,624300594.576718,9195924.2309115,67889,670228027.847487,101.074,704634772.354669,2.74,1665.38,286.39,281.78,79.8,49.1726464247389,46.9013247298366,18.9713631951186,12,1,0.359928415016841,2462.0405521428,2.09102976938952,,,,
"CA-600 | 2021","California","CA","CA-600","Los Angeles City & County CoC",2021,9024678.94263451,1,1,"FY2024 CoC boundaries and ACS 2024 tract-population shares",16.0154735981344,3980.55659483212,2267.19021012063,369.127171988969,2.37338078735817,6.42971032061843,61.3124892630132,91911.9142608504,87419.4515194952,,15.4461823955615,78831.7196675502,-171131.220421287,87282.147458569,82112.2978694251,5169.84958914397,11138.1741682127,-179535.445660863,-168397.27149265,163870.433444932,9.580659109,9.01318262,0.567476489,1.222598812,-19.70698422,-18.48438541,3331254.21620308,7043.69008969313,1013.73207246204,229.05561346919,13132.5218389002,21418.9996145246,4683134522.72896,20614.085310165,1256409.59566718,1218126.03154771,1294693.15978665,14.1,13.7,14.5,344338.65979679,327794.221209467,360883.098384113,18.4,17.5,19.3,259557.726045139,18.5,77356,76664,78048,4617794.28401311,4203778.5624227,414015.721590406,9,663905092.982196,9023539.18397954,73575,711341111.360629,107.274,773610661.798981,11.55,1857.71,319.47,314.32,80,49.5011193821608,46.7841436599072,19.1537697098185,13,1,0.369127171988969,2416.22272892287,2.37338078735817,-1.860969478,0.647187848454767,,
"CA-600 | 2022","California","CA","CA-600","Los Angeles City & County CoC",2022,8967687.3302776,1,1,"FY2024 CoC boundaries and ACS 2024 tract-population shares",16.0091384895929,3980.55659483212,2252.8727118012,374.097350532245,2.76298237558834,7.38573093783564,62.9515500278448,90721.0275698768,82204.000410597,,15.4034853675129,80543.653671195,-56991.6123569084,89000.524510619,69077.2856491101,19923.2388615089,57314.4979807144,-134842.003972507,-77527.5059917928,184628.943378851,9.89314281,7.678510386,2.214632424,6.37097946,-14.98880158,-8.617822116,3354788.07065843,7605.75024965166,1337.53759833013,236.414829966192,15597.8593653959,24777.5620433439,5282251584.08428,24018.6428420906,1222133.12493033,1188046.15401828,1256220.09584238,13.9,13.5,14.3,323298.659831861,307545.337017966,339051.982645756,18.1,17.2,19,241174.403235628,17.9,82455,81813,83097,4633351.66768777,4402664.14796037,230687.5197274,5,670010524.364114,8967616.49781882,74714,722284597.456414,108.925,836486422.176861,15.45,2144.77,368.83,362.89,80.3,49.6977915843063,46.80646572,19.5159820163823,14,1,0.374097350532245,2400.96407761682,2.76298237558835,-0.631508475,0.706456275263623,,
