"coc_year","state","state_abbr","coc_number","coc_name","year","estimated_coc_population","contributing_counties","contains_split_county_flag","population_allocation_method","log_estimated_coc_population","coc_land_area_sq_miles","population_density_per_sq_mile_derived","housing_units_per_1000_residents","permits_per_1000_residents","permits_per_1000_housing_units","multifamily_permit_share_pct","real_median_household_income_2025_usd","real_per_capita_personal_income_2025_usd","real_median_home_sale_price_2025_usd","real_state_minimum_wage_2025_usd","real_gdp_per_capita_2017_usd","population_change","births","deaths","natural_change","international_migration","domestic_migration","net_migration","group_quarters_population","birth_rate_per_1000","death_rate_per_1000","natural_change_rate_per_1000","international_migration_rate_per_1000","domestic_migration_rate_per_1000","net_migration_rate_per_1000","housing_units","permits_one_unit_units","permits_two_unit_units","permits_three_four_unit_units","permits_five_plus_unit_units","permits_total_units_authorized","permits_total_value_authorized","permits_total_reported_units","poverty_all_estimate","poverty_all_ci_low","poverty_all_ci_high","poverty_all_pct","poverty_all_pct_ci_low","poverty_all_pct_ci_high","poverty_child_estimate","poverty_child_ci_low","poverty_child_ci_high","poverty_child_pct","poverty_child_pct_ci_low","poverty_child_pct_ci_high","poverty_age_5_17_estimate","poverty_age_5_17_pct","median_household_income","median_household_income_ci_low","median_household_income_ci_high","civilian_labor_force","employed_people","unemployed_people","unemployment_rate_pct","bea_personal_income_thousands_usd","bea_population","bea_per_capita_personal_income_usd","bea_real_gdp_thousands_2017_usd","bea_real_gdp_quantity_index","bea_current_gdp_thousands_usd","annual_hpi_change_pct","hpi","hpi_1990_base","hpi_2000_base","high_school_graduate_or_higher_pct_age_18plus","homeownership_rate_pct","housing_cost_burdened_households_pct","income_inequality_top_bottom_quintile_ratio","state_minimum_wage_usd_per_hour","medicaid_expansion_status","housing_units_per_capita","population_density_per_sq_mile","permits_total_units_per_1000_population","population_growth_rate_pct","housing_supply_growth_rate_pct","foreclosure_rate_per_100_mortgages","median_home_sale_price_annual_avg_usd"
"CA-523 | 2021","California","CA","CA-523","Colusa, Glenn, Trinity Counties CoC",2021,66748,3,0,"FY2024 CoC boundaries and ACS 2024 tract-population shares",11.1086945948769,5690.9418680188,11.7288142363747,407.982261640798,1.49817222987955,3.67215041128085,0,65753.1236713302,60351.2116966499,,15.4461823955615,42717.0060077606,-98,785,678,107,14,-231,-217,524,11.751082941578,10.1486267146381,1.60245622804095,0.209400210481857,-3.44713110538723,-3.23773089533519,27232,100,0,0,0,100,21616892,100,9873,7768,11978,15.0206612932223,11.8572781206928,18.1840444657518,3331,2466,4196,21.3753370887517,15.6971175166297,27.0535566608737,2292,19.4975310121652,55339.9270989393,48984.9822316774,61694.8719662012,28125,25559,2566,8.75060226523641,3390321,66747,50793.5056031641,2851232,104.084693668724,3316975,9.97007460897705,405.451793761611,,248.865591478396,79.6473182717085,61.7075689093597,33.4776727800507,14.4929176631157,13,1,0.407982261608887,16.879815470578,1.49817222987955,-0.144167645000884,0.296362377465469,,
"CA-523 | 2022","California","CA","CA-523","Colusa, Glenn, Trinity Counties CoC",2022,66103,3,0,"FY2024 CoC boundaries and ACS 2024 tract-population shares",11.098984538381,5690.9418680188,11.6154762310044,413.400299532548,3.50967429617415,8.48977202034618,46.1206896551724,69511.2843434237,55157.9514252157,,15.4034853675129,44066.3237518911,-645,751,744,7,73,-738,-665,496,11.3122373619886,11.1953712322639,0.116866128306794,1.10097953783385,-11.1010568345025,-10.0000772949941,27327,125,0,0,107,232,40427709,232,8874,6722,11026,13.5751675415639,10.2821959669001,16.8681391162277,2868,2056,3680,18.619528614435,13.252570987701,23.9864862411691,2074,17.8488737273649,63177.7781189961,57092.3312708954,69263.2249670968,27766,25617,2149,7.38024900534015,3314450,66100,50132.2461461658,2912784,104.870742916358,3764292,11.3860060814184,454.874400859265,,278.065950410723,80.4936145106879,62.7211940351867,31.4973261568536,14.0873415934789,14,1,0.413400299671649,16.7725846794187,3.50967429617415,-0.961829438457967,0.397872636618178,,
"CA-523 | 2023","California","CA","CA-523","Colusa, Glenn, Trinity Counties CoC",2023,65910,3,0,"FY2024 CoC boundaries and ACS 2024 tract-population shares",11.0960606261362,5690.9418680188,11.5815626883121,417.129418904567,2.21514186011227,5.31044265813116,46.5753424657534,65661.1656733076,56215.399420356,,16.377947020243,49682.4927615323,-193,694,701,-7,160,-341,-181,515,10.5188730975051,10.6168636706808,-0.0979905717567592,2.4252136613167,-5.15660212594265,-2.73138846567,27493,70,4,4,68,146,23016076,51,9669,7459,11879,14.8362858443332,11.4367501137915,18.2358215748748,2736,1823,3649,18.2268274920346,12.1757396449704,24.2779153390988,2077,17.8907510241238,62141.3701411015,55034.3364284631,69248.40385374,28329,25864,2465,8.32142922166591,3510030,65967,53201.9483234714,3277405,117.017804582006,4250914,-0.580171142467,448.451585191928,,275.081935669853,81.3762524654832,65.0621453399285,31.004993865747,14.0565348101258,15.5,1,0.417129418904567,16.7484057145162,2.21514186011227,-0.288256726899525,0.619344907533858,,
"CA-523 | 2024","California","CA","CA-523","Colusa, Glenn, Trinity Counties CoC",2024,66033,3,0,"FY2024 CoC boundaries and ACS 2024 tract-population shares",11.0979250398787,5690.9418680188,11.6031759823595,418.487725834053,2.75619765874638,6.5860895997684,50.5494505494505,65056.7770236182,57056.1739341378,,16.4214875725696,47391.4419872766,123,655,659,-4,235,-100,135,512,9.92955835590553,9.9903056217109,-0.060747266663123,3.56378131979344,-1.51244423625331,2.05133708354012,27634,86,4,0,92,182,32922178,91,10915,8684,13146,16.6493813699211,13.245571153817,20.0531915860252,3263,2341,4185,21.8617115684582,15.5496948495449,28.1737282873715,2384,20.8622749231445,63386.9756182515,56368.880605152,70405.070631351,29132,26483,2649,8.68679296715279,3671211,66020,55591.7226689685,3128783,114.266667802462,4076198,3.76237290445686,463.844142322778,,284.810995411385,80.1943664531371,63.4399997037773,34.5818117224324,16.3650477425321,16,1,0.418487725834053,16.7963339744813,2.75619765865334,0.187606370566868,0.52511115397284,,
"CA-523 | 2025","California","CA","CA-523","Colusa, Glenn, Trinity Counties CoC",2025,65697,3,0,"FY2024 CoC boundaries and ACS 2024 tract-population shares",11.092823762609,5690.9418680188,11.5441347888643,421.556539872445,2.51153020685876,5.95775410723957,48.4848484848485,,,,16.5,,-336,656,659,-3,-30,-302,-332,500,9.95541178583999,10.0058739725789,-0.0504621879650671,-0.454599308547742,-4.57386632052407,-5.02846562973656,27695,78,4,3,80,165,23941076,63,,,,,,,,,,,,,,,,,,29414,26591,2823,9.15867847846934,,,,,,,,,,,,,,,16.5,1,0.421556539947334,16.6642054767371,2.51153020685876,-0.507425378689084,0.219763058393682,,
"CA-524 | 2010","California","CA","CA-524","Yuba City & County/Sutter County CoC",2010,167099,2,0,"FY2024 CoC boundaries and ACS 2024 tract-population shares",12.0263477145835,1252.42262848145,133.420617130341,368.260731662069,0.897671440283904,2.43759750390016,0,64903.248801684,48877.6538680547,,11.8109893075307,37815.5101162033,,608,315,,126,-222,-96,2228,,,,,,,61536,150,0,0,0,150,25659325,146,30488,25528,35448,18.4885630674032,15.442191156141,21.5349349786653,11903,9553,14253,25.5349349786653,20.4854876450487,30.5843823122819,7892,23.7916384897576,43961.2615754732,40970.1578046547,46952.3653462917,75168,61417,13751,18.2402210665534,5535689,167207,33106.5604043112,6323018,101.091617304712,5497756,-5.84510338182754,373.101673020186,150.103656694534,129.870528608789,77.7505526663834,59.4546045284763,43.7311403212127,11.0629006941819,8,0,0.368260731662069,138.707731010939,0.897671440283904,,,,
"CA-524 | 2011","California","CA","CA-524","Yuba City & County/Sutter County CoC",2011,166971,2,0,"FY2024 CoC boundaries and ACS 2024 tract-population shares",12.0255814126709,1252.42262848145,133.318415208171,369.297662468333,0.874403339502069,2.36774674840258,9.58904109589041,66393.9958930397,48667.3165389664,,11.4514534873146,36768.351567023,,2588,1290,,332,-1764,-1432,2231,15.4956373644438,7.72291391360266,,1.98624557267571,-10.5583546016491,-8.57210903067093,61662,78,2,52,14,146,21869951,145,28813,23797,33829,17.4497367806386,14.4590096483821,20.4404639128951,11813,9633,13993,25.5853531451569,20.9077977612879,30.262908529026,8008,24.3311910451516,46382.9301435579,44413.5223781375,48352.3379089782,74602,61384,13218,17.6790304903247,5696512,167547,33999.0493558762,6160427,97.7255757945991,5569074,-10.2527928203101,337.747123452576,134.601538171299,116.564098496146,78.2434141258063,58.749510997661,43.5319994213986,10.9185052538896,8,0,0.369297662468333,138.501753002197,0.874403339502069,-0.0760380586368624,0.204720835982033,,
"CA-524 | 2012","California","CA","CA-524","Yuba City & County/Sutter County CoC",2012,166963,2,0,"FY2024 CoC boundaries and ACS 2024 tract-population shares",12.0255334992983,1252.42262848145,133.312027588036,370.058036810551,0.694764708348556,1.87744796555854,12.9310344827586,62232.9303503276,47557.5128756573,,11.2188649909919,35560.0640460941,,2542,1265,,424,-1745,-1321,1917,15.2269698431337,7.57606781851098,,2.53867782476219,-10.4466811292916,-7.9080033017088,61786,101,0,0,15,116,20059041,116,33785,29387,38183,20.3691284895456,17.7511939771087,22.9870630019825,12342,10316,14368,26.9331486616795,22.5408665392931,31.3254307840659,8482,25.8767355641669,44377.3450524967,41534.2601175111,47220.4299874823,74201,62095,12106,16.2461964626893,5697583,168004,33912.5306624821,5974233,94.5779940046597,5488299,-1.51009972269305,330.767873840312,132.516163221792,114.703492150956,78.1179345124369,59.1466487970079,43.3349352181769,11.4734392609537,8,0,0.370058036810551,138.35136908559,0.694764708348556,-0.00357615583307209,0.20018322806133,,
"CA-524 | 2013","California","CA","CA-524","Yuba City & County/Sutter County CoC",2013,167597,2,0,"FY2024 CoC boundaries and ACS 2024 tract-population shares",12.0293235337847,1252.42262848145,133.818246483784,369.338353311813,1.20527217074291,3.26332794830372,23.7623762376238,62542.533061298,48554.9246689573,,11.0567758032609,36608.2696140177,,2460,1325,,347,-839,-492,1993,14.7063401739463,7.92088662655404,,2.07427937988878,-5.01575584062287,-2.94147646073409,61900,154,0,0,48,202,37468418,202,31164,26381,35947,18.6827592379339,15.8083169746475,21.5572015012202,12083,9950,14216,26.5338747113612,21.8594324480748,31.2083169746475,8278,25.2519275404691,45251.9137037059,41973.9745639838,48529.852843428,72883,62546,10337,14.1458415126762,5941020,169101,35131.3442782389,6190495,97.9926193965286,5832023,13.8641183314737,375.003679182802,150.880447084375,130.547261287493,78.6052739607511,58.3365927417095,43.5233464904072,11.9389965255198,8,0,0.369338353311813,138.857213799583,1.20527217074291,0.379747708465202,0.182235510721897,,
"CA-524 | 2014","California","CA","CA-524","Yuba City & County/Sutter County CoC",2014,168311,2,0,"FY2024 CoC boundaries and ACS 2024 tract-population shares",12.0335746788849,1252.42262848145,134.388341580889,368.977666343852,1.66358705016309,4.50863887412846,0,64297.0139119789,48442.9311397342,,12.2411219475664,34667.6669211345,,2494,1318,,371,-823,-452,1991,14.8503464381447,7.84746891878153,,2.20839092876409,-4.89921396163416,-2.69082303287007,62103,270,10,0,0,280,51925672,277,30178,25220,35136,17.9960810642204,15.0213259977066,20.9708361307342,11002,8799,13205,24.2077237970186,19.3766574971333,29.038790096904,7386,22.4892799638764,47272.882966651,43900.012043182,50645.7538901201,72162,63334,8828,12.1446685005733,6065415,170290,35616.5376119208,5903557,93.4090532466684,5672358,19.2556197158831,446.13057001622,179.961602806709,155.67174640992,78.9242651995413,58.3582289337534,41.7828680222321,12.2422100277334,9,1,0.368977666343852,139.384461374337,1.66358705016309,0.426271680452269,0.323351147942793,,
"CA-524 | 2015","California","CA","CA-524","Yuba City & County/Sutter County CoC",2015,169327,2,0,"FY2024 CoC boundaries and ACS 2024 tract-population shares",12.0395929413335,1252.42262848145,135.199569338113,368.405511229751,2.19102682974363,5.94732370433305,26.1455525606469,66463.9675242516,51599.673841213,,12.226311332377,35409.2988869743,,2505,1392,,426,-510,-84,2076,14.8388749471559,8.24545737995559,,2.52315578469881,-3.02095841223993,-0.497802627978409,62381,242,0,32,97,371,72217094,371,32534,27956,37112,19.2928889072623,16.5305149208337,22.0552628936909,12511,10596,14426,27.5922168348816,23.3423848529768,31.8420488167865,8332,25.3234038280959,48925.2801974877,45544.0606873092,52306.4997076662,72477,65097,7380,10.0877940316665,6525298,171784,37983.4155982212,6082751,96.5063791362275,5926396,5.63176368801195,470.902582222563,190.119137172453,164.444781576476,79.5057669479764,57.6477041269587,41.3439453565293,12.5623874801618,9,1,0.368405511229751,140.192822457806,2.19102682974363,0.603710630949237,0.441221779842125,,
"CA-524 | 2016","California","CA","CA-524","Yuba City & County/Sutter County CoC",2016,170694,2,0,"FY2024 CoC boundaries and ACS 2024 tract-population shares",12.0476336171995,1252.42262848145,136.291053928788,367.546603864225,1.52905198776758,4.16015811788709,0,65714.8838397659,52179.8604113493,,13.4147767813952,36110.6210994174,,2532,1442,,342,-64,278,2015,14.8951049326764,8.48161602451123,,2.0101992051566,-0.370518767661816,1.63968043705568,62738,257,0,4,0,261,62750253,201,28678,24316,33040,16.8804492249288,14.3169882948434,19.4439101550142,11025,9031,13019,24.3608984498576,19.9339765896868,28.7878203100285,7834,23.9926289149004,48986.9379943056,45572.6213223663,52401.2546662449,73602,66764,6838,9.25352736475799,6756795,173692,38897.3005378045,6272126,99.106510597912,6149223,9.75278709269219,515.686422018349,208.720563112939,180.48977222398,80.5173046504271,56.6208254730373,39.9784891820405,13.0082144530871,10,1,0.367546603864225,141.176925927115,1.52905198776758,0.808658124154996,0.568887114680313,,
"CA-524 | 2017","California","CA","CA-524","Yuba City & County/Sutter County CoC",2017,172782,2,0,"FY2024 CoC boundaries and ACS 2024 tract-population shares",12.0597917508829,1252.42262848145,137.958222784186,364.586588880786,1.75365489460708,4.80998190303839,0,70898.9784213964,51454.9152355938,,13.7915561924704,35989.620928385,,2536,1542,,204,890,1094,2041,14.7703986434042,8.97868352421374,,1.18448383268768,5.21561835717047,6.40010218941494,62994,299,0,4,0,303,75823417,240,24237,19671,28803,14.130732367955,11.453450012154,16.8080147237559,9077,6996,11158,19.8398617911588,15.3080147237559,24.3717088585617,6388,19.3512206132583,53977.9023509393,50015.9798242872,57939.8248775914,74239,68127,6112,8.20222939889572,6904034,176220,39174.4486578463,6342091,100,6342091,10.0717355974581,565.83523144772,229.844744244192,198.696963572594,80.2069000243081,56.7323028839324,38.5684266625668,12.661414743415,10.5,1,0.364586588880786,142.578751597454,1.75365489460708,1.23016496043905,0.404072572943986,,
"CA-524 | 2018","California","CA","CA-524","Yuba City & County/Sutter County CoC",2018,173905,2,0,"FY2024 CoC boundaries and ACS 2024 tract-population shares",12.0662702023349,1252.42262848145,138.854884960724,363.135044995831,2.73712659210489,7.53748950927143,0,68280.1997819223,52492.7733483045,,14.1042933179875,37584.5721037529,,2438,1514,,51,151,202,1892,14.0669467316022,8.73403492901326,,0.292516193452316,0.885792090770634,1.17830828366892,63151,470,6,0,0,476,119612898,476,26267,21583,30951,15.150101492194,12.4163094793134,17.8838935050746,9108,7068,11148,19.6946988298209,15.2717121416866,24.1176855179552,6603,19.8284908427015,53252.0262212127,49525.744475432,56978.3079669935,74534,69199,5335,7.08644259797016,7277180,177730,40939.3433483799,6679906,105.55010356804,6823475,7.07110083091343,604.647763606567,246.180430752422,212.777649406285,79.7838935050746,57.7778926809589,37.2405185584857,12.5488454776965,11,1,0.363135044995831,143.2955249548,2.73712659210489,0.653075771948795,0.248546631128966,,
"CA-524 | 2019","California","CA","CA-524","Yuba City & County/Sutter County CoC",2019,175639,2,0,"FY2024 CoC boundaries and ACS 2024 tract-population shares",12.0761917246757,1252.42262848145,140.239401625121,362.288557780447,3.86019050438684,10.6550163439779,3.53982300884956,74281.2125040647,53760.1091826651,,15.1124735714226,37744.1106824827,,2416,1417,,100,637,737,1844,13.8252566793035,8.10659203793124,,0.57118444820734,3.65044554780258,4.22162999600992,63632,654,0,0,24,678,162064560,678,24058,19437,28679,13.8749503242446,11.1853711305576,16.5645295179317,8264,5896,10632,18.0270543558094,12.8687375810612,23.1853711305576,5767,17.3926855652788,58982.7036478231,54943.0695460575,63022.3377495886,75839,70593,5246,6.83857685366006,7680610,179902,42688.0025392994,6790241,107.100412681694,7100072,7.26166335494964,647.920942102836,264.111096168846,228.244921401283,80.0363734705846,58.6116084877243,36.9854957139553,13.002680091765,12,1,0.362288557780447,144.582165825283,3.86019050438684,0.998607043300056,0.755343839738925,,
"CA-524 | 2020","California","CA","CA-524","Yuba City & County/Sutter County CoC",2020,181459,2,0,"FY2024 CoC boundaries and ACS 2024 tract-population shares",12.1087905227236,1252.42262848145,144.886395273788,353.264373770383,3.22937963947779,9.1415378375427,0,76483.5078556553,59295.3060826527,,14.9254668250209,37297.0024245096,254,575,369,206,4,51,55,3331,,,,,,,64103,576,10,0,0,586,148835703,532,23800,19310,28290,13.668979218446,11.0978568161403,16.2401016207518,8056,5781,10331,17.5556120115288,12.5748637433249,22.5363602797326,5659,16.9748637433249,61492.3543114423,55074.6990229198,67910.0095999647,76720,68282,8438,10.9673810612866,8651763,181480,47673.1268330587,6768660,107.006483227616,7252685,5.19895750555222,680.616604852887,277.911394474785,240.139643886498,80.884489609223,60.5983773338376,35.9973322766358,13.1476232401375,12,1,0.353264373770383,149.083228219658,3.22937963947779,,,,
"CA-524 | 2021","California","CA","CA-524","Yuba City & County/Sutter County CoC",2021,182304,2,0,"FY2024 CoC boundaries and ACS 2024 tract-population shares",12.1134363876082,1252.42262848145,145.561087650613,354.973012111638,5.38112164296998,15.1592415743359,25.6880733944954,73802.7637772675,61409.6420777306,,15.4461823955615,38963.2842179231,845,2357,1704,653,113,26,139,2949,12.9607733741791,9.36824786785511,3.59252550705862,0.620017888870787,0.172654642663869,0.792672531534656,64713,725,4,0,252,981,212299726,981,28008,23235,32781,15.5455777163419,12.9265337019484,18.1646217307355,10523,8452,12594,22.1176891346323,17.7530674038968,26.4823108653677,7237,20.6,62114.7610803932,57673.0497301211,66556.4724306653,76986,70254,6732,8.70748968755485,9414495,182156,51684.314386958,7097396,112.428942480692,8066329,16.3146065911883,787.545131648236,323.57300607776,279.44343941987,80.3292434614709,61.7023780784559,36.7891436862771,13.5630505381341,13,1,0.354973012111638,149.50947112322,5.38112164296998,0.471859986929563,0.945188141995214,,
"CA-524 | 2022","California","CA","CA-524","Yuba City & County/Sutter County CoC",2022,183012,2,0,"FY2024 CoC boundaries and ACS 2024 tract-population shares",12.1173124675518,1252.42262848145,146.126392032616,357.50114746574,4.03252245754377,11.2797468934843,15.9891598915989,71454.6074938839,55904.482643191,,15.4034853675129,39003.2292082156,708,2475,1817,658,600,-562,38,2993,13.5559511960027,9.94427531526304,3.61167587920055,3.27899048466684,-3.02677931620129,0.252211166770179,65427,592,28,0,118,738,181035316,738,26121,21493,30749,14.4687408475947,11.9304630297467,17.0070186654427,8600,6573,10627,18.4609260594934,14.138277817848,22.7835743011387,6119,17.838277817848,64944.0357845387,59717.6136537495,70170.457915328,78098,73204,4894,6.21642569886128,9299239,183017,50810.7573273884,7138254,113.134847130243,8747926,13.7281982055821,893.425099556313,368.259422496885,317.935988241208,81.0288707844294,61.6410588334647,38.3067427928243,13.6464265548202,14,1,0.35750114746574,149.763173040285,4.03252245754377,0.39909186540124,1.09850334118289,,
"CA-524 | 2023","California","CA","CA-524","Yuba City & County/Sutter County CoC",2023,184402,2,0,"FY2024 CoC boundaries and ACS 2024 tract-population shares",12.1248788589528,1252.42262848145,147.23624103118,358.868125074565,3.3025672172753,9.20273210831721,0,75811.1104703283,55419.8717415555,,16.377947020243,40625,1390,2359,1591,768,1020,-409,611,3121,12.8433401504978,8.65916230136505,4.18417784945669,5.54029128119529,-2.18784178708849,3.35244949343077,66176,589,20,0,0,609,191230453,565,27784,23213,32355,15.3464794308088,12.8605617075737,17.8323971540439,9161,7066,11256,19.5718354464702,15.1323971540439,24.0112737388965,6589,18.9479034934545,71747.2227036583,66166.3492857995,77328.0961215171,79720,73939,5781,7.21689081463325,9658313,184152,52449.065254173,7481175,118.253934680752,9484606,-1.13888054359497,883.055255528682,364.096269942842,314.340807041138,81.5422864177178,61.8698921721983,38.2758736888978,14.6740223198534,15.5,1,0.358868125205193,150.67400773853,3.3025672172753,0.76558089264683,1.13932659321793,,
"CA-524 | 2024","California","CA","CA-524","Yuba City & County/Sutter County CoC",2024,186374,2,0,"FY2024 CoC boundaries and ACS 2024 tract-population shares",12.135516052067,1252.42262848145,148.810789394612,358.56932833979,4.68412976058892,13.0633866044173,5.26918671248568,76180.538382798,57873.5989578622,,16.4214875725696,40563.0006343609,1972,2294,1599,695,1274,-4,1270,3058,12.3742703656926,8.62346922695294,3.75080113633219,6.85585474073186,0.0312310474187921,6.8870857864965,66828,809,18,0,46,873,348968524,873,23939,18761,29117,13.0222525674182,10.1938339038707,15.8506712309657,7915,5395,10435,16.7260068464485,11.3914220867718,22.0605916061253,5774,16.6013424619314,74225.2252567418,67912.899449494,80537.5510639896,81276,74907,6369,7.7554948651636,10488408,186014,56388.1669814459,7545286,119.201279996137,9746469,3.74699657677573,915.578897646667,377.800450813955,326.147060426884,82.7804323564446,63.7137680220906,39.859402728019,14.4281105598937,16,1,0.35856932833979,152.04802885649,4.68412976058892,1.07718015014147,0.980421926177754,,
"CA-524 | 2025","California","CA","CA-524","Yuba City & County/Sutter County CoC",2025,187478,2,0,"FY2024 CoC boundaries and ACS 2024 tract-population shares",12.1414221181201,1252.42262848145,149.692280973328,359.743543242407,4.37918049051089,12.1730620959611,25.700365408039,,,,16.5,,1104,2278,1601,677,328,102,430,3075,12.186631148614,8.5633705665847,3.62326057808312,1.7500856374834,0.579437354487002,2.3295229909704,67444,589,18,3,211,821,288412083,821,,,,,,,,,,,,,,,,,,82591,75892,6699,8.04846648673444,,,,,,,0.618922966961457,919.626553622292,380.273478754841,328.215764889747,,,,,16.5,1,0.359743543242407,152.755319096735,4.3791804905591,0.598515372977428,0.917556689623934,,
"CA-525 | 2010","California","CA","CA-525","El Dorado County CoC",2010,181136,1,0,"FY2024 CoC boundaries and ACS 2024 tract-population shares",12.1070089300164,1786.36075058869,101.399451337199,486.882784206342,0.662485646144334,1.36066763425254,0,96261.0392300383,71205.5017877754,,11.8109893075307,36380.425480225,,382,296,,22,-12,10,1641,,,,,,,88192,118,2,0,0,120,47090444,120,16825,14016,19634,9.4,7.8,11,4717,3706,5728,11.6,9.1,14.1,3204,10.3,65201,61764,68638,91231,79989,11242,12.3,8735037,181113,48230,6588968,83.068,5760049,-11.35,606.06,167.31,131.7,92.7,77.27175599991,44.7980525167362,11.0683223136053,8,0,0.486882784206342,106.061395645145,0.662485646144334,,,,
"CA-525 | 2011","California","CA","CA-525","El Dorado County CoC",2011,180936,1,0,"FY2024 CoC boundaries and ACS 2024 tract-population shares",12.1059041833605,1786.36075058869,101.287491868803,488.045496750232,0.77928107176018,1.59673857652455,0,88705.8215761111,72098.351156133,,11.4514534873146,37243.7101263231,,1633,1310,,87,-606,-519,1633,9.020305354,7.236129831,,0.480567401,-3.347400517,-2.866833116,88305,141,0,0,0,141,54457486,141,18496,15669,21323,10.3,8.7,11.9,5309,4307,6311,13.4,10.9,15.9,3697,12.1,61970,57920,66020,89345,78872,10473,11.7,9102802,180727,50368,6730944,84.858,5952077,-7.52,560.45,154.73,121.79,93,75.7718304968948,44.8465611604693,11.2444505194095,8,0,0.488045496750232,105.94428872477,0.77928107176018,-0.110414274,0.128129535558785,,
"CA-525 | 2012","California","CA","CA-525","El Dorado County CoC",2012,180575,1,0,"FY2024 CoC boundaries and ACS 2024 tract-population shares",12.1039070207689,1786.36075058869,101.085405028347,489.735566938945,1.4453828049287,2.95135355180134,30.2681992337165,95985.8041466786,73521.4293603413,,11.2188649909919,36203.3875729793,,1599,1424,,103,-641,-538,1641,8.84620385,7.878045205,,0.569830517,-3.546226809,-2.976396292,88434,182,0,0,79,261,79918683,261,16708,13992,19424,9.3,7.8,10.8,4724,3782,5666,12.2,9.8,14.6,3239,10.8,68446,65262,71630,88808,79699,9109,10.3,9446675,180188,52427,6523416,82.242,5877200,-0.39,558.25,154.12,121.31,93.1,75.2692316285721,43.6472504600163,11.4168811962535,8,0,0.489735566938945,105.732910733493,1.445382805,-0.199518062,0.146084593171403,,
"CA-525 | 2013","California","CA","CA-525","El Dorado County CoC",2013,181481,1,0,"FY2024 CoC boundaries and ACS 2024 tract-population shares",12.1089117542153,1786.36075058869,101.592581420183,488.662725023556,1.13510505231953,2.32288037166086,0,87074.8736446301,74421.7758347734,,11.0567758032609,36626.5539065307,,1495,1327,,120,650,770,1641,8.258390967,7.330357735,,0.66288088,3.590604768,4.253485649,88683,206,0,0,0,206,87833588,205,20575,17871,23279,11.4,9.9,12.9,5285,4396,6174,13.8,11.5,16.1,3549,11.9,63002,59034,66970,88358,80769,7589,8.6,9741664,180915,53847,6626293,83.539,6088209,12,625.24,172.61,135.87,93.2,74.7883564,43.0894923973069,12.7477915456216,8,0,0.488662725023556,106.263405082792,1.13510505231953,0.501730582860316,0.281565913562654,,
"CA-525 | 2014","California","CA","CA-525","El Dorado County CoC",2014,183108,1,0,"FY2024 CoC boundaries and ACS 2024 tract-population shares",12.1178368829227,1786.36075058869,102.503371695587,485.292832645215,1.03763898901195,2.13817085110453,0,95528.3555541474,76481.1698037341,,12.2411219475664,37763.0981497527,,1609,1397,,115,1318,1433,1692,8.826377099,7.663423746,,0.630847338,7.230059053,7.860906391,88861,162,0,28,0,190,87273851,190,20715,18116,23314,11.4,10,12.8,4956,4049,5863,13.1,10.7,15.5,3405,11.5,70235,65699,74771,87825,81615,6210,7.1,10253863,182354,56231,6886252,86.816,6474126,12.93,706.06,194.92,153.43,92.6,74.1061694885087,42.0194591281698,13.8882331013917,9,1,0.485292832645215,107.216069880042,1.03763898901195,0.896512582584408,0.20071490590079,,
"CA-525 | 2015","California","CA","CA-525","El Dorado County CoC",2015,184569,1,0,"FY2024 CoC boundaries and ACS 2024 tract-population shares",12.1257840743013,1786.36075058869,103.321235612222,482.312847769669,3.16412832057388,6.56032352280386,0,102667.053216044,79935.6234910809,,12.226311332377,38874.9094671495,,1610,1559,,195,1228,1423,1698,8.757686774,8.480269367,,1.060713616,6.679775999,7.740489615,89020,584,0,0,0,584,186073938,584,16634,13895,19373,9.1,7.6,10.6,4337,3546,5128,11.6,9.5,13.7,3067,10.4,75575,70948,80202,87927,82887,5040,5.7,10805487,183635,58842,7138794,90,6891680,5.46,744.59,205.56,161.81,92.3,73.831495818452,39.7553846153846,14.4148120206211,9,1,0.482312847769669,108.07153593338,3.16412832057388,0.797889769971816,0.178931139645067,,
"CA-525 | 2016","California","CA","CA-525","El Dorado County CoC",2016,185976,1,0,"FY2024 CoC boundaries and ACS 2024 tract-population shares",12.1333782891353,1786.36075058869,104.108870472391,481.637415580505,4.09730287779068,8.50702778739129,0,100744.973628278,83311.129723177,,13.4147767813952,41604.243532454,,1599,1557,,170,1206,1376,1651,8.630530705,8.403837591,,0.917567367,6.509330851,7.426898218,89573,762,0,0,0,762,293505745,762,16073,13421,18725,8.7,7.3,10.1,3742,2872,4612,10,7.7,12.3,2536,8.8,75100,71033,79167,84754,80176,4578,5.4,11479612,184846,62104,7690378,96.954,7563944,7.94,803.7,221.88,174.65,92.6,74.0663694351866,38.30322433,14.3281259388331,10,1,0.481637416,108.895383118218,4.09730287779068,0.762316532028673,0.621208717142219,,
