"state","state_abbr","coc_number","coc_name","predictor_year","target_year","target_total_homeless","target_estimated_coc_population","target_homeless_rate_per_10k","state_florida","time_index","log_estimated_coc_population","population_density_per_sq_mile_derived","housing_units_per_1000_residents","permits_per_1000_housing_units","multifamily_permit_share_pct","net_migration_rate_per_1000","poverty_all_pct","real_median_household_income_2025_usd","homeownership_rate_pct","housing_cost_burdened_households_pct","income_inequality_top_bottom_quintile_ratio","annual_hpi_change_pct","real_gdp_per_capita_2017_usd","real_state_minimum_wage_2025_usd","medicaid_expansion_status","contains_split_county_flag","contributing_counties","population_allocation_method","target_definition"
"California","CA","CA-513","Visalia/Kings, Tulare Counties CoC",2014,2015,862,607246,14.1952355388096,0,4,13.312378595274,97.0443498915844,314.74133896099,8.01879108579476,26.7365661861075,-7.38360391333864,27.3088026951887,58331.1776448662,54.2094769661203,42.0785193959332,13.6736294829517,12.664899765643,35291.51667728,12.2411219475664,1,0,2,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-513","Visalia/Kings, Tulare Counties CoC",2015,2016,792,608617,13.0131100511488,0,5,13.3166909065476,97.463739647464,315.702367738939,9.73350233948328,15.005359056806,-5.73154937628157,26.013647187466,59198.3560155254,53.9028845601173,41.7551075230711,13.7460046670299,5.56576963866374,35347.4414328633,12.226311332377,1,0,2,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-513","Visalia/Kings, Tulare Counties CoC",2016,2017,853,611973,13.9385234315893,0,6,13.3189460920839,97.6837868557727,317.927366471853,9.92785380576343,8.69338885996877,-7.14860676330137,22.9082514947824,63224.7962837363,53.5302216351575,40.9030394186179,14.1121925491192,6.77888580174395,37428.1169713136,13.4147767813952,1,0,2,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-513","Visalia/Kings, Tulare Counties CoC",2017,2018,967,615971,15.698791014512,0,7,13.3244450769319,98.2224290374535,319.161139462035,8.12009133822792,7.81841109709962,-3.75147652308418,22.6304559188069,63709.6866429963,54.0598346073764,40.5229357555187,14.1250925145367,6.78505612175701,38819.7939163696,13.7915561924704,1,0,2,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-513","Visalia/Kings, Tulare Counties CoC",2018,2019,1064,619135,17.1852665412228,0,8,13.3309567869371,98.8641130190862,319.492313761524,9.5529426112054,15.531914893617,-2.03611752841594,21.3644106621903,65515.4282520257,54.0867742112396,39.799143093244,14.5112495223247,5.44050861160672,38794.7270337223,14.1042933179875,1,0,2,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-513","Visalia/Kings, Tulare Counties CoC",2019,2020,1297,626728,20.6947830637852,0,9,13.3360802367426,99.3719389615289,320.718421668941,11.487248700697,9.95177553704516,-3.40833258408719,18.183636040605,71664.2293357924,54.854019623066,39.4788743811408,14.3412434047136,4.48357353404346,40049.8437364494,15.1124735714226,1,0,2,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-513","Visalia/Kings, Tulare Counties CoC",2021,2022,1235,630800,19.578313253012,0,11,13.3531972820025,101.087536780356,316.543986891576,10.1220362447145,8.9197224975223,-1.21829289651573,18.4573337948379,69182.2355633091,55.8587828020803,37.2391519788965,13.6202714031184,14.7935202215222,39516.3651032378,15.4461823955615,1,0,2,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-513","Visalia/Kings, Tulare Counties CoC",2022,2023,1470,634013,23.1856444583944,0,12,13.3547457193583,101.244185996483,318.622384273938,14.0357336544155,32.5771003190358,-3.67525053334781,18.1273479708307,70592.4468612553,56.9539702785242,36.4394616300143,13.1689281507334,16.1540878249841,39691.153353701,15.4034853675129,1,0,2,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-513","Visalia/Kings, Tulare Counties CoC",2023,2024,1672,637970,26.2081289088829,0,13,13.3598263151945,101.759876499981,320.192172715701,9.41844083426106,10.9309623430962,-1.59154742318428,17.5,73980.6323075298,57.7285572036521,36.4789762983521,12.6570054041781,5.10836930788485,40221.4586737494,16.377947020243,1,0,2,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-513","Visalia/Kings, Tulare Counties CoC",2024,2025,1472,639473,23.0189546704865,0,14,13.3660481067484,102.394979930527,321.695377525589,10.5880174631636,28.255867464335,-0.443376323682905,18.571325454175,71422.4007899561,57.8707085001132,36.9557417083665,12.5372618819231,4.601347649576,41811.6919019076,16.4214875725696,1,0,2,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-514","Fresno City & County/Madera County CoC",2011,2012,4492,1096572,40.964022426252,0,1,13.9026804223941,133.639359493447,336.793510289337,5.20588131243724,22.0073183481443,-3.39139246827208,25.4941702770005,61381.2608206444,54.6097940653153,45.4972598114872,13.937271036055,-8.90233163257357,38065.1703774675,11.4514534873146,0,0,2,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-514","Fresno City & County/Madera County CoC",2012,2013,3131,1102884,28.3892050297221,0,2,13.9077004200914,134.311916089133,336.709308645488,5.4194450011646,16.0919540229885,-5.06880385484667,27.522906019851,58381.3573082174,53.3297519239917,46.0111491310198,14.3982912562597,-0.711564958798875,37000.7834441846,11.2188649909919,0,0,2,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-514","Fresno City & County/Madera County CoC",2013,2014,2592,1114023,23.2670241099151,0,3,13.913440031694,135.085031593044,336.505924467124,8.05923578721031,12.0026746907389,-3.73788090820443,27.8863039086613,59976.6599219264,52.75064744291,45.3030346858278,14.7460407118817,9.77312600418539,38185.642746361,11.0567758032609,0,0,2,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-514","Fresno City & County/Madera County CoC",2014,2015,1722,1123064,15.3330531474609,0,4,13.9234892432229,136.44937468526,335.748005202765,5.63054933949325,12.4406457739791,0.467893701862714,26.7837031192354,58913.7940400367,52.2571508258353,44.6635152587025,15.210842427029,13.1897254545014,39102.3271983127,12.2411219475664,1,0,2,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-514","Fresno City & County/Madera County CoC",2015,2016,1883,1130786,16.6521340023665,0,5,13.9315721127223,137.556747510174,334.85268871587,6.73560938252039,10.3434662455586,-1.03788553931176,24.8444569499156,63313.2044276143,52.0644145644416,43.7249619222548,15.3431167455855,5.55068655036578,40094.6452922547,12.226311332377,1,0,2,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-514","Fresno City & County/Madera County CoC",2016,2017,2016,1140661,17.6739627286284,0,6,13.9384244084497,138.502564671327,334.661023394347,8.46655920513701,8.61423220973783,-1.90931477619393,24.8056373177595,65033.1678039402,52.1286878587955,43.0517847925729,15.9848365522484,5.81506918196723,41662.3410526464,13.4147767813952,1,0,2,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-514","Fresno City & County/Madera County CoC",2017,2018,2144,1148832,18.6624328013147,0,7,13.947119353583,139.712088689249,334.446430622244,8.77611470811817,30.6152927120669,1.02412193741433,21.113625695978,67461.5207060791,53.1409177249492,41.2525588611793,16.0325559782731,7.81053241936035,42462.0893169541,13.7915561924704,1,0,2,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-514","Fresno City & County/Madera County CoC",2018,2019,2508,1156428,21.6874721124013,0,8,13.9542572024903,140.712900917141,334.902753405198,8.92014752551677,18.4440559440559,-0.139351183410243,21.149786391744,67312.6590591032,53.3211363193659,40.1974464122963,15.7231910248003,7.11840707779728,43202.7121854917,14.1042933179875,1,0,2,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-514","Fresno City & County/Madera County CoC",2019,2020,3641,1165959,31.227513145831,0,9,13.9608473666376,141.643285164243,335.43895512734,10.4070263539833,16.8194203616547,-0.408485012389599,20.1054676123373,72407.0531076042,54.0953760500456,39.5420828752156,15.5699818984116,4.57883652073454,44158.1609349928,15.1124735714226,1,0,2,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-514","Fresno City & County/Madera County CoC",2021,2022,4216,1178247,35.7819710128691,0,11,13.9741923851919,143.546187963476,334.494062957565,12.6729844521256,9.29951690821256,0.470391741836391,19.5356799355612,74553.5703692083,55.4760855225197,38.3403189056703,16.040605963697,15.0529151748689,44772.1909244661,15.4461823955615,1,0,2,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-514","Fresno City & County/Madera County CoC",2022,2023,4493,1188936,37.7900913085313,0,12,13.9795391473519,144.315751447486,336.045837587535,11.6884920885477,15.4278305963699,1.22050599005694,19.0627907391235,75965.7830329401,55.6180169889112,38.2981123402707,16.5590018617898,17.3452804462901,44238.0866243574,15.4034853675129,1,0,2,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-514","Fresno City & County/Madera County CoC",2023,2024,4305,1199830,35.88008301176,0,13,13.9885701885669,145.624976989518,336.161912836351,10.6661662600863,17.9216514191884,3.59375811866426,17.7412886816448,74553.5968953068,57.1502721407744,38.8991627107317,17.1273340559136,2.75503603221704,45762.4281564877,16.377947020243,1,0,2,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-514","Fresno City & County/Madera County CoC",2024,2025,4905,1203383,40.7600905114997,0,14,13.997691271507,146.959311637745,336.356817215772,9.37133738549103,8.03807509254363,3.82220389622229,18.1307685255411,75761.6811151712,57.8006917826319,39.5975403367368,17.1601789696138,5.40677072585283,47654.1384733981,16.4214875725696,1,0,2,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-515","Roseville, Rocklin/Placer County CoC",2011,2012,742,360263,20.5960645417376,0,1,12.7836097403671,237.198386806886,432.444264834647,5.26957921241855,0,14.80288073,8.5,99600.4481376051,73.9788248558376,44.5183680774408,11.7264192622046,-7.45,48139.2091656479,11.4514534873146,0,0,1,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-515","Roseville, Rocklin/Placer County CoC",2012,2013,908,365398,24.8496160351179,0,2,12.7945923750081,239.817815120364,429.922029184235,8.444975304258,6.19266055045872,8.426005909,9.1,97493.3391298431,72.5678773809352,44.1593152780138,11.8554114994363,1.48,50023.6978776945,11.2188649909919,0,0,1,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-515","Roseville, Rocklin/Placer County CoC",2013,2014,762,369217,20.6382696354718,0,3,12.8087451861954,243.236052576454,427.402448836611,8.12565632763876,0,11.74377568,8.3,101781.767559942,71.905552481092,43.02712994,12.1354320847091,15.8,51142.8657244588,11.0567758032609,0,0,1,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-515","Roseville, Rocklin/Placer County CoC",2014,2015,796,372841,21.3495833344509,0,4,12.8191425344852,245.778262672813,426.364441507298,12.6412613310804,17.6884422110553,8.3281719,8.3,102946.475454373,71.4152322750006,41.4057216671099,12.7774879731061,14.51,52000,12.2411219475664,1,0,1,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-515","Roseville, Rocklin/Placer County CoC",2015,2016,1021,378943,26.9433661526931,0,5,12.828910016392,248.190666283498,427.442260910147,14.0304201596305,10.5545617173524,8.30932353,8.6,103520.178051236,70.9571430938037,39.981765849395,13.1035735207967,4.14,54725.08204432,12.226311332377,1,0,1,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-515","Roseville, Rocklin/Placer County CoC",2016,2017,979,385115,25.420978149384,0,6,12.8451437158914,252.252610773674,426.185468526929,14.9783281733746,12.8152128978917,14.84202909,7.2,114462.924364933,71.2345210846085,37.7841354737023,13.676643628263,6.67,56228.8795764749,13.4147767813952,1,0,1,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-515","Roseville, Rocklin/Placer County CoC",2017,2018,950,392330,24.2143093824077,0,7,12.8612998665899,256.361152463837,425.488490450904,20.0595623146306,22.9692728932157,14.99100854,7.8,106872.739157767,72.158329807047,36.8656925791661,14.0947303440148,7.45,56680.6949936591,13.7915561924704,1,0,1,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-515","Roseville, Rocklin/Placer County CoC",2018,2019,617,398329,15.4897082562404,0,8,12.8798611502329,261.163992433785,425.878724543114,11.2936529311428,0,17.88936838,7.1,114340.941511958,73.0461870786846,36.3807302674732,14.2577151254558,5.73,59133.41202157,14.1042933179875,1,0,1,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-515","Roseville, Rocklin/Placer County CoC",2019,2020,744,405971,18.3264321835796,0,9,12.8950360864438,265.157372472554,424.0690484499,13.92383331656,12.9676870748299,14.58530163,6.6,123025.609853761,73.5518056873778,35.3392736716743,14.138413606415,3.95,59670.3626997241,15.1124735714226,1,0,1,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-515","Roseville, Rocklin/Placer County CoC",2021,2022,750,418469,17.922474544112,0,11,12.9312972984776,274.948775538107,425.382168226652,24.4793652781177,4.3245756800744,17.91433305,6.6,123079.93399934,75.1837659911752,34.9891240406583,13.7784433875983,14.67,62986.5582805447,15.4461823955615,1,0,1,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-515","Roseville, Rocklin/Placer County CoC",2022,2023,709,425195,16.6747021954633,0,12,12.9443604817544,278.564052582707,428.146409889382,22.7665963408236,11.1056631527335,13.86879485,6.2,116751.817592019,75.7202107387064,35.009479403233,14.025776630299,13.44,63367.9413247809,15.4034853675129,1,0,1,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-515","Roseville, Rocklin/Placer County CoC",2023,2024,702,434279,16.1647235993451,0,13,12.960305518068,283.041377827041,429.372405602135,20.1624609047637,20.4563977180114,15.90443589,6.5,116251.724591428,76.42858371,34.9421242342869,14.1122095109021,-1.66,61675.4208088102,16.377947020243,1,0,1,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-515","Roseville, Rocklin/Placer County CoC",2024,2025,711,442081,16.0830255089,0,14,12.9814447663458,289.088363036606,428.104973991374,19.9712775055536,18.5564233773229,20.95933094,6.8,118896.701740271,76.9673198823583,36.0339081761413,14.2591171584527,3.41,61762.958079581,16.4214875725696,1,0,1,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-516","Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2011,2012,524,315568,16.6049789585763,0,1,12.6673476660662,13.3803028716921,468.378213090052,2.41623928172408,25.0696378830084,-3.92853425085233,20.350770448083,58666.2214060193,65.1961161905564,43.5216391767866,13.2433370897623,-10.2079701025793,39155.0501398887,11.4514534873146,0,0,7,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-516","Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2012,2013,851,312942,27.1935374606157,0,2,12.6621326375274,13.3107056239372,471.746184657506,2.25031571593627,0,-5.17326639939063,18.7776951401917,60236.4234816469,64.4860408205442,43.0688010992889,13.1553585803071,-3.83828331770015,37028.2527201244,11.2188649909919,0,0,7,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-516","Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2013,2014,630,311683,20.2128444605577,0,3,12.6537763443123,13.1999405496317,476.532392583929,1.95135689714136,3.09278350515464,-7.93413005011973,19.8082529670035,57630.7825179031,62.8741395878197,42.58999876765,13.4042043849025,6.51755306095059,37105.2808536148,11.0567758032609,0,0,7,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-516","Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2014,2015,591,310482,19.0349198987381,0,4,12.6497451330295,13.1468357405872,478.986662731044,2.14345041931249,0,-3.71154854557568,16.8483215318128,59263.504328869,62.8436942269318,41.7429489072016,13.4636993150632,8.55172515023277,37578.9458633334,12.2411219475664,1,0,7,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-516","Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2015,2016,1272,310627,40.9494345308038,0,5,12.6458844284542,13.0961773802517,481.454641492905,3.47865643584889,9.61538461538461,-2.57279535701884,19.366125572497,60959.9354506338,62.6445873337642,40.2657814368115,14.1056016059789,5.46276228573637,38690.2158346647,12.226311332377,1,0,7,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-516","Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2016,2017,934,311815,29.953658419255,0,6,12.6463513337341,13.1022935020241,482.926468079079,3.75308312779148,8.348134991119,1.67666128555483,17.7675759029318,61511.5640361601,62.4238065359619,39.3060944835325,13.9018720203931,5.2039925376738,40482.0543749107,13.4147767813952,1,0,7,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-516","Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2017,2018,1149,312155,36.8086367349554,0,7,12.6501685492347,13.1524035204076,482.876064333018,3.50672121566335,0,5.78272675476784,17.5644295495727,65270.4758619284,63.3682147548788,38.8894978850444,14.5217573777786,6.46908141045171,41536.6376249996,13.7915561924704,1,0,7,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-516","Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2018,2019,1349,312657,43.1463232871805,0,8,12.6512583418333,13.1667447714601,484.022360686198,2.9452644119399,0,2.48524748182241,15.9156342201791,67605.7551700281,64.4189911846633,36.8420347082071,14.5143812888742,5.37622716278772,40458.8911877346,14.1042933179875,1,0,7,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-516","Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2019,2020,1529,317792,48.113231295942,0,9,12.652865220386,13.1879192068376,481.748369619103,4.56108669384287,14.1193595342067,3.19295049553598,14.7848546490243,71519.3614059647,64.6857455746105,35.2528737703369,14.431344967652,6.0321815919682,42207.446491852,15.1124735714226,1,0,7,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-516","Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2021,2022,1837,312723,58.7420816505342,0,11,12.6690831296358,13.4035441344271,466.411135132754,3.89984549055063,16.9550173010381,3.87121825438631,15.5918374668391,67713.457750941,66.5574404474228,34.0167847202122,14.4662980986922,13.4428811809837,41743.3872008308,15.4461823955615,1,0,7,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-516","Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2022,2023,2521,309555,81.4394857133627,0,12,12.6530762913802,13.1907030967478,473.777112652411,3.78642152793245,0,-10.6953246826578,14.6027164615331,68758.7506987872,67.3224547348479,33.3787940141316,14.6971524889071,12.5810456218443,42604.9688647613,15.4034853675129,1,0,7,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-516","Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2023,2024,2404,309863,77.5826736331863,0,13,12.6428942917348,13.0570763810586,480.257143318635,2.82512477634429,1.9047619047619,-6.39317927251556,14.3062874125761,73391.8278733559,68.3207298386352,34.4541760606844,14.8035067852118,0.70247716883914,45331.3271286208,16.377947020243,1,0,7,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-516","Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2024,2025,2329,308295,75.5445271574304,0,14,12.6438887705227,13.0700678673061,481.896838280143,3.94449578762674,35.8234295415959,4.39037368616915,15.6321177423571,69458.3734994675,69.0359192014965,35.8366890768907,15.2043466789457,1.3124846141682,47519.2433243053,16.4214875725696,1,0,7,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-517","Napa City & County CoC",2011,2012,248,138538,17.9012256564986,0,1,11.832774585716,173.78611390235,398.566355099462,2.80617358188014,15.5844155844156,4.328657315,12,87573.5591125529,62.9853559851951,45.7804254617414,13.288156424581,-6.88,60779.245460942,11.4514534873146,0,0,1,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-517","Napa City & County CoC",2012,2013,245,139580,17.5526579739218,0,2,11.8389071534186,174.855151373755,397.075170711285,2.03599345573532,0,3.40297362,9.7,92132.1240222729,61.2373152793485,44.4768167818197,13.4281205973514,0.97,64419.5553378899,11.2188649909919,0,0,1,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-517","Napa City & County CoC",2013,2014,285,140405,20.298422420854,0,3,11.8464003568957,176.170307271281,394.827339160338,3.90128833242606,62.3255813953488,6.349822737,9.7,94838.1123554946,58.9005786428196,43.9980929875837,13.117551249649,13.53,67172.6790318319,11.0567758032609,0,0,1,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-517","Napa City & County CoC",2014,2015,293,140862,20.8004997799265,0,4,11.8522935047035,177.211577535637,394.010184822478,2.65721877767936,26.530612244898,3.807346822,9,96654.5387733235,58.8643050313531,43.774950873927,13.5873424971363,16.99,71574.4259783372,12.2411219475664,1,0,1,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-517","Napa City & County CoC",2015,2016,317,140840,22.5078102811701,0,5,11.855543065815,177.788378154802,393.68317928185,3.10161392119737,0,1.635456701,10.1,98738.3318412398,57.594848103038,42.2667110630151,14.5168723813838,6.23,74828.6382323439,12.226311332377,1,0,1,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-517","Napa City & County CoC",2016,2017,315,139878,22.519624243984,0,6,11.8553868734994,177.760610947752,394.866515194547,3.81205833168504,0,-1.561934243,7.9,98078.1160041369,59.2180080895715,39.9808922488992,14.5629113646336,10.35,76302.8293233613,13.4147767813952,1,0,1,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-517","Napa City & County CoC",2017,2018,322,138789,23.2006859333232,0,7,11.8485330421669,176.546426712225,399.10493429989,3.27804248916276,22.9508196721311,-7.053341788,6.8,110176.145236249,61.3151914181531,39.5749833,14.7240592930445,5.54,78032.6634592186,13.7915561924704,1,0,1,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-517","Napa City & County CoC",2018,2019,322,137744,23.3766988035776,0,8,11.8407172783499,175.171949963275,399.41926233347,4.85252999007847,59.1078066914498,-8.181808395,8.8,109787.819187215,61.9905588459509,38.600663370674,14.6209163151182,5.87,78976.4721862779,14.1042933179875,1,0,1,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-517","Napa City & County CoC",2019,2020,464,137481,33.750118198151,0,9,11.8331594287157,173.853007628424,403.988558485306,13.4598450949737,81.1748998664887,-7.217945055,7.4,113633.207529122,63.4958575865554,37.5905435763925,14.6096393381669,2.55,79118.7961491728,15.1124735714226,1,0,1,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-517","Napa City & County CoC",2021,2022,495,134499,36.8032476077889,0,11,11.8223714753845,171.987556173008,406.887998473574,21.7152132744161,86.2956810631229,-8.416530592,9,111838.677719001,64.6762632545465,38.0319596299411,15.5306892876177,10.89,84092.56417974,15.4461823955615,1,0,1,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-517","Napa City & County CoC",2022,2023,506,133628,37.8663154428713,0,12,11.809319478024,169.757344588624,415.088588019242,19.7030217270594,79.2727272727273,-12.01041494,8.6,108462.541966387,64.0329162540883,38.4960998439938,15.3817401960784,10.27,81571.721738096,15.4034853675129,1,0,1,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
"California","CA","CA-517","Napa City & County CoC",2023,2024,414,133115,31.1009277692221,0,13,11.8028225823976,168.658015618619,419.657556799473,5.90249295623952,15.1057401812689,-6.086667885,8.9,106159.739301728,63.8690115221346,39.0040293418742,16.4666309631705,1.26,84104.0361499955,16.377947020243,1,0,1,"FY2024 CoC boundaries and ACS 2024 tract-population shares","Next-year PIT homelessness per 10,000 estimated CoC residents"
