state_year_county,data_status_note,state_fips,county_fips,fips,state,county_name,year,population,population_change,births,deaths,natural_change,international_migration,domestic_migration,net_migration,group_quarters_population,birth_rate_per_1000,death_rate_per_1000,natural_change_rate_per_1000,international_migration_rate_per_1000,domestic_migration_rate_per_1000,net_migration_rate_per_1000,housing_units,permits_one_unit_units,permits_two_unit_units,permits_three_four_unit_units,permits_five_plus_unit_units,permits_total_units_authorized,permits_total_value_authorized,permits_total_reported_units,poverty_all_estimate,poverty_all_ci_low,poverty_all_ci_high,poverty_all_pct,poverty_all_pct_ci_low,poverty_all_pct_ci_high,poverty_child_estimate,poverty_child_ci_low,poverty_child_ci_high,poverty_child_pct,poverty_child_pct_ci_low,poverty_child_pct_ci_high,poverty_age_5_17_estimate,poverty_age_5_17_pct,median_household_income,median_household_income_ci_low,median_household_income_ci_high,civilian_labor_force,employed_people,unemployed_people,unemployment_rate_pct,bea_personal_income_thousands_usd,bea_population,bea_per_capita_personal_income_usd,bea_real_gdp_thousands_2017_usd,bea_real_gdp_quantity_index,bea_current_gdp_thousands_usd,annual_hpi_change_pct,hpi,hpi_1990_base,hpi_2000_base,land_area_sq_miles,high_school_graduate_or_higher_pct_age_18plus,homeownership_rate_pct,housing_cost_burdened_households_pct,income_inequality_top_bottom_quintile_ratio,state_minimum_wage_usd_per_hour,medicaid_expansion_status,housing_units_per_capita,population_density_per_sq_mile,permits_total_units_per_1000_population,population_growth_rate_pct,housing_supply_growth_rate_pct,foreclosure_rate_per_100_mortgages
Florida | Miami-Dade County | 2024,,12,086,12086,Florida,Miami-Dade County,2024,2812144,18633,29502,21499,8003,78261,-68246,10015,41456,10.52579939,7.670468482,2.855330911,27.92216075,-24.3489833,3.573177443,1116517,2231,256,53,8068,10608,4157696269,10339,397263,375245,419281,14.2,13.4,15,97438,85524,109352,17.7,15.5,19.9,64456,16,75779,74458,77100,1436333,1401606,34727,2.4,223009590,2838461,78567,203059107,127.279,260837199,9.97,1630.45,694.8,473.99,1899.954,83.9,55.11656463579955,49.20301315793655,20.294370493621745,12,0,0.3970340779135066,1480.1116237551014,3.772210811395149,0.6670100815783453,0.9782029680718285,
Florida | Miami-Dade County | 2025,2025 is complete only for sources that had published county data by 2026-07-24; blanks from lagged sources are not zero.,12,086,12086,Florida,Miami-Dade County,2025,2802029,-10115,30011,21262,8749,54204,-72254,-18050,43231,10.69115612,7.57440143,3.116754685,19.30970065,-25.73985518,-6.430154539,1125274,2666,318,259,13292,16535,4730017820,16299,,,,,,,,,,,,,,,,,,1429207,1391235,37972,2.7,,,,,,,2.79,1675.97,714.2,487.23,1899.954,,,,,13,0,0.4015925602483058,1474.787810652258,5.901080966685213,-0.359689973,0.7843140767225254,
Florida | Monroe County | 2010,,12,087,12087,Florida,Monroe County,2010,73220,,154,127,,82,28,110,2019,,,,,,,52770,125,2,108,36,271,72117853,271,9116,7373,10859,12.6,10.2,15,2080,1554,2606,19.1,14.3,23.9,1464,19.1,50388,47833,52943,42271,38975,3296,7.8,4504707,73448,61332,4467620,90.728,3868311,-8.57,587.24,267.94,156.19,983.034,89.8,63.984594710665945,52.38276915,15.871732954545454,7.25,0,0.7207047254848402,74.48369028945082,3.7011745424747335,,,
Florida | Monroe County | 2011,,12,087,12087,Florida,Monroe County,2011,73967,,719,677,,291,411,702,2019,9.769884569,9.199181993,,3.95415356,5.584732347,9.538885907,52946,99,0,0,36,135,65860550,116,10085,8214,11956,13.8,11.2,16.4,2413,1910,2916,22,17.4,26.6,1691,22,51152,48573,53731,42624,39593,3031,7.1,4644108,75103,61837,4466086,90.697,3916340,-5.24,556.45,253.89,148,983.034,89.3,63.26156601054825,52.81393150585328,15.68871704745167,7.25,0,0.7158056971352089,75.24358262277805,1.825138237322049,1.0202130565419187,0.33352283494409996,
Florida | Monroe County | 2012,,12,087,12087,Florida,Monroe County,2012,74560,,715,633,,352,165,517,2035,9.627879106,8.523702761,,4.739878945,2.221818255,6.9616972,52989,132,0,31,58,221,76959596,44,10312,8771,11853,14,11.9,16.1,2293,1824,2762,20.8,16.5,25.1,1562,20.3,52152,49149,55155,43537,40969,2568,5.9,5204045,76606,67933,4575362,92.916,4106512,1.99,567.51,258.94,150.94,983.034,89.3,60.30905569412125,52.77400443268749,15.915887850467287,7.67,0,0.7106893776824035,75.84681709889993,2.9640557939914163,0.8017088701718356,0.081214823,
Florida | Monroe County | 2013,,12,087,12087,Florida,Monroe County,2013,75813,,704,658,,409,764,1173,2026,9.363383054,8.751571093,,5.439806348,10.16139866,15.601205,53116,143,36,0,0,179,63364819,178,12666,10997,14335,16.8,14.6,19,2650,2189,3111,23.6,19.5,27.7,1981,25.6,50380,47279,53481,44004,41773,2231,5.1,4875003,78780,61881,4406361,89.484,4032280,6.21,602.76,275.03,160.32,983.034,89.9,59.449297799402856,51.57810916,17.28584935392373,7.79,0,0.7006186274121853,77.12144239161616,2.3610726392571193,1.6805257510729588,0.2396723848345994,
Florida | Monroe County | 2014,,12,087,12087,Florida,Monroe County,2014,76261,,772,666,,337,8,345,2031,10.15295185,8.758893697,,4.432052816,0.105211936,4.537264753,53203,152,36,0,0,188,64952994,30,10626,8895,12357,14,11.7,16.3,2380,1838,2922,20.5,15.8,25.2,1658,20.7,57411,54575,60247,44740,42824,1916,4.3,5334356,80147,66557,4538813,92.173,4248144,6.67,642.95,293.36,171.01,983.034,90.4,58.11849841700588,50.495840749754805,17.38753727829226,7.93,0,0.6976436186255097,77.57717433984989,2.465218132466136,0.5909276773112815,0.16379245425106603,
Florida | Monroe County | 2015,,12,087,12087,Florida,Monroe County,2015,76648,,744,739,,394,-10,384,2010,9.73127808,9.665879706,,5.153391887,-0.130796748,5.022595138,53300,203,0,0,59,262,81863782,150,8638,7049,10227,11.3,9.2,13.4,2190,1715,2665,18.8,14.7,22.9,1525,19,58332,54545,62119,45722,44114,1608,3.5,5467444,81444,67131,4644115,94.312,4469054,9.99,707.16,322.66,188.09,983.034,90.9,58.645186704519205,47.25251076040172,18.943394683026582,8.05,0,0.6953867028493894,77.9708535,3.4182235674772987,0.5074677751406353,0.18232054583389168,
Florida | Monroe County | 2016,,12,087,12087,Florida,Monroe County,2016,76872,,741,776,,446,-183,263,2040,9.653465347,10.109432,,5.810317874,-2.384054195,3.426263679,53473,208,12,0,0,220,65474783,175,8801,7062,10540,11.5,9.2,13.8,2102,1604,2600,18,13.7,22.3,1436,17.9,63892,61065,66719,45096,43555,1541,3.4,5974058,82549,72370,4838465,98.259,4753588,12.25,793.78,362.18,211.12,983.034,91,57.709168671478224,46.84441326083144,18.007634777189157,8.05,0,0.6956108856280571,78.19871947460616,2.8619003018003957,0.2922450683644717,0.3245778611632222,
Florida | Monroe County | 2017,,12,087,12087,Florida,Monroe County,2017,76483,,729,756,,430,-790,-360,1997,9.507352222,9.859476378,,5.607903231,-10.30289198,-4.694988752,53606,191,2,0,54,247,74424449,208,8963,7407,10519,11.8,9.8,13.8,2087,1610,2564,18,13.9,22.1,1448,18,63009,58808,67210,44273,42688,1585,3.6,6557863,83029,78983,4924206,100,4924206,4.24,827.47,377.55,220.09,983.034,91.2,56.46791885396668,45.34779921719426,17.81818846,8.1,0,0.700887779,77.80300579634071,3.2294758312304697,-0.506036008,0.2487236549286509,
Florida | Monroe County | 2018,,12,087,12087,Florida,Monroe County,2018,74757,,724,729,,265,-1991,-1726,1995,9.574186723,9.640306797,,3.504363925,-26.32901349,-22.82464956,53426,306,2,25,220,553,158647020,533,8859,7165,10553,12,9.7,14.3,2146,1645,2647,19.2,14.7,23.7,1552,20.1,67094,62049,72139,43738,42485,1253,2.9,7252161,81728,88735,4939427,100.309,5065040,5.29,871.23,397.52,231.72,983.034,91.3,57.56909505375184,44.93304017589446,17.29471064888662,8.25,0,0.7146621721042845,76.04721708506521,7.397300587235978,-2.256710642,-0.335783308,
Florida | Monroe County | 2019,,12,087,12087,Florida,Monroe County,2019,74228,,685,736,,273,-750,-477,1995,9.1955566,9.880189281,,3.66479847,-10.06812766,-6.403329194,53892,350,10,0,312,672,161384075,672,7239,5749,8729,9.9,7.9,11.9,1640,1087,2193,14.8,9.8,19.8,1193,15.4,67528,62132,72924,45162,44113,1049,2.3,7772825,82155,94612,5246407,106.543,5524690,5.98,923.3,421.28,245.57,983.034,91.4,58.45535496792703,43.54677901778536,17.329539862204726,8.46,0,0.7260333027967882,75.50908717297672,9.053187476423991,-0.707626042,0.8722344925691683,
Florida | Monroe County | 2020,,12,087,12087,Florida,Monroe County,2020,82851,-20,168,193,-25,0,9,9,1013,,,,,,,54107,264,2,16,95,377,123188965,341,7404,5823,8985,10.2,8,12.4,1714,1207,2221,15.3,10.8,19.8,1181,14.8,68584,61985,75183,43397,39704,3693,8.5,7856954,82851,94832,4986532,101.266,5329912,3.83,958.65,437.41,254.97,983.034,91.9,58.43517443845157,43.511113909703425,16.05275806820783,8.56,0,0.6530639340502831,84.28090991766307,4.550337352596831,,,
Florida | Monroe County | 2021,,12,087,12087,Florida,Monroe County,2021,82261,-590,651,811,-160,139,-592,-453,986,7.885556471,9.823634866,-1.938078395,1.683705606,-7.170890063,-5.487184457,54418,206,6,23,280,515,189101454,514,8907,7206,10608,11,8.9,13.1,2200,1572,2828,17.4,12.4,22.4,1597,17.3,68975,62888,75062,44666,43181,1485,3.3,8815235,82234,107197,5594894,113.62,6247949,14.52,1097.88,500.93,292.01,983.034,92.1,59.60157977098288,43.7030191,17.936572658285197,10,0,0.661528549,83.68072721798025,6.260560897630712,-0.712121761,0.5747869961372887,
Florida | Monroe County | 2022,,12,087,12087,Florida,Monroe County,2022,82696,435,766,875,-109,1329,-749,580,985,9.287268803,10.60882533,-1.321556527,16.11329013,-9.081154483,7.032135648,54868,322,16,24,0,362,195850286,362,10680,9035,12325,13.2,11.2,15.2,1795,1291,2299,14.4,10.4,18.4,1286,14.2,79459,75209,83709,47302,46301,1001,2.1,10080047,82002,122924,5879934,119.409,7044654,24.42,1365.96,623.25,363.31,983.034,92.2,61.06217809957453,42.98752936923911,18.157872718715684,10,0,0.6634903743832834,84.1232348,4.377478959079037,0.5288046583435735,0.8269322650593658,
Florida | Monroe County | 2023,,12,087,12087,Florida,Monroe County,2023,82695,-1,699,712,-13,1481,-1504,-23,983,8.452696942,8.609900176,-0.157203234,17.90907607,-18.18720487,-0.278128798,55163,356,4,33,259,652,305782549,652,7992,6315,9669,10,7.9,12.1,1753,1196,2310,14.3,9.8,18.8,1294,14.6,85639,78363,92915,48558,47564,994,2,11287337,81306,138825,6193265,125.772,7828210,8.25,1478.59,674.64,393.26,983.034,93.3,61.93194565623832,43.509319566587635,19.42810701342997,11,0,0.6670657234415623,84.12221754283168,7.884394462,-0.001209248,0.5376540059779833,
Florida | Monroe County | 2024,,12,087,12087,Florida,Monroe County,2024,82015,-680,687,718,-31,752,-1434,-682,980,8.341934309,8.71835347,-0.376419161,9.131200291,-17.41242183,-8.281221541,55743,245,10,7,72,334,222607122,334,8694,6814,10574,10.9,8.6,13.2,1869,1270,2468,15,10.2,19.8,1306,14.5,94752,88649,100855,49453,48344,1109,2.2,11954963,80908,147760,6402345,130.018,8349784,2.24,1511.75,689.77,402.08,983.034,93.1,63.82928378395207,43.72171604416823,19.25160927761316,12,0,0.679668353,83.43048155,4.072425775772724,-0.822298809,1.0514294001414015,
Florida | Monroe County | 2025,2025 is complete only for sources that had published county data by 2026-07-24; blanks from lagged sources are not zero.,12,087,12087,Florida,Monroe County,2025,80406,-1609,705,730,-25,359,-1931,-1572,979,8.681143448,8.988985414,-0.307841966,4.420610635,-23.77771347,-19.35710284,56009,239,4,28,8,279,199472431,276,,,,,,,,,,,,,,,,,,49496,48131,1365,2.8,,,,,,,2.11,1543.61,704.31,410.56,983.034,,,,,13,0,0.6965773698480213,81.79371211982495,3.4698903066935305,-1.961836249,0.4771899610713559,
Florida | Nassau County | 2010,,12,089,12089,Florida,Nassau County,2010,73513,,188,127,,4,138,142,543,,,,,,,35059,251,0,0,0,251,62622295,250,8255,6641,9869,11.3,9.1,13.5,2780,2156,3404,17.7,13.7,21.7,1892,16.2,57605,52885,62325,35875,32052,3823,10.7,3236369,73523,44018,2196421,82.981,1916148,-10.61,540.39,260.28,152.05,648.681,86.5,77.65359951087034,29.487081486011316,11.628072746652457,7.25,0,0.47690884605443934,113.32688948805344,3.4143620856175096,,,
Florida | Nassau County | 2011,,12,089,12089,Florida,Nassau County,2011,74148,,780,707,,29,533,562,543,10.56473951,9.575988243,,0.392791597,7.219238662,7.612030259,35264,309,0,0,18,327,76173998,320,8350,6705,9995,11.4,9.2,13.6,2745,2102,3388,17.6,13.5,21.7,1769,15.2,54706,50546,58866,35900,32394,3506,9.8,3408115,74147,45964,2267450,85.665,2000833,-5.56,510.33,245.8,143.59,648.681,86.6,78.20849269940534,30.539932508436447,11.277553634325969,7.25,0,0.47558936181690675,114.30579899827495,4.410098721475967,0.8637927985526428,0.5847286003593855,
Florida | Nassau County | 2012,,12,089,12089,Florida,Nassau County,2012,74519,,734,661,,62,247,309,543,9.874417322,8.892356744,,0.834078847,3.322862505,4.156941352,35545,305,0,0,8,313,76454584,313,9633,8136,11130,13,11,15,2968,2400,3536,19.1,15.5,22.7,1965,16.9,55367,51655,59079,35665,32690,2975,8.3,3368840,74512,45212,2222627,83.971,1998384,-2.56,497.25,239.5,139.91,648.681,88,78.51417238244774,34.235325284789766,13.062332345051532,7.67,0,0.4769924448798293,114.8777288066091,4.200271072,0.5003506500512511,0.7968466424682408,
Florida | Nassau County | 2013,,12,089,12089,Florida,Nassau County,2013,75384,,765,732,,-13,833,820,543,10.20660027,9.766315551,,-0.173445495,11.11385363,10.94040813,35814,481,0,3,60,544,129520627,489,10071,8516,11626,13.4,11.3,15.5,3158,2608,3708,20.4,16.9,23.9,2282,19.7,56987,52592,61382,35954,33423,2531,7,3504138,75379,46487,2338909,88.364,2151998,1.58,505.09,243.27,142.12,648.681,89.4,77.81981492,34.238305122411944,12.743762546601664,7.79,0,0.4750875517351162,116.21120396620218,7.216385439881142,1.1607777882150838,0.7567871711914531,
Florida | Nassau County | 2014,,12,089,12089,Florida,Nassau County,2014,76250,,739,728,,12,832,844,543,9.747154332,9.602068138,,0.158275848,10.97379216,11.13206801,36312,545,2,0,40,587,152755017,508,8859,7411,10307,11.7,9.8,13.6,2774,2199,3349,18.1,14.4,21.8,2006,17.5,56728,51759,61697,36055,33820,2235,6.2,3722241,76245,48819,2381531,89.975,2238602,7.48,542.86,261.46,152.75,648.681,89.5,77.30394269094043,33.73756793729434,12.936604736916747,7.93,0,0.47622295081967214,117.54622071557513,7.698360655737705,1.148784888039911,1.3905176746523695,
Florida | Nassau County | 2015,,12,089,12089,Florida,Nassau County,2015,77951,,749,797,,47,1683,1730,543,9.714593291,10.33715735,,0.609593972,21.82865221,22.43824619,36855,800,2,0,308,1110,257767543,1110,8407,6881,9933,10.8,8.8,12.8,2489,1988,2990,16,12.8,19.2,1733,14.8,55707,51653,59761,36521,34626,1895,5.2,4040275,77943,51836,2438539,92.128,2350976,7.49,583.53,281.06,164.19,648.681,89.6,76.37862270672694,33.203082204287334,13.035649590609376,8.05,0,0.4727970135084861,120.16846493114488,14.239714692563277,2.2308196721311457,1.4953734302709742,
Florida | Nassau County | 2016,,12,089,12089,Florida,Nassau County,2016,80055,,812,778,,46,2017,2063,543,10.27809071,9.847727302,,0.58225637,25.53067605,26.11293242,37911,1007,4,0,14,1025,290893295,1025,8242,6805,9679,10.3,8.5,12.1,2288,1776,2800,14.4,11.2,17.6,1633,13.9,67967,62649,73285,37077,35372,1705,4.6,4337762,80074,54172,2589733,97.841,2537933,8.22,631.47,304.14,177.68,648.681,90.9,76.86432476262719,31.290982161742928,13.477294752872767,8.05,0,0.47356192617575416,123.41196982800481,12.803697457997627,2.6991315056894782,2.865282865,
Florida | Nassau County | 2017,,12,089,12089,Florida,Nassau County,2017,82925,,811,880,,37,2886,2923,543,9.952141367,10.79887103,,0.454043441,35.41538839,35.86943183,38891,1078,0,0,31,1109,318492360,1039,7484,6078,8890,9.1,7.4,10.8,2095,1573,2617,12.9,9.7,16.1,1476,12.4,70590,66375,74805,38446,36911,1535,4,4718646,82915,56909,2646890,100,2646890,7.52,678.93,327.01,191.04,648.681,91.4,77.92069009913737,27.908855306115584,12.29599706,8.1,0,0.4689900512511305,127.83633249625008,13.373530298462466,3.5850352882393244,2.5850017145419457,
Florida | Nassau County | 2018,,12,089,12089,Florida,Nassau County,2018,85936,,881,969,,43,3044,3087,543,10.43461782,11.4768952,,0.509294627,36.05332196,36.56261659,39953,1085,0,0,237,1322,337208426,1052,8882,7503,10261,10.4,8.8,12,2282,1725,2839,13.7,10.4,17,1544,12.5,66898,61844,71952,39681,38359,1322,3.3,5192630,85800,60520,2693033,101.743,2758388,9.13,740.9,356.85,208.47,648.681,91.4,79.35845367027677,26.79785801110417,13.18607182,8.25,0,0.4649157512567492,132.4780593234579,15.383541239992553,3.630991860114552,2.7307089043737687,
Florida | Nassau County | 2019,,12,089,12089,Florida,Nassau County,2019,88625,,858,979,,-15,2813,2798,543,9.830374482,11.21670935,,-0.171859694,32.22942123,32.05756154,41234,1401,0,16,14,1431,334953873,1431,7951,6526,9376,9,7.4,10.6,2165,1586,2744,12.6,9.2,16,1517,11.9,72818,67287,78349,40818,39576,1242,3,5506451,88445,62258,2896730,109.439,3040105,8.56,804.35,387.41,226.32,648.681,91.3,80.86112766138544,25.791029754041645,12.468268638324092,8.46,0,0.4652637517630465,136.62339424154553,16.146685472496475,3.129072798361565,3.2062673641528816,
Florida | Nassau County | 2020,,12,089,12089,Florida,Nassau County,2020,91040,681,201,240,-39,-1,800,799,731,,,,,,,41972,1237,0,8,193,1438,330165255,1010,7348,5552,9144,8.1,6.1,10.1,2042,1424,2660,11.6,8.1,15.1,1453,11.2,75123,65719,84527,40823,38396,2427,5.9,5998727,91036,65894,3035909,114.697,3243040,5.08,845.18,407.08,237.81,648.681,91.1,83.27010532764673,24.656233730438245,12.48453835149114,8.56,0,0.4610281195079086,140.34633355994703,15.795254833040422,,,
Florida | Nassau County | 2021,,12,089,12089,Florida,Nassau County,2021,94433,3393,798,1119,-321,16,3944,3960,731,8.6050260690000009,12.06644633,-3.461420261,0.17253185100000001,42.52910127,42.70163312,43361,1694,60,0,101,1855,501918386,1855,9280,7797,10763,9.9,8.3,11.5,2615,2072,3158,14.3,11.3,17.3,1694,12.4,78069,72454,83684,42767,41225,1542,3.6,6871592,94413,72782,3332821,125.915,3726240,15.39,975.22,469.71,274.4,648.681,91.5,82.97071702244116,24.580774681152576,12.536244769874475,10,0,0.45917211144409265,145.57694768306763,19.643556807471963,3.7269332161687263,3.30934909,
