observation_date,HC01ESTVC1612061,HOWNRATEACS012061,DP04ACS012061,2020RATIO012061,HC01ESTVC1612063,HOWNRATEACS012063,DP04ACS012063,2020RATIO012063,HC01ESTVC1612065,HOWNRATEACS012065,DP04ACS012065,2020RATIO012065
2009-01-01,,75.40476428094365,,,,73.80909349100205,,,,79.72544878563886,,
2010-01-01,86.3,75.19059791478801,40.682699491266142,15.633572475507211,77.4,77.06367002137978,27.513095535046144,12.394256161971830,79.9,78.21277207097191,28.703504622661793,12.519082419813236
2011-01-01,86.9,75.23006361887853,40.535532949706941,16.393309802663243,79.1,79.75178837198136,27.913521811436613,14.150793650793650,81.0,74.48817707939865,31.618887015177062,12.665681410324080
2012-01-01,86.7,75.50549112183106,40.126615668689006,17.344014920311970,78.8,78.70267930155370,29.258268641137715,14.465809893307467,80.9,78.48540991199630,32.975977764542385,13.211716449305849
2013-01-01,87.0,73.78580097528361,38.689696669380240,16.350621375310688,78.0,74.73623216398272,32.754837422700980,15.379310344827584,81.2,78.40476190476190,35.855670103092784,13.405996679363220
2014-01-01,87.2,73.19420306507907,37.558341231379984,16.616219719679169,78.8,74.70444007476999,32.504883141375359,14.511008256192143,80.1,77.59244042728020,36.115702479338843,13.082630029440628
2015-01-01,88.3,74.02419086578954,34.687328238861014,17.336599706026458,79.3,71.60887116385389,31.688277322042868,14.668582375478929,79.9,79.49242037131664,35.432273739623405,13.277591643673633
2016-01-01,87.6,72.75465555501451,34.315221634666571,17.433853541416568,78.4,70.57801487862176,31.642714442224651,14.313076437144662,79.8,80.01553867403315,35.902912621359221,13.502427424947983
2017-01-01,88.4,73.19095460226613,32.293872652830721,16.006952491309384,79.7,69.44403516526694,29.759020782863701,13.472032902467683,80.9,78.37533558500044,31.702692453545691,12.617259786476868
2018-01-01,88.7,75.22170092294512,30.306433499117603,17.434402968784109,80.7,71.49057906678505,27.144142985727143,13.785401950891355,82.1,78.61384458771632,26.947329376854601,14.068162926018289
2019-01-01,89.4,76.47271175872142,28.593411205147930,17.580744013683010,80.5,70.17814107182787,24.947642317700073,14.551103752759380,82.0,77.25353861435312,25.924549340271323,15.113261577959909
2020-01-01,90.1,78.10065290458836,27.902709981484598,16.694933333333335,82.2,71.75407779171896,25.499412455934195,14.807207014542344,82.6,74.48430853198491,23.847772040543123,16.092251649108988
2021-01-01,91.1,77.93807447937307,27.873372147710874,16.187904967602591,83.4,72.05545568716293,23.512820512820511,14.014439383661207,83.8,75.63266573513430,19.123189843285061,16.117060223320522
2022-01-01,91.4,79.25543266756218,28.004276662316631,17.108305936356306,84.2,73.49738890531087,23.779547790339155,13.836329487523477,85.1,74.74176279876347,20.817697017578514,19.122476871320440
2023-01-01,92.0,78.52305946492667,29.290823748181690,17.110406474602886,83.2,73.41003515500159,25.237167808004017,13.362970533128941,87.8,76.12094395280235,24.568138195777351,19.172998430141288
2024-01-01,92.0,80.08218647493858,30.859619271992205,17.102348796241927,83.9,75.50072921730676,25.033862824775277,11.520342117429497,88.4,76.62346960693063,26.481166004164301,19.182214731833053
