observation_date,HC01ESTVC1612101,HOWNRATEACS012101,DP04ACS012101,2020RATIO012101,HC01ESTVC1612103,HOWNRATEACS012103,DP04ACS012103,2020RATIO012103,HC01ESTVC1612105,HOWNRATEACS012105,DP04ACS012105,2020RATIO012105
2009-01-01,,78.58006587254398,,,,71.69594424686568,,,,70.96496759470892,,
2010-01-01,86.1,78.18185033400088,38.257981751237040,11.279549407769403,88.1,71.33867889188177,43.209054930817736,13.534206943498980,81.9,70.60722920801088,36.927841037385889,11.617771998266146
2011-01-01,86.6,77.32822055006194,38.841141758683904,11.786154372753725,88.3,70.45566905153298,43.348038851277735,14.021329663713770,82.1,70.00177906113470,37.470466764645685,11.593736630444084
2012-01-01,86.9,76.53996894180285,37.864275294303908,12.220601083347894,88.7,69.03142288659197,42.489373996789723,14.253259169129150,82.1,68.93893442761826,37.319880697175883,11.918816588887911
2013-01-01,87.2,75.75715602803112,36.551474005145693,12.407101642254773,88.9,67.46290850579814,41.636840358275926,14.793937206784554,82.4,68.32613891163952,35.913150556963103,11.759628037547154
2014-01-01,87.5,74.10289147577920,35.281557088396745,12.517527593818984,89.4,65.98979454577129,40.818705306833984,15.439970446989289,83.1,66.75513430216454,34.963103104233731,11.843685762802751
2015-01-01,88.0,72.35190069164204,33.224965683577580,12.874269005847951,90.0,65.18773197804735,39.100101399205833,16.097690941385434,83.5,65.81330686176388,33.414731316350682,11.775792253521129
2016-01-01,88.3,71.27954438181104,32.092563571931706,12.700371684406150,90.4,64.70474726461249,37.538962715972993,16.095251042233098,84.0,65.11658097521573,32.359336523718810,11.968871932714819
2017-01-01,88.7,70.43390720271285,31.297186722341724,13.043121823249711,90.7,65.31525397558944,36.632085646029395,16.182718429585488,84.3,65.67080821133455,31.332532464863039,12.317166397689627
2018-01-01,89.0,70.42135920399988,30.681454071876711,13.085939943697216,91.1,65.78869003305441,35.858593555531847,16.004313205043132,84.8,66.22538565084631,30.924570722225713,12.647034664038117
2019-01-01,89.5,70.86973335653653,30.372980319122160,13.211791383219955,91.3,67.38893889262157,34.715297092288246,15.797492842219301,85.0,66.83024611158544,30.257305876815195,12.665573002109211
2020-01-01,89.9,71.71071292384622,30.380712521700858,13.017098370197903,91.6,68.41013256332852,34.408743843283119,15.779832182371724,85.4,67.46945329263328,30.382432003023041,12.868632909487625
2021-01-01,90.4,72.74278388762774,30.121067202437381,13.575505602142202,92.1,69.49658766622758,34.330724606900567,16.041322314049587,86.4,67.38096598211990,31.258277604277371,13.232999855009425
2022-01-01,90.7,74.08699805387833,30.633953021150120,13.752422167678594,92.5,70.43724075079956,34.718542802235341,16.868363491747861,86.9,68.42079710587204,31.446958215214032,12.998125836680051
2023-01-01,91.2,75.54774113260937,31.558837036145327,14.242975615794034,92.6,70.79890805559494,35.923205553233075,16.827734276332407,87.5,68.96235681849899,32.765103285048760,13.162536208561312
2024-01-01,91.5,75.69407286046315,32.254504533861663,14.568946531261471,92.8,71.11936550209670,37.416678264124506,16.924827331031082,87.9,69.83825444371169,33.827297056199825,13.166439375154971
