observation_date,HC01ESTVC1612031,HOWNRATEACS012031,DP04ACS012031,2020RATIO012031,HC01ESTVC1612033,HOWNRATEACS012033,DP04ACS012033,2020RATIO012033,HC01ESTVC1612035,HOWNRATEACS012035,DP04ACS012035,2020RATIO012035
2009-01-01,,65.707556200983319,,,,68.534299708388772,,,,77.91545447050093,,
2010-01-01,87.2,65.484475230928467,39.564301652724446,13.791460832745235,86.7,68.311735256375499,38.753001542998526,13.949490043710538,90.2,78.21439523371446,43.389135633754705,10.855226854690374
2011-01-01,87.5,65.220395060382458,40.936450887917033,14.040341552670558,87.1,68.023943432735962,39.229392994817125,14.088049713193117,90.1,77.23210005433103,43.578684524147327,10.708607222952594
2012-01-01,87.5,64.387079000904151,41.682012737499335,14.859485206558578,87.1,66.543279977574770,38.548233752088393,13.927370478983384,89.8,76.55071248952221,41.426146010186763,11.071902821789648
2013-01-01,87.9,63.545506551909305,41.237297256708047,15.363143631436314,87.9,65.387660485021399,37.627178378979984,13.838809731511098,90.2,76.38238728544708,39.572207949657937,11.823901359468859
2014-01-01,88.4,62.094728953053185,41.024171234341054,15.910432033719704,88.5,64.002898509940763,35.775913555631114,13.183082061930126,89.8,76.91509702615842,37.353025523372523,11.611059335197266
2015-01-01,88.6,60.770637612384171,39.773782418033662,16.184779475353128,89.6,62.885980370986950,33.585714156022192,12.075611997660625,90.9,74.58812031274931,35.394806423780231,10.831821249156482
2016-01-01,88.9,59.792490847688505,37.636069565849496,15.822998249331985,89.9,62.280320886573215,32.454780361757109,11.347934918648310,91.1,74.59359714126710,34.224207961007323,11.172207887946922
2017-01-01,89.4,59.078830128833765,36.166583817282877,15.465140299535204,90.6,62.770680096607762,31.961138171496657,11.388490819525302,91.9,74.05306110733729,32.981986942499802,10.610975258918296
2018-01-01,89.5,57.902916616428485,35.565699285401777,15.428478065517522,90.8,62.819988689247289,31.344801509000980,11.465517241379310,92.0,72.58649959200518,32.334079804560261,11.281988015509340
2019-01-01,89.8,58.219338231116510,34.310805760772702,15.086328725038404,90.5,63.340729816395843,30.517664271268124,12.200422555733644,92.2,72.56138295827881,31.975704734148074,11.817366096079514
2020-01-01,90.1,59.167454183765507,34.147947816095176,15.217721711376244,90.4,64.144995007196982,30.226613120950329,12.765364338845959,91.5,73.66612052999002,31.230711680538672,13.246423105077527
2021-01-01,90.5,59.551316370818931,34.911918428922206,15.698712701837934,90.6,64.076360515476566,30.633919681380679,13.829148311306902,92.3,76.45273429917592,30.949914422124127,12.922623389253586
2022-01-01,90.7,60.159557666803515,35.045997872207273,15.575710419485793,90.8,64.358507944577781,31.877825290164932,13.962431318681318,92.3,78.21061643835617,30.183359876038395,13.053578099151505
2023-01-01,91.0,60.849891936182367,35.886574381050515,15.988329735563950,90.5,65.667424892985210,32.230071445773461,14.034913204603082,93.1,81.11872504690974,31.554109031733120,13.147004608294932
2024-01-01,91.3,61.362446287598679,37.309209611065839,16.426475469693951,90.9,66.536797944648612,33.990785029265922,14.332159098187407,93.4,82.43274407360578,32.429575396903083,14.765434127636263
