observation_date,HC01ESTVC1612107,HOWNRATEACS012107,DP04ACS012107,2020RATIO012107,HC01ESTVC1612109,HOWNRATEACS012109,DP04ACS012109,2020RATIO012109,HC01ESTVC1612111,HOWNRATEACS012111,DP04ACS012111,2020RATIO012111
2009-01-01,,75.12726445411370,,,,79.76528026626309,,,,74.90809260462389,,
2010-01-01,78.0,76.58568198113727,33.908622171297623,15.300873731679820,92.8,79.08294664549469,38.966657441260871,15.245515186840231,83.4,73.39683159689619,47.717016981356146,11.190864730821534
2011-01-01,77.7,75.20655495115301,34.401640228768755,15.200525878771105,92.5,78.39073187227962,38.861141720451656,15.506264531128908,83.2,72.65438259851132,48.538444096102843,11.457908582703061
2012-01-01,77.7,74.10960035230650,35.607931435212087,14.554923017207916,92.7,78.30656439377887,39.133630073353032,15.867534003548196,84.2,71.58025597871327,46.534536544082194,12.285004359197908
2013-01-01,77.5,73.18560401335938,36.323502133184945,15.310920945395273,93.2,78.44871043074802,38.102038873247103,16.108861425190639,85.2,69.87647126536015,44.472633951659326,13.697505197505198
2014-01-01,77.3,71.14402166327015,35.677940736306496,15.052430005282620,93.8,76.35541343534112,36.416100421525741,15.458011431442747,85.6,70.73240168394381,42.865168539325843,14.065060934651186
2015-01-01,78.5,70.95104836101306,35.229825964431242,15.322868703781220,93.9,75.78582319639447,34.500319097669937,15.963267891070300,85.4,70.11627335817387,40.601568975154677,14.212214920757637
2016-01-01,78.4,70.41799734335697,31.777155306567074,14.826680811563453,94.7,75.94550130917348,31.908032021853774,15.168940562344288,85.8,69.55757398183417,39.011062368872793,14.316715821520312
2017-01-01,79.6,70.79402682008545,30.631659056316593,15.180303837953092,94.4,76.66989481012715,29.911094121854081,14.822797750894530,86.2,69.83533389687236,37.518816799638721,13.842497084940351
2018-01-01,80.9,71.35342142917263,28.613558168550799,14.342574964302711,94.6,78.31024467259007,28.385795766412908,14.020338633078673,86.1,71.48691919542395,37.157840880020473,12.977857962932587
2019-01-01,81.8,70.12370761031407,27.193014909911579,14.362827822120869,94.8,80.69436530155507,27.309957080552056,14.360715717722536,86.3,70.79910959125077,35.468121511820605,12.587862595419848
2020-01-01,82.6,71.03672004417449,27.021850170261068,14.501937567276642,94.8,81.88891392786402,27.214679392391449,13.324514013944682,87.3,73.04901408805109,34.161490683229815,12.465655985055324
2021-01-01,81.9,71.98131438819915,27.881794806793906,15.609548358175502,94.7,82.02864750502337,26.685693518043440,13.599144651846572,88.2,74.07954291114372,33.767807406534786,12.446898895497029
2022-01-01,82.4,72.41264743341270,27.219588694443448,16.376564392410174,95.0,83.16139984330113,26.726666998160209,13.280931359143649,88.6,75.91968399866019,34.017437742699677,12.782526712759273
2023-01-01,82.2,73.00840013176678,28.413245586545493,17.477488902980344,95.1,83.35858585858585,27.248066003760417,13.483010818223374,88.6,76.76141152043765,35.140513479422438,12.788068978124429
2024-01-01,82.3,75.46517773651900,28.319547976445762,18.209825145711907,95.8,83.71432992779557,28.816002249876959,13.758742839915586,89.2,77.71874081435550,36.952752655083117,13.202397362900809
