observation_date,HC01ESTVC1606085,HOWNRATEACS006085,DP04ACS006085,2020RATIO006085,HC01ESTVC1606087,HOWNRATEACS006087,DP04ACS006087,2020RATIO006087,HC01ESTVC1606089,HOWNRATEACS006089,DP04ACS006089,2020RATIO006089
2009-01-01,,62.728747579909424,,,,60.598708811664878,,,,65.938642541096158,,
2010-01-01,86.3,61.615675417392765,43.082883607160269,14.461851421325161,84.1,60.044687209806867,50.959156380856328,15.581175474493756,88.1,66.320678976946894,44.943752991862127,13.760239475434762
2011-01-01,86.5,60.659657681098665,42.463427332772994,14.692970168612192,84.0,59.314834995948246,50.201079710620064,15.699153737658676,87.6,65.737780333525023,45.255518234165066,13.683114660581859
2012-01-01,86.5,59.792928519762725,41.808456788040360,14.978749870426039,84.9,57.853435271666186,49.324272398915326,15.942095786820310,88.1,64.637794102478878,44.783845193132400,13.428558026081246
2013-01-01,86.5,58.958926575567126,40.883132007971582,15.519137127598304,84.9,57.726448598498401,49.083795454047305,16.208277900960827,88.4,63.227868730593514,43.869809203142545,12.926685951907430
2014-01-01,86.8,58.251425690511837,39.991412352948977,15.756286167870128,85.5,56.460406479933766,48.722999075031289,16.440631335070954,88.7,62.627748043524122,43.417496603108710,13.083363836017570
2015-01-01,87.0,58.110107527819629,38.871671361610176,16.065034507077730,85.6,56.013003608229411,47.364667747163686,16.455424427697995,89.3,61.678168237474274,41.911469709802525,13.604707640575381
2016-01-01,87.1,57.895976986336322,38.030741581228170,16.215981050901533,86.3,56.125828454389122,45.699296169955517,16.928650672583554,90.0,61.007439377590998,41.508319676366803,13.652267818574511
2017-01-01,87.6,58.272808346930923,37.270880050515281,16.104169508479970,86.4,58.650937573083162,45.106154259607642,17.683515731874145,90.7,61.740110550074846,41.498298052621593,14.492591931453052
2018-01-01,88.1,58.219456956001721,36.700708126595686,16.326106440186077,86.4,58.046353430544542,44.045360515343482,18.012709416522242,90.8,62.966207261371842,39.484170425187202,14.516290090547516
2019-01-01,88.4,57.985293456619402,35.888918818547111,16.397356018851347,86.3,59.041513714009831,42.559112852295470,18.009925709414201,91.1,63.322139451897563,37.549053554939981,14.820697560176846
2020-01-01,88.7,58.081462074064426,35.526904768398715,16.222434028556478,88.3,59.849172409549595,40.727901097611706,17.319009184525466,91.1,65.098337745560315,37.575862918060807,15.217739378566900
2021-01-01,89.2,58.250027547454117,34.954337827571315,16.414896934003117,88.3,60.096877532903626,40.230705323477409,16.971765420229723,91.1,65.026073251024201,36.418000778131614,15.302044677290256
2022-01-01,89.3,58.057527750972959,34.514567826886100,17.151638948756716,88.7,59.372338128790403,39.487643800596508,18.054498269896197,91.9,66.201637321969272,35.459113485960877,15.092120238334337
2023-01-01,89.3,57.876359976955086,34.635428439590385,17.196520718104008,88.5,59.835003695726463,38.828964377291321,17.809196545643623,92.1,66.935402316932041,36.442610176339869,15.355410507455046
2024-01-01,89.3,57.807269358325385,35.067762932723355,17.856267219762870,88.6,59.865839463357851,38.955098748792842,18.514971712432729,92.1,67.712462399145366,38.037219152053154,15.557510919794900
