observation_date,HC01ESTVC1612085,HOWNRATEACS012085,DP04ACS012085,2020RATIO012085,HC01ESTVC1612086,HOWNRATEACS012086,DP04ACS012086,2020RATIO012086,HC01ESTVC1612087,HOWNRATEACS012087,DP04ACS012087,2020RATIO012087
2009-01-01,,76.50419056021174,,,,61.389589557107058,,,,65.979720922574529,,
2010-01-01,88.6,77.12625537004664,38.756129566959046,16.414608177172060,77.0,61.063944608406416,56.385010233666641,18.288594164456235,89.8,63.984594710665945,52.382769145394001,15.871732954545454
2011-01-01,88.7,77.11972311523499,38.860067787231102,16.747259088286210,77.6,60.461995971494403,56.336502241254848,18.575668280362031,89.3,63.261566010548250,52.813931505853283,15.688717047451670
2012-01-01,88.5,75.36518404157964,40.350121474231962,17.454630132733058,78.2,59.570612697893502,55.510029522942361,19.515303343862325,89.3,60.309055694121248,52.774004432687491,15.915887850467289
2013-01-01,88.8,74.47669463633655,38.929344279188001,17.275872842302586,78.8,58.501919635223246,54.461106739507215,19.736245598591548,89.9,59.449297799402856,51.578109164615597,17.285849353923730
2014-01-01,89.0,74.43379433109682,37.183413132116335,17.333055786844298,79.5,57.897583632194717,53.408330420016974,20.225920211593564,90.4,58.118498417005881,50.495840749754805,17.387537278292260
2015-01-01,89.8,73.29916564118514,36.370887337986041,17.212718454076526,80.1,56.797567233561317,52.520721780308889,20.866319059241182,90.9,58.645186704519205,47.252510760401719,18.943394683026582
2016-01-01,90.0,73.54837848302380,34.723427953678069,17.462786835748791,80.6,55.679149748055373,51.505414601879743,21.078515111695140,91.0,57.709168671478224,46.844413260831438,18.007634777189157
2017-01-01,90.3,74.63123929935466,32.836865579320886,18.025911638401631,81.0,55.455647076594026,50.560958003495045,21.093133137337251,91.2,56.467918853966680,45.347799217194257,17.818188458729001
2018-01-01,90.5,76.05760283198741,32.238492031389050,18.492823299888521,81.5,54.871159877780194,49.933077775835685,21.086420989385140,91.3,57.569095053751838,44.933040175894462,17.294710648886621
2019-01-01,91.0,76.81584408553641,31.596252374187987,18.595018079550020,81.4,54.181483798512126,49.454797872841077,20.842835423793240,91.4,58.455354967927029,43.546779017785362,17.329539862204726
2020-01-01,91.4,78.82708670276351,30.027495970418126,17.846051967709386,81.8,54.649160495414272,48.527169520170482,20.364911019234228,91.9,58.435174438451568,43.511113909703425,16.052758068207829
2021-01-01,92.1,79.45841743000570,30.597778880754436,18.922314976326938,82.5,54.942348113264174,48.443942020913930,20.007506747638327,92.1,59.601579770982880,43.703019100431298,17.936572658285197
2022-01-01,92.4,80.66565400409355,30.481332779546811,17.802631578947370,82.7,54.882662699268977,48.320415960035895,20.380603913110459,92.2,61.062178099574531,42.987529369239112,18.157872718715684
2023-01-01,92.7,80.38661491338573,32.008649760316963,18.109113758059227,83.1,55.032736293452963,48.554797549585984,20.175532298809092,93.3,61.931945656238319,43.509319566587635,19.428107013429969
2024-01-01,93.0,79.18060676587591,33.489794682332992,18.201698051594644,83.9,55.116564635799548,49.203013157936553,20.294370493621742,93.1,63.829283783952071,43.721716044168232,19.251609277613159
