observation_date,HC01ESTVC1606013,HOWNRATEACS006013,DP04ACS006013,2020RATIO006013,HC01ESTVC1606015,HOWNRATEACS006015,DP04ACS006015,2020RATIO006015,HC01ESTVC1606017,HOWNRATEACS006017,DP04ACS006017,2020RATIO006017
2009-01-01,,72.30019434893109,,,,64.536541541346040,,,,76.94766577460601,,
2010-01-01,88.4,70.61478717463500,47.825041392902257,13.991347273836595,81.3,59.855455945657752,42.375039796243243,12.236745886654480,92.7,77.27175599991003,44.798052516736185,11.068322313605332
2011-01-01,88.5,69.27812253407242,47.415055934425872,14.299497487437186,78.2,60.217755443886098,43.413237165888837,12.651629327902240,93.0,75.77183049689475,44.846561160469285,11.244450519409511
2012-01-01,88.6,67.37028988431143,46.327843898926034,14.401309530471767,78.9,60.194524495677243,43.559918898730125,14.144777662874873,93.1,75.26923162857206,43.647250460016288,11.416881196253492
2013-01-01,88.8,66.01250618578398,44.280472757971296,14.615358800827789,79.1,57.440800354996171,43.615989656287041,15.297634459220902,93.2,74.78835639723791,43.089492397306906,12.747791545621627
2014-01-01,88.9,64.97179943692284,42.987786100094524,14.868919895491690,82.0,57.829748957396362,40.548881296153432,15.965653083836020,92.6,74.10616948850868,42.019459128169757,13.888233101391650
2015-01-01,88.9,64.58889252209475,41.488144428199107,15.528986734405873,80.0,58.307968144102077,38.645154160680733,16.598981694750879,92.3,73.83149581845205,39.755384615384607,14.414812020621149
2016-01-01,89.1,64.23099839834988,39.908108576970896,15.369633956803687,82.2,59.958514830947934,38.019559902200491,17.084078279777724,92.6,74.06636943518662,38.303224331122799,14.328125938833145
2017-01-01,89.1,65.43741513216033,38.629296535550125,15.635846445594792,81.6,61.657709797436958,37.373848179025885,18.224035224035223,92.9,76.37313164055466,37.734451749414355,14.911918357429233
2018-01-01,89.4,65.88836093727880,38.047230830023089,15.644005600888416,81.0,62.334457514189353,36.252435592119511,17.375013746838228,93.1,77.08580113694755,36.469349312528735,14.200558971492454
2019-01-01,89.5,66.08058485130555,37.317497971481878,15.519310376199790,80.1,64.362569285947174,35.877460785345825,15.221069508629633,93.4,76.22634438823309,35.388322199939402,14.890784606040528
2020-01-01,89.9,67.16000562409926,37.044885575989277,15.446945898778360,79.7,69.873905710384705,33.617202469661486,14.476695481686123,94.0,76.31814783194311,35.909325809740643,15.771754162748245
2021-01-01,89.7,67.54221746605809,37.363847877652780,15.775572075252294,80.6,68.677792041078305,31.302452316076291,13.792765886842542,94.7,77.50700176301480,35.229202037351442,16.610984587680736
2022-01-01,89.7,67.81385240020361,37.530885788165342,16.217672831607924,83.2,68.043287976446237,29.524117837487861,12.931984260820686,94.7,76.96141445219480,35.324079104639793,17.212464724733344
2023-01-01,89.6,68.38956569547531,37.784547958245234,16.142888938348541,85.5,70.292032207667347,28.794926004228326,13.049783549783550,94.9,77.59297298149208,35.910636753457986,16.310727280697908
2024-01-01,89.6,69.01526606962688,38.707668985679874,16.257093565319533,85.9,70.946355661559608,30.107874865156418,13.512895943079975,95.2,78.78452575108422,36.064674886992805,15.687181384640684
