"scope","model","lambda_rule","fold","group","n_exported","n_recomputed","rmse_exported","rmse_recomputed","mae_exported","mae_recomputed","r2_exported","r2_recomputed","rmse_abs_diff","mae_abs_diff","r2_abs_diff","n_match","max_abs_diff","status"
"by_fold_raw_target","separate_state_lasso","min",8,"all",70,70,12.6830693018733,12.6830693018733,10.0969075510363,10.0969075510363,0.733248393938719,0.73324839393872,2.1316282072803e-14,4.79616346638068e-14,7.7715611723761e-16,TRUE,4.79616346638068e-14,"PASS"
"by_fold_raw_target","separate_state_lasso","1se",8,"all",70,70,12.1842091586548,12.1842091586548,9.70081803368901,9.70081803368901,0.753819866299042,0.753819866299043,1.77635683940025e-14,3.5527136788005e-15,6.66133814775094e-16,TRUE,1.77635683940025e-14,"PASS"
"by_state_raw_target","pooled_lasso","1se",NA,"California",347,347,18.8821426803854,18.8821426803854,12.7287033828634,12.7287033828634,0.390252718318497,0.390252718318497,4.2632564145606e-14,7.105427357601e-15,1.66533453693773e-16,TRUE,4.2632564145606e-14,"PASS"
"by_state_raw_target","pooled_lasso","1se",NA,"Florida",208,208,8.47151511368297,8.47151511368296,4.9274975982346,4.9274975982346,0.584742642436457,0.584742642436459,1.06581410364015e-14,4.44089209850063e-15,1.55431223447522e-15,TRUE,1.06581410364015e-14,"PASS"
"by_state_raw_target","pooled_lasso","min",NA,"California",347,347,17.7440313702756,17.7440313702756,12.3273863166976,12.3273863166976,0.461541897935129,0.461541897935129,0,4.61852778244065e-14,2.22044604925031e-16,TRUE,4.61852778244065e-14,"PASS"
"by_state_raw_target","pooled_lasso","min",NA,"Florida",208,208,9.95465617447362,9.95465617447363,6.53940186209325,6.53940186209325,0.426613207645941,0.42661320764594,1.06581410364015e-14,8.88178419700125e-16,6.66133814775094e-16,TRUE,1.06581410364015e-14,"PASS"
"by_state_raw_target","pooled_lasso_state_interactions","1se",NA,"California",347,347,17.6596435149369,17.6596435149369,12.1899485833718,12.1899485833718,0.466651365146358,0.466651365146358,3.5527136788005e-15,2.30926389122033e-14,3.88578058618805e-16,TRUE,2.30926389122033e-14,"PASS"
"by_state_raw_target","pooled_lasso_state_interactions","1se",NA,"Florida",208,208,9.50064451755434,9.50064451755433,6.10981525634732,6.10981525634732,0.477722528165983,0.477722528165983,8.88178419700125e-15,3.5527136788005e-15,3.88578058618805e-16,TRUE,8.88178419700125e-15,"PASS"
"by_state_raw_target","pooled_lasso_state_interactions","min",NA,"California",347,347,16.7508216061155,16.7508216061155,12.0202008726193,12.0202008726193,0.520134475217338,0.520134475217337,3.90798504668055e-14,7.105427357601e-15,6.66133814775094e-16,TRUE,3.90798504668055e-14,"PASS"
"by_state_raw_target","pooled_lasso_state_interactions","min",NA,"Florida",208,208,10.3862986529626,10.3862986529626,7.00677991409103,7.00677991409103,0.375810054383318,0.375810054383317,3.73034936274053e-14,3.5527136788005e-15,1.16573417585641e-15,TRUE,3.73034936274053e-14,"PASS"
"by_state_raw_target","separate_lasso_CA","1se",NA,"California",347,347,15.6257218402124,15.6257218402124,11.8771617374655,11.8771617374655,0.582431719825526,0.582431719825525,2.48689957516035e-14,4.61852778244065e-14,6.66133814775094e-16,TRUE,4.61852778244065e-14,"PASS"
"by_state_raw_target","separate_lasso_CA","min",NA,"California",347,347,15.8351784432386,15.8351784432386,12.188017405043,12.188017405043,0.571162015422629,0.571162015422629,4.2632564145606e-14,4.2632564145606e-14,1.11022302462516e-16,TRUE,4.2632564145606e-14,"PASS"
"by_state_raw_target","separate_lasso_FL","1se",NA,"Florida",208,208,10.4093278023429,10.4093278023429,7.34697458140855,7.34697458140855,0.373038999925975,0.373038999925975,1.24344978758018e-14,8.88178419700125e-16,0,TRUE,1.24344978758018e-14,"PASS"
"by_state_raw_target","separate_lasso_FL","min",NA,"Florida",208,208,10.4406935389008,10.4406935389008,7.88574148368405,7.88574148368405,0.369254947450166,0.369254947450166,0,3.5527136788005e-15,2.77555756156289e-16,TRUE,3.5527136788005e-15,"PASS"
"by_state_raw_target","separate_state_lasso","1se",NA,"California",347,347,15.6257218402124,15.6257218402124,11.8771617374655,11.8771617374655,0.582431719825526,0.582431719825525,2.48689957516035e-14,4.61852778244065e-14,6.66133814775094e-16,TRUE,4.61852778244065e-14,"PASS"
"by_state_raw_target","separate_state_lasso","1se",NA,"Florida",208,208,10.4093278023429,10.4093278023429,7.34697458140855,7.34697458140855,0.373038999925975,0.373038999925975,1.24344978758018e-14,8.88178419700125e-16,0,TRUE,1.24344978758018e-14,"PASS"
"by_state_raw_target","separate_state_lasso","min",NA,"California",347,347,15.8351784432386,15.8351784432386,12.188017405043,12.188017405043,0.571162015422629,0.571162015422629,4.2632564145606e-14,4.2632564145606e-14,1.11022302462516e-16,TRUE,4.2632564145606e-14,"PASS"
"by_state_raw_target","separate_state_lasso","min",NA,"Florida",208,208,10.4406935389008,10.4406935389008,7.88574148368405,7.88574148368405,0.369254947450166,0.369254947450166,0,3.5527136788005e-15,2.77555756156289e-16,TRUE,3.5527136788005e-15,"PASS"
"by_state_raw_target","state_time_baseline","none",NA,"California",347,347,25.6558867595267,25.6558867595267,18.6502825628232,18.6502825628232,-0.125696673999119,-0.125696673999119,7.105427357601e-15,7.105427357601e-15,0,TRUE,7.105427357601e-15,"PASS"
"by_state_raw_target","state_time_baseline","none",NA,"Florida",208,208,13.6130144366568,13.6130144366568,8.86547910335601,8.86547910335601,-0.0722690390948102,-0.0722690390948109,8.88178419700125e-15,1.77635683940025e-15,6.66133814775094e-16,TRUE,8.88178419700125e-15,"PASS"
"overall_log_target","pooled_lasso","1se",NA,"all",555,555,21.4659694764017,21.4659694764017,10.6724609660316,10.6724609660316,0.223880689694705,0.223880689694705,3.19744231092045e-14,1.24344978758018e-14,4.16333634234434e-16,TRUE,3.19744231092045e-14,"PASS"
"overall_log_target","pooled_lasso_state_interactions","1se",NA,"all",555,555,22.8100064652174,22.8100064652174,10.7512575558929,10.7512575558929,0.123648587767427,0.123648587767428,2.1316282072803e-14,3.01980662698043e-14,1.1518563880486e-15,TRUE,3.01980662698043e-14,"PASS"
"overall_log_target","separate_lasso_CA","1se",NA,"all",347,347,23.999026445743,23.999026445743,14.4129833468599,14.4129833468599,0.0150037627461949,0.0150037627461945,3.5527136788005e-14,4.08562073062058e-14,3.72965547335014e-16,TRUE,4.08562073062058e-14,"PASS"
"overall_log_target","separate_lasso_FL","1se",NA,"all",208,208,7.90723704555765,7.90723704555764,4.45028064572533,4.45028064572533,0.638219901310221,0.638219901310222,7.99360577730113e-15,2.66453525910038e-15,1.11022302462516e-15,TRUE,7.99360577730113e-15,"PASS"
"overall_log_target","separate_state_lasso","1se",NA,"all",555,555,19.5840006187102,19.5840006187102,10.6792136858942,10.6792136858942,0.354003295492154,0.354003295492154,3.19744231092045e-14,2.66453525910038e-14,5.55111512312578e-17,TRUE,3.19744231092045e-14,"PASS"
"overall_log_target","pooled_lasso","min",NA,"all",555,555,24.9856270868917,24.9856270868917,11.1883037604078,11.1883037604078,-0.051496863835141,-0.0514968638351418,4.2632564145606e-14,7.105427357601e-15,8.46545056276682e-16,TRUE,4.2632564145606e-14,"PASS"
"overall_log_target","pooled_lasso_state_interactions","min",NA,"all",555,555,21.745764756514,21.745764756514,11.2482962289084,11.2482962289084,0.203516386493914,0.203516386493914,2.48689957516035e-14,4.61852778244065e-14,2.77555756156289e-17,TRUE,4.61852778244065e-14,"PASS"
"overall_log_target","separate_lasso_CA","min",NA,"all",347,347,25.1003405276944,25.1003405276944,14.6494198824787,14.6494198824787,-0.0774733811043171,-0.0774733811043171,7.105427357601e-15,3.5527136788005e-14,1.38777878078145e-17,TRUE,3.5527136788005e-14,"PASS"
"overall_log_target","separate_lasso_FL","min",NA,"all",208,208,8.28450793371755,8.28450793371757,4.56799899633996,4.56799899633996,0.602873752168543,0.602873752168541,1.77635683940025e-14,1.77635683940025e-15,1.99840144432528e-15,TRUE,1.77635683940025e-14,"PASS"
"overall_log_target","separate_state_lasso","min",NA,"all",555,555,20.4848914108196,20.4848914108196,10.8711576404664,10.8711576404664,0.293202822781345,0.293202822781345,1.06581410364015e-14,3.37507799486048e-14,0,TRUE,3.37507799486048e-14,"PASS"
"overall_log_target","state_time_baseline","none",NA,"all",555,555,21.8548070825593,21.8548070825593,15.2048202782749,15.2048202782749,0.195508557938635,0.195508557938635,4.9737991503207e-14,1.24344978758018e-14,3.05311331771918e-16,TRUE,4.9737991503207e-14,"PASS"
