"feature_set","model","n","rmse","mae","r2","family"
"factors","random_forest",555,11.2681353434474,8.02959334092641,0.786139004753116,"Random Forest"
"factors","wide_32_16_drop",555,12.6388277921446,8.42852885466117,0.730945000058001,"Neural Net"
"factors","class_16_8",555,12.916873208737,9.11393671282453,0.718976740126689,"Neural Net"
"factors","pooled_lasso_state_interactions",555,14.6922042228507,10.1412971620357,0.636418826533998,"LASSO"
"factors","pooled_lasso",555,15.2967624581015,10.1581957463234,0.605881773925377,"LASSO"
"factors","decision_tree",555,17.7895375431587,12.6385888602599,0.466963693784997,"Decision Tree"
